feature_idx,token_id,shap_value
0,70,-0.550299
1,71,-0.00164735
2,41,-0.512009
3,1465,2.5446
4,3065,-0.751363
5,11540,1.23068
6,18,0.073985
7,47,-0.318119
8,4,0.642287
9,152,-1.05985
10,9,0.2206
11,9047,-0.665897
12,14,-0.368213
13,1132,1.25415
14,718,-1.23948
15,14,-0.310582
16,3668,0.867534
17,11,-0.086949
18,1935,0.800688
19,6193,0.0437509
20,18,0.0202189
21,57,0.729023
22,31,0.255423
23,3748,0.0422244
24,9569,-0.0372119
25,2,0.34048
26,11589,0.251024
27,4732,-0.927832
28,47,-0.311358
29,135,-0.406582
30,387,-0.43391
31,685,-0.699589
32,9946,0.122906
33,82,-0.188313
34,83,-0.73289
35,985,-0.347267
36,145,-0.575415
37,233,-0.0735394
38,11,-0.0823806
39,31,0.207486
40,44,-0.132449
41,2172,-1.24901
42,2,0.347436
43,4,0.482873
44,575,0.0425689
45,1394,-0.0686623
46,2567,0.830079
47,82,-0.174789
48,1305,-0.371004
49,11,-0.0743436
50,31,0.219215
51,4420,-0.319083
52,18,0.0389698
53,31,0.231054
54,8809,0.904997
55,11,-0.0774531
56,70,-0.478259
57,71,0.119999
58,41,-0.436271
59,1601,-0.403867
60,1889,-0.203936
61,1459,0.264535
62,17,0.447115
63,4064,-0.200757
64,6106,-0.506665
65,1601,-0.452923
66,14,-0.276244
67,57,0.589978
68,1225,0.969663
69,18,0.0503908
70,31,0.225974
71,344,-0.0087806
72,41,-0.442502
73,4971,-0.760073
74,236,-0.24163
75,833,-0.495713
76,226,-0.409727
77,19254,0.676516
78,222,-0.106934
79,943,-0.305568
80,175,1.16973
81,2286,0.592102
82,33,-0.767085
83,5123,1.2956
84,82,-0.179815
85,1889,-0.166362
86,1,-0.906185
87,574,0.0321714
88,1889,-0.186894
89,11156,2.25347
90,1,-0.952492
91,254,0.366938
92,14,-0.277202
93,31,0.189149
94,1,-0.941062
95,2831,-0.324196
96,41,-0.463045
97,6468,0.86507
98,1863,0.251801
99,236,-0.219614
100,158,0.782676
101,4,0.435037
102,152,-0.92139
103,268,0.66216
104,7331,0.432081
105,2980,-0.264257
106,2551,0.309591
107,126,0.216364
108,1234,0.65709
109,347,-0.00977087
110,9658,1.17851
111,195,0.988946
112,103,-0.551272
113,833,-0.47683
114,7,0.165308
115,5076,-0.277418
116,1,-0.951527
117,254,0.404834
118,33,-0.75502
119,31,0.180294
120,767,0.531182
121,1022,-0.230704
122,11,-0.0774898
123,31,0.21563
124,1844,0.419641
125,41,-0.43354
126,9,0.191523
127,1591,1.24283
