sample=61
orig_idx	token_id	token_str	shap_value
76	7168	dastardly	2.75617
60	622	they	1.61612
43	207	nothing	1.57398
16	717	thing	1.51704
119	1817	dozen	1.34029
62	11572	contrived	1.16358
120	3163	male	1.16076
38	6597	troy	1.14815
110	825	days	0.922387
0	2771	paul	0.893195
45	76	do	0.879544
24	57	but	0.873286
112	57	but	0.869546
80	179	any	0.840722
56	117	especially	0.804376
66	122	just	0.799455
36	122	just	0.784919
78	206	evil	0.755533
106	4583	expectation	0.704666
13	8	be	0.692225
73	628	making	0.675591
57	7909	insulting	0.671141
97	19	have	0.662636
68	78	people	0.660103
51	11620	zero	0.652535
19	436	legs	0.63523
93	7909	insulting	0.629478
65	98	character	0.552968
69	631	could	0.530047
81	98	character	0.507891
46	126	with	0.425623
64	1477	gay	0.421328
121	5005	lovers	0.410338
87	131	or	0.402383
30	15169	distortion	0.326318
53	39	what	0.318859
14	31	the	0.247878
104	88	was	0.242446
32	31	the	0.207656
28	9	a	0.204728
100	1362	wife	0.201793
47	31	the	0.181936
99	9	a	0.169184
83	31	the	0.16496
118	9	a	0.162075
21	18	.	0.155395
105	31	the	0.154842
63	9	a	0.150547
23	18	.	0.146787
89	18	.	0.144261
35	18	.	0.138762
50	18	.	0.135161
52	18	.	0.127736
12	7	to	0.127363
3	347	who	0.106442
122	18	.	0.103402
54	445	makes	0.0765709
44	7	to	0.063517
20	1394	ever	0.0550098
123	26	so	0.0313083
70	3688	hate	0.0274502
115	407	had	0.0266654
98	407	had	0.00109795
67	26	so	-0.0124079
29	8200	100%	-0.0813182
107	11	of	-0.0916698
85	11	of	-0.101124
31	11	of	-0.102873
55	47	it	-0.207623
15	14663	hottest	-0.211937
82	82	in	-0.230229
124	47	it	-0.247179
117	464	least	-0.2577
6	82	in	-0.275229
101	14	,	-0.29324
111	14	,	-0.301927
25	70	this	-0.30491
48	208	original	-0.313172
86	387	tv	-0.320257
91	41	is	-0.329978
17	135	on	-0.330878
39	14	,	-0.341079
125	41	is	-0.345092
58	41	is	-0.348645
103	42	that	-0.355746
27	41	is	-0.35614
90	70	this	-0.36122
72	14	,	-0.367211
113	370	he	-0.36922
11	416	has	-0.381579
59	42	that	-0.382769
7	70	this	-0.385041
40	70	this	-0.390359
116	90	at	-0.401431
2	14	,	-0.402897
10	14	,	-0.408153
8	387	tv	-0.417619
42	416	has	-0.42038
96	601	may	-0.424361
94	503	since	-0.431794
102	503	since	-0.445668
127	42	that	-0.46337
79	145	as	-0.505961
41	63	film	-0.516562
75	145	as	-0.520345
37	103	like	-0.523513
9	63	film	-0.556144
77	33	and	-0.558431
26	63	film	-0.562001
126	3241	ironic	-0.591648
88	318	cinema	-0.670207
108	977	those	-0.677363
61	1887	actually	-0.682128
71	363	him	-0.737107
95	1	<unk>	-0.749547
92	1	<unk>	-0.769202
109	1	<unk>	-0.779818
49	202	story	-0.788413
18	595	two	-0.828633
33	1	<unk>	-0.873108
74	363	him	-0.887175
34	202	story	-0.898931
114	582	also	-0.933472
5	1	<unk>	-0.980137
1	1	<unk>	-1.1775
22	4563	wow	-1.30796
84	3809	history	-1.49543
4	1454	plays	-1.54875
