feature_idx,token_id,shap_value
0,70,-0.503814
1,63,-0.717051
2,41,-0.600479
3,4525,0.419963
4,9,0.0395106
5,3395,0.673095
6,733,-0.964175
7,135,-0.336853
8,31,0.249688
9,423,-0.461422
10,1258,-0.152198
11,5782,-0.503966
12,11,-0.157125
13,31,0.209498
14,15345,-0.49068
15,347,0.100774
16,350,0.646923
17,1,-1.05944
18,2710,-0.322033
19,903,-0.23162
20,708,-0.22956
21,7,0.109263
22,3368,-0.0847884
23,31,0.181165
24,334,1.27475
25,14,-0.309233
26,450,0.134478
27,2710,-0.236235
28,31,0.220052
29,945,-0.984066
30,347,0.118193
31,2579,-0.81531
32,31,0.247342
33,2710,-0.251665
34,33,-0.78623
35,257,-0.203138
36,158,0.897219
37,3722,0.309605
38,376,-0.260929
39,1449,-1.57209
40,31,0.2245
41,369,1.02026
42,18,0.138811
43,700,-0.334052
44,9,0.0544689
45,2265,0.968888
46,2710,-0.313974
47,416,-0.43249
48,9,0.0494215
49,202,-0.804058
50,26,-0.0959338
51,1952,0.0218209
52,9,0.054073
53,115,-0.805657
54,1836,0.624071
55,631,0.446247
56,19,0.92759
57,718,-0.966154
58,47,-0.246251
59,18,0.128214
60,17,0.501173
61,228,-0.232859
62,295,0.661641
63,14,-0.231744
64,47,-0.243255
65,702,-0.676317
66,1307,0.298582
67,347,0.0728869
68,31,0.186182
69,2265,0.989014
70,41,-0.477044
71,466,1.37925
72,783,0.751307
73,31,0.148627
74,63,-0.571985
75,18,0.123104
76,90,-0.531068
77,31,0.157456
78,1845,0.558506
79,14,-0.23099
80,700,-0.338864
81,31,0.16422
82,73,-0.225447
83,818,1.21331
84,41,-0.454932
85,952,0.638567
86,47,-0.208539
87,433,0.867246
88,103,-0.494057
89,9,0.0396107
90,18718,0.576501
91,17615,-0.151556
92,588,0.310971
93,376,-0.172658
94,9,0.0495664
95,6822,0.13593
96,7915,-0.156308
97,131,0.354552
98,669,0.536843
99,18,0.139405
100,10523,-1.73478
101,195,1.17041
102,126,0.241164
103,42,-0.334718
104,199,1.27313
105,31,0.167233
106,63,-0.504553
107,41,-0.427216
108,703,0.244104
109,26,-0.129542
110,3256,-0.0459757
111,13546,0.792558
112,3314,-1.93745
113,126,0.171215
114,9,0.0644007
115,1343,1.5777
116,80,0.371411
117,145,-0.558374
118,208,-0.150024
119,145,-0.568316
120,9,0.0555463
121,9714,0.745403
122,15045,0.441889
123,18,0.13845
124,970,0.596514
125,167,-0.373597
126,973,1.43263
127,105,-0.754789
