sample=154
orig_idx	token_id	token_str	shap_value
66	6865	equally	1.66719
15	559	such	1.09286
9	177	top	0.960819
2	15013	1930s	0.911557
127	11544	reviewed	0.781675
75	2228	might	0.773991
98	158	there	0.698591
114	122	just	0.682847
78	122	just	0.682736
18	5408	laurel	0.629981
39	364	passing	0.624492
85	122	just	0.582781
36	19	have	0.573822
124	19	have	0.555408
89	343	funny	0.530256
32	25	films	0.524346
94	5408	laurel	0.522257
70	254	)	0.520491
101	268	an	0.502094
16	827	stars	0.479612
100	17	not	0.458121
125	1065	seen	0.451227
80	4	'	0.438263
14	126	with	0.364271
4	2138	hal	0.350674
1	31	the	0.317009
87	4	'	0.316335
7	88	was	0.302389
64	126	with	0.301172
86	5308	aren	0.297088
62	88	was	0.289461
91	4764	plus	0.279051
57	19224	pitts	0.264496
49	88	was	0.260298
110	7638	co-stars	0.248882
117	16	am	0.243481
50	31	the	0.236028
99	88	was	0.229815
83	821	these	0.228984
31	821	these	0.216343
38	31	the	0.211788
51	17303	pairing	0.209447
25	31	the	0.205034
11	31	the	0.19101
65	31	the	0.16585
74	2	i	0.14922
123	2	i	0.148675
96	5409	hardy	0.139779
116	2	i	0.135656
45	9	a	0.134581
77	2	i	0.132543
20	5409	hardy	0.130386
29	44	most	0.130288
112	604	before	0.130146
118	9	a	0.10968
79	40	can	0.0732176
111	18	.	0.062691
42	18	.	0.0562279
71	18	.	0.0558285
90	18	.	0.0417957
28	18	.	0.0289573
23	4758	chase	0.0121876
12	1525	comedy	-0.0202401
34	8229	exceptional	-0.0322299
43	156	however	-0.0387993
103	11	of	-0.0636703
108	708	her	-0.0817624
30	11	of	-0.0825662
40	11	of	-0.0878648
121	1553	understand	-0.102585
52	11	of	-0.104298
10	11	of	-0.104881
46	20808	lesser-known	-0.138411
67	6638	untalented	-0.154403
97	14	,	-0.160668
44	14	,	-0.167482
58	236	(	-0.171453
93	2058	unlike	-0.177639
92	14	,	-0.188693
120	14	,	-0.189986
59	565	later	-0.201749
113	310	you	-0.202973
21	14	,	-0.205291
63	24052	paired	-0.206998
60	14	,	-0.213485
81	5	t	-0.217856
76	14	,	-0.220943
122	42	that	-0.241283
33	226	are	-0.269745
0	82	in	-0.292298
3	14	,	-0.304812
53	15960	thelma	-0.310128
88	5	t	-0.316868
95	33	and	-0.383758
72	589	try	-0.385791
73	145	as	-0.386412
8	135	on	-0.396724
107	33	and	-0.399867
55	33	and	-0.403135
109	595	two	-0.405984
35	33	and	-0.416595
37	5528	withstood	-0.425772
17	145	as	-0.433756
19	33	and	-0.434397
126	33	and	-0.495727
119	1	<unk>	-0.497109
41	552	time	-0.509771
47	5497	roach	-0.520039
105	790	between	-0.522476
24	33	and	-0.535026
84	1	<unk>	-0.537294
27	1	<unk>	-0.56086
13	289	world	-0.578919
68	1	<unk>	-0.619001
115	1092	think	-0.622947
104	4729	chemistry	-0.629693
61	6181	todd	-0.632886
22	12445	charley	-0.638343
82	3547	stand	-0.66547
56	1	<unk>	-0.665993
48	648	product	-0.687131
26	115	little	-0.69153
54	6181	todd	-0.713115
106	6181	todd	-0.728386
5	5497	roach	-0.742307
69	15144	kelly	-0.824556
102	12412	ounce	-1.40532
6	4426	studios	-1.40639
