sample=142
orig_idx	token_id	token_str	shap_value
1	469	ridiculous	1.64994
25	197	bad	1.63763
3	1132	badly	1.55295
20	314	worth	1.54444
45	622	they	1.51019
19	207	nothing	1.42101
50	333	watching	1.26002
21	11799	rescuing	1.16796
5	11787	mini	1.09851
47	885	pay	0.90192
39	268	an	0.754107
30	31	the	0.313946
10	1431	cameos	0.282038
0	9	a	0.229983
27	1024	donald	0.173427
6	1494	cooper	0.129162
4	5509	acted	0.098113
46	247	should	0.0807844
34	588	scene	0.0791313
8	18	.	0.0623317
42	18	.	0.0463779
38	18	.	0.0427828
23	18	.	0.0380278
53	18	.	0.0300616
16	341	etc	0.0187666
64	0	<pad>	0.0167026
17	18	.	0.0162895
52	233	one	0.0114502
68	0	<pad>	0.00849548
102	0	<pad>	0.0067366
80	0	<pad>	0.00580106
96	0	<pad>	0.00529771
91	0	<pad>	0.00386772
56	0	<pad>	0.00308381
94	0	<pad>	0.00126571
84	0	<pad>	-0.000258722
88	0	<pad>	-0.00113982
108	0	<pad>	-0.00114241
126	0	<pad>	-0.00161959
100	0	<pad>	-0.00245505
66	0	<pad>	-0.00360839
74	0	<pad>	-0.00361027
54	0	<pad>	-0.00367496
81	0	<pad>	-0.0039426
110	0	<pad>	-0.00589341
101	0	<pad>	-0.00617991
90	0	<pad>	-0.00687738
95	0	<pad>	-0.00719075
113	0	<pad>	-0.00767924
59	0	<pad>	-0.00771905
93	0	<pad>	-0.00796313
112	0	<pad>	-0.00878074
60	0	<pad>	-0.0088236
62	0	<pad>	-0.009347
116	0	<pad>	-0.00983687
107	0	<pad>	-0.0100626
61	0	<pad>	-0.010454
58	0	<pad>	-0.0104689
99	0	<pad>	-0.0117657
115	0	<pad>	-0.011976
124	0	<pad>	-0.0120422
70	0	<pad>	-0.0126951
83	0	<pad>	-0.0134219
86	0	<pad>	-0.0143289
127	0	<pad>	-0.0145325
103	0	<pad>	-0.0152213
105	0	<pad>	-0.0152363
111	0	<pad>	-0.0154039
122	0	<pad>	-0.0162554
125	0	<pad>	-0.0165983
57	0	<pad>	-0.0166638
71	0	<pad>	-0.0177338
63	0	<pad>	-0.0177675
89	0	<pad>	-0.0183073
55	0	<pad>	-0.0183357
119	0	<pad>	-0.0185958
77	0	<pad>	-0.0187639
92	0	<pad>	-0.0189
118	0	<pad>	-0.0189033
73	0	<pad>	-0.0193297
65	0	<pad>	-0.0197067
109	0	<pad>	-0.0204344
106	0	<pad>	-0.0204727
78	0	<pad>	-0.0209088
123	0	<pad>	-0.0209716
114	0	<pad>	-0.0212806
82	0	<pad>	-0.0213452
37	341	etc	-0.0213904
75	0	<pad>	-0.0214187
79	0	<pad>	-0.0216275
104	0	<pad>	-0.0219135
76	0	<pad>	-0.0226835
72	0	<pad>	-0.0230737
67	0	<pad>	-0.0234508
120	0	<pad>	-0.0245364
97	0	<pad>	-0.0274728
121	0	<pad>	-0.0282989
117	0	<pad>	-0.0292477
87	0	<pad>	-0.0300149
85	0	<pad>	-0.0318617
98	0	<pad>	-0.0448991
69	0	<pad>	-0.0521232
24	652	particularly	-0.0735916
40	327	embarrassing	-0.153021
28	11002	sutherland	-0.155646
11	376	from	-0.209593
49	222	for	-0.235085
15	14	,	-0.289843
29	14	,	-0.31013
44	14	,	-0.310543
36	14	,	-0.319456
51	70	this	-0.333014
13	14	,	-0.343308
35	20293	transitions	-0.360328
33	14	,	-0.361076
22	87	here	-0.37987
26	226	are	-0.386886
2	14	,	-0.446257
48	310	you	-0.475441
7	18927	infomercial	-0.529427
43	3238	hey	-0.678308
41	692	production	-0.687909
31	1125	music	-0.774077
18	1062	absolutely	-0.782956
12	1	<unk>	-0.9403
32	64	score	-0.948884
14	1	<unk>	-0.957736
9	6740	includes	-1.80279
