feature_idx,token_id,shap_value
0,2,0.298541
1,124,0.959132
2,374,-0.752418
3,70,-0.426105
4,71,0.0645093
5,18,0.0431717
6,18,0.0126136
7,18,0.0419495
8,82,-0.298741
9,83,-0.655599
10,493,-0.626231
11,4597,0.505489
12,11,-0.211188
13,8126,-0.698909
14,149,-0.344177
15,18,0.0537397
16,18,0.00688442
17,18,0.0181985
18,3264,-0.312903
19,331,-1.24324
20,91,-0.451502
21,165,-1.07909
22,31,0.423092
23,3841,0.172879
24,311,0.0738263
25,41,-0.40357
26,18,0.00131638
27,18,0.026579
28,18,0.0115743
29,2434,0.871174
30,47,-0.406412
31,4,0.509513
32,152,-0.837812
33,87,-0.385714
34,82,-0.276577
35,908,0.145574
36,131,0.492632
37,6223,0.399308
38,18,0.0281444
39,0,0.0337404
40,0,0.038497
41,0,0.0341898
42,0,0.0490786
43,0,0.0366631
44,0,0.0465994
45,0,0.0431911
46,0,0.0602636
47,0,0.0432575
48,0,0.0457744
49,0,0.0486692
50,0,0.0421848
51,0,0.0320065
52,0,0.0550896
53,0,0.0279562
54,0,0.0345621
55,0,0.03653
56,0,0.0468319
57,0,0.034491
58,0,0.0502385
59,0,0.0230478
60,0,0.0436177
61,0,0.0339233
62,0,0.0501727
63,0,0.0259732
64,0,0.0466294
65,0,0.0348086
66,0,0.0428544
67,0,0.0272063
68,0,0.0398034
69,0,0.025167
70,0,0.0417537
71,0,0.0324613
72,0,0.0494067
73,0,0.0267255
74,0,0.0403801
75,0,0.0282836
76,0,0.0582277
77,0,0.035088
78,0,0.0370924
79,0,0.0380069
80,0,0.0372842
81,0,0.0379459
82,0,0.0399038
83,0,0.0245446
84,0,0.0474426
85,0,0.0415559
86,0,0.0434716
87,0,0.0287442
88,0,0.0399622
89,0,0.0352487
90,0,0.0492319
91,0,0.0265221
92,0,0.0463331
93,0,0.0387683
94,0,0.0497678
95,0,0.0322828
96,0,0.0468905
97,0,0.0220805
98,0,0.045118
99,0,0.0318929
100,0,0.0468321
101,0,0.0376449
102,0,0.0473724
103,0,0.03203
104,0,0.0301157
105,0,0.0326125
106,0,0.0370277
107,0,0.0275527
108,0,0.0413824
109,0,0.0344636
110,0,0.0374695
111,0,0.0328254
112,0,0.0423174
113,0,0.0352205
114,0,0.0322019
115,0,0.0308598
116,0,0.0473614
117,0,0.0454785
118,0,0.0338443
119,0,0.0309467
120,0,0.0401762
121,0,0.0317453
122,0,0.041086
123,0,0.0379097
124,0,0.0411751
125,0,0.0359943
126,0,0.0404898
127,0,0.0370077
