sample=52
orig_idx	token_id	token_str	shap_value
8	1135	failed	1.54217
30	2154	ended	1.53136
3	638	trying	1.47446
27	1343	plot	1.42544
98	622	they	1.34194
50	1848	ghosts	1.21481
61	622	they	1.09911
91	622	they	1.04818
93	638	trying	0.963375
87	199	?	0.925875
119	199	?	0.911481
100	27	far	0.868167
60	76	do	0.76552
31	195	up	0.758438
7	57	but	0.705276
20	158	there	0.662303
83	3583	white	0.632739
17	1726	cheap	0.62822
40	1088	way	0.588803
34	628	making	0.579465
67	2794	name	0.574777
95	76	do	0.573932
97	57	but	0.559478
23	1615	many	0.548826
41	783	through	0.515402
121	122	just	0.501348
5	669	something	0.480133
64	420	girl	0.441345
86	1845	beginning	0.439792
116	254	)	0.400666
70	4	'	0.398785
15	295	suspense	0.386917
25	17084	gimmicks	0.360703
99	4592	fell	0.347276
113	4	'	0.339778
13	2922	attempts	0.326642
90	39	what	0.32488
115	98	character	0.309615
39	259	whole	0.246806
117	1302	come	0.230445
12	31	the	0.227538
77	39	what	0.220842
79	126	with	0.179676
11	544	all	0.174305
80	31	the	0.169745
88	2	i	0.167742
38	31	the	0.166565
29	2	i	0.164866
68	2	i	0.140933
85	31	the	0.134729
63	31	the	0.126155
105	31	the	0.124545
55	31	the	0.124397
49	31	the	0.123399
45	2	i	0.110467
4	7	to	0.100286
2	88	was	0.0942964
46	88	was	0.0884052
107	154	did	0.0691261
78	88	was	0.0532801
28	1352	holes	0.0256153
94	7	to	0.00952591
32	3774	laughing	0.00840816
53	7	to	0.00837591
73	7	to	-0.000475728
42	18	.	-0.0134389
48	18	.	-0.0162145
47	8248	entertained	-0.0179619
75	18	.	-0.0193535
54	11550	warn	-0.0214602
125	127	no	-0.0251882
102	18	.	-0.0299486
24	1272	tired	-0.0463022
10	18	.	-0.0490543
22	26	so	-0.060203
106	5960	heck	-0.0606062
109	1326	guy	-0.063114
89	636	know	-0.0684099
56	319	family	-0.0762846
58	26	so	-0.115555
9	1617	miserably	-0.120353
36	11	of	-0.126949
1	71	movie	-0.140693
81	496	black	-0.197395
69	770	didn	-0.212228
123	82	in	-0.231985
127	82	in	-0.23526
118	376	from	-0.250843
124	376	from	-0.289645
44	464	least	-0.295751
110	236	(	-0.302093
65	14	,	-0.302628
101	507	short	-0.319826
74	1985	remember	-0.324603
57	14	,	-0.345735
96	14	,	-0.353978
37	47	it	-0.375434
92	94	were	-0.388663
120	370	he	-0.391924
51	226	are	-0.422935
18	14	,	-0.434785
6	14	,	-0.437329
21	94	were	-0.454888
108	42	that	-0.456764
84	90	at	-0.458825
43	90	at	-0.461897
71	5	t	-0.471418
16	94	were	-0.493653
103	33	and	-0.533367
14	90	at	-0.556061
0	70	this	-0.573251
111	889	john	-0.57701
52	4783	attempting	-0.580907
19	33	and	-0.589316
76	33	and	-0.642525
33	33	and	-0.668798
82	33	and	-0.685667
59	1124	why	-0.723696
26	33	and	-0.74188
66	2569	whose	-0.757182
62	1714	attack	-0.803175
35	2638	fun	-0.803528
122	1	<unk>	-0.861043
114	152	s	-0.916693
104	509	where	-0.981825
126	509	where	-1.00808
112	18685	corbett	-1.07856
72	77	care	-1.17689
