feature_idx,token_id,shap_value
0,2,0.142282
1,2615,1.31979
2,79,-0.636304
3,42,-0.351953
4,70,-0.191606
5,416,-0.308456
6,7,0.275019
7,8,0.484952
8,31,0.202278
9,235,-1.12107
10,3788,-0.643086
11,2,0.135221
12,19,0.712214
13,1394,0.0693942
14,1065,0.638297
15,82,-0.120494
16,83,-0.482467
17,749,-0.167991
18,18,0.0284347
19,2,0.117694
20,73,-0.111952
21,79,-0.471454
22,31,0.158325
23,71,0.029852
24,90,-0.342454
25,83,-0.423844
26,838,-0.14542
27,369,0.895649
28,14,-0.288552
29,33,-0.438138
30,770,-0.109976
31,4,0.271684
32,5,-0.19969
33,114,0.150464
34,9,0.195696
35,308,0.0734417
36,7,0.151435
37,2258,0.300954
38,333,0.988048
39,47,-0.165292
40,18,0.00349379
41,376,-0.0668796
42,42,-0.264089
43,1992,0.286589
44,135,-0.195801
45,14,-0.18962
46,2,0.15617
47,2567,0.627831
48,83,-0.389603
49,768,-0.0962659
50,552,-0.411778
51,638,0.956991
52,7,0.203135
53,257,-0.0744701
54,31,0.140901
55,71,0.00679157
56,18,0.0121626
57,2,0.121604
58,396,-0.297871
59,43,-0.385082
60,47,-0.164359
61,14,-0.19893
62,57,0.793091
63,135,-0.183582
64,83,-0.36541
65,7183,-0.298846
66,14,-0.234762
67,83,-0.325214
68,871,-0.122493
69,347,0.116814
70,5888,0.881816
71,2,0.10351
72,407,0.0701979
73,31,0.137819
74,8538,0.52933
75,552,-0.354518
76,6849,0.133134
77,31,0.113032
78,71,0.0384909
79,14,-0.163495
80,623,0.600994
81,47,-0.134569
82,222,-0.166766
83,331,-0.631275
84,145,-0.324868
85,2300,-0.219807
86,18,0.0150509
87,6217,0.206029
88,6218,0.000953615
89,1073,-0.135866
90,9,0.174294
91,165,-0.46733
92,875,-0.536313
93,11,-0.0805489
94,1,-0.466915
95,31,0.134817
96,3788,-0.589418
97,18,0.0121477
98,2,0.14517
99,597,-0.461405
100,91,-0.344519
101,47,-0.102572
102,1334,0.47866
103,31,0.119966
104,202,-0.532925
105,11,-0.081809
106,774,-0.447711
107,11,-0.0674898
108,31,0.154739
109,1,-0.44507
110,33,-0.433698
111,31,0.138961
112,3809,-0.868948
113,11,-0.0704075
114,1,-0.55995
115,18,0.013958
116,2,0.130099
117,19,0.411398
118,248,0.386338
119,7,0.149437
120,13240,-0.536058
121,33,-0.365877
122,31,0.162276
123,2432,0.627142
124,658,0.328704
125,1615,0.577375
126,335,-0.228761
127,14,-0.222561
