sample=42
orig_idx	token_id	token_str	shap_value
34	1180	worse	1.47203
94	622	they	1.43268
90	999	crime	1.39924
73	1343	plot	1.31973
51	1190	hurt	1.08226
113	303	your	1.00242
22	443	believe	0.880257
44	20	only	0.703568
127	6054	provides	0.701436
60	2847	screenplay	0.69549
67	57	but	0.598186
33	970	even	0.553538
124	1048	appreciate	0.532027
123	124	really	0.520199
79	78	people	0.506228
62	17	not	0.498596
70	17	not	0.441245
11	3586	living	0.420337
81	394	shot	0.399194
4	544	all	0.383583
71	2459	either	0.378267
89	4	'	0.352948
101	4	'	0.313461
1	6419	grossly	0.31189
24	544	all	0.311425
99	4	'	0.286655
91	4	'	0.285351
125	39	what	0.284143
32	88	was	0.284016
92	88	was	0.24339
8	31	the	0.219279
111	4456	tears	0.211373
103	1205	government	0.211291
63	245	full	0.196144
96	7	to	0.189966
30	31	the	0.189069
122	7	to	0.161865
21	7	to	0.153346
36	31	the	0.15316
37	71	movie	0.152895
108	31	the	0.149375
35	107	than	0.144712
59	31	the	0.142525
41	16000	orwellian	0.137899
109	71	movie	0.134851
56	18	.	0.0982336
47	127	no	0.095396
5	347	who	0.0945004
14	18573	regime	0.0882266
72	18	.	0.0867626
38	18	.	0.0849706
16	393	although	0.0839188
118	102	more	0.0740662
15	18	.	0.0727827
115	18	.	0.0681518
87	18	.	0.0610497
126	908	america	0.0550422
76	18	.	0.0549172
20	644	hard	0.0534217
49	18	.	0.0517837
27	2805	happened	0.0488995
105	18	.	0.0380109
9	5126	hell	0.00329463
57	200	yes	-0.0260336
83	200	yes	-0.0329007
77	200	yes	-0.0549209
85	11	of	-0.0931277
68	749	life	-0.101845
112	82	in	-0.105479
100	20624	paradise	-0.119248
64	11	of	-0.132622
10	11	of	-0.137406
25	11	of	-0.13777
119	149	movies	-0.157242
78	14	,	-0.189014
19	210	seems	-0.195711
23	14	,	-0.196214
39	47	it	-0.200797
66	14	,	-0.204766
82	14	,	-0.208837
43	14	,	-0.214659
93	42	that	-0.218959
58	14	,	-0.219559
28	14	,	-0.241417
69	41	is	-0.242967
18	47	it	-0.243623
17	14	,	-0.249303
26	47	it	-0.250615
45	70	this	-0.251107
61	41	is	-0.278681
121	70	this	-0.281622
116	780	we	-0.286536
114	2380	eyes	-0.303634
80	94	were	-0.304699
74	41	is	-0.305811
52	41	is	-0.310114
86	230	them	-0.310703
107	335	times	-0.317494
46	41	is	-0.320325
106	90	at	-0.323625
3	167	by	-0.336073
48	1174	fiction	-0.343465
42	1174	fiction	-0.352597
54	145	as	-0.390183
95	862	wanted	-0.397179
50	889	john	-0.404991
120	103	like	-0.413043
31	625	reality	-0.465806
12	1236	under	-0.480399
65	137	action	-0.481752
88	837	their	-0.493798
117	1298	need	-0.509132
6	396	never	-0.544001
13	6447	communist	-0.550709
98	6447	communist	-0.556392
84	665	thousands	-0.576396
55	1606	always	-0.596756
29	1887	actually	-0.623464
40	2448	resembles	-0.639483
104	1	<unk>	-0.662386
7	10903	experienced	-0.680144
110	4626	drives	-0.792606
102	468	without	-0.802779
97	938	leave	-0.818311
53	1296	excellent	-0.9348
0	1047	probably	-1.01858
2	10399	underrated	-1.08671
75	5765	breathtaking	-1.11203
