feature_idx,token_id,shap_value
0,2,0.124238
1,14430,-0.819441
2,82,-0.321482
3,7164,-0.293891
4,70,-0.480924
5,9,0.0155858
6,21490,1.27305
7,71,-0.0194462
8,122,0.800045
9,15,-0.317714
10,12523,0.758953
11,582,-0.961286
12,445,-0.121197
13,268,0.728226
14,2317,0.277153
15,18,0.112091
16,2,0.149513
17,40,0.00551181
18,4,0.442238
19,5,-0.474283
20,1897,1.03445
21,70,-0.396447
22,145,-0.626238
23,970,0.415962
24,25678,1.59638
25,21490,1.10254
26,68,-0.666995
27,18,0.138974
28,42,-0.539666
29,138,0.29436
30,8,0.268488
31,103,-0.499811
32,7164,-0.317483
33,25114,0.274819
34,9,0.0272503
35,1,-0.789414
36,63,-0.58882
37,18,0.133377
38,31,0.174045
39,71,-0.00103912
40,299,-0.871099
41,23652,0.0442158
42,53,-0.308694
43,126,0.226183
44,9,-0.00604082
45,12031,-0.610582
46,1343,1.5635
47,18,0.109616
48,90,-0.477658
49,335,-0.409658
50,2,0.140812
51,5550,-0.239202
52,637,-0.0612639
53,31,0.166144
54,769,0.114857
55,407,-0.143097
56,2459,0.423743
57,248,0.270001
58,3034,-0.512492
59,33,-0.549214
60,1,-0.876361
61,131,0.311708
62,637,-0.0326186
63,622,1.13624
64,1052,0.204464
65,47,-0.228413
66,2145,1.16363
67,33,-0.535985
68,122,0.621784
69,4010,0.0990871
70,7,0.0220632
71,4378,0.0493883
72,47,-0.294589
73,18,0.119423
74,333,0.994876
75,70,-0.316183
76,71,-0.0212371
77,3264,-0.228792
78,331,-1.04014
79,11,-0.116699
80,333,0.986864
81,334,0.944153
82,1,-0.865148
83,33,-0.525066
84,628,0.54824
85,31,0.148329
86,202,-0.768838
87,195,0.843435
88,145,-0.630932
89,622,1.27647
90,796,0.211003
91,53,-0.203749
92,18,0.112339
93,31,0.163268
94,93,0.493282
95,226,-0.438966
96,3213,1.34874
97,14,-0.292579
98,31,0.172316
99,465,0.899808
100,41,-0.449812
101,27237,-0.00700704
102,14,-0.329917
103,33,-0.545268
104,31,0.168678
105,259,0.243298
106,202,-0.779238
107,210,-0.31222
108,7,0.0305559
109,8,0.21169
110,779,0.0744404
111,1,-0.696814
112,18,0.106205
113,347,-0.0175097
114,623,0.462809
115,952,0.533098
116,199,1.10453
117,700,-0.300661
118,199,1.15607
119,39,0.26213
120,199,1.0634
121,33,-0.565809
122,70,-0.312262
123,41,-0.397686
124,91,-0.508198
125,310,-0.428294
126,1016,-0.741208
127,700,-0.34131
