feature_idx,token_id,shap_value
0,31,0.380848
1,4836,0.858162
2,11,-0.103505
3,31,0.376961
4,5119,0.960201
5,1118,0.29482
6,82,-0.191162
7,9,0.162564
8,2255,0.217897
9,1022,-0.165032
10,4,0.563851
11,152,-0.632173
12,749,-0.2547
13,14,-0.397321
14,42,-0.422595
15,11,-0.0484453
16,23,0.639939
17,1118,0.246803
18,126,0.391928
19,23,0.561933
20,2307,-0.543567
21,14,-0.352153
22,88,0.44303
23,6060,-0.35294
24,1659,-0.107685
25,82,-0.144601
26,70,-0.357547
27,71,0.0665512
28,14,-0.400253
29,31,0.275449
30,2212,0.0955329
31,2629,0.133738
32,1394,0.120682
33,2188,-0.571813
34,18,0.151059
35,31,0.253274
36,71,0.0455646
37,534,-0.454194
38,31,0.300383
39,9383,-0.426588
40,11,-0.05503
41,91,-0.430795
42,1110,1.71598
43,47,-0.136617
44,41,-0.246957
45,222,-0.137433
46,9,0.17315
47,2307,-0.479125
48,7,0.0991859
49,1,-0.689794
50,23,0.562433
51,2149,-0.177498
52,33,-0.560456
53,726,0.0194587
54,363,-0.560558
55,636,0.155355
56,42,-0.407912
57,370,-0.300731
58,416,-0.335989
59,39,0.27166
60,47,-0.170841
61,650,0.694682
62,7,0.177592
63,140,-0.142519
64,23,0.563669
65,8355,1.2792
66,18,0.133898
67,47,-0.152783
68,770,-0.0407572
69,4,0.472477
70,5,-0.382942
71,1202,0.553941
72,42,-0.336315
73,7598,0.872314
74,33,-0.539233
75,3760,0.071872
76,3859,0.227852
77,12280,0.422736
78,5688,-0.063446
79,2950,-1.1511
80,7,0.155505
81,8,0.405225
82,1350,-1.04725
83,167,-0.272796
84,919,-0.743828
85,2307,-0.43821
86,33,-0.512127
87,2149,-0.171185
88,18,0.116521
89,47,-0.131384
90,582,-0.816053
91,770,-0.0379518
92,4,0.466134
93,5,-0.36552
94,1202,0.630307
95,42,-0.285503
96,3460,-0.314266
97,94,-0.30816
98,1,-0.733836
99,31,0.231052
100,2149,-0.243824
101,82,-0.107551
102,25860,-0.701257
103,8072,0.975063
104,18,0.133334
105,39,0.278896
106,2037,0.663738
107,31,0.241549
108,44,0.0825713
109,88,0.377214
110,42,-0.311734
111,370,-0.251107
112,554,-0.0720559
113,23,0.497303
114,2307,-0.536704
115,4,0.384014
116,152,-0.632422
117,1300,-0.494865
118,33,-0.532282
119,356,0.278856
120,23,0.550917
121,942,-0.393531
122,11,-0.0508619
123,6017,-1.08653
124,18,0.152908
125,31,0.296948
126,474,-0.268434
127,749,-0.17609
