feature_idx,token_id,shap_value
0,9827,0.313314
1,6473,-0.969338
2,41,-0.327345
3,559,1.43898
4,268,0.779472
5,7316,-0.887758
6,14,-0.301365
7,467,-0.367602
8,33,-0.462016
9,947,-0.27779
10,13292,0.547665
11,63,-0.21066
12,33,-0.548459
13,2,0.175294
14,631,0.62861
15,19,0.53802
16,21,0.420267
17,2478,-0.378981
18,1,-0.571174
19,1807,0.0435282
20,135,-0.182934
21,31,0.103469
22,3252,-0.286575
23,18,0.102855
24,31,0.107885
25,9083,0.149813
26,82,-0.201022
27,31,0.0919366
28,395,-0.360139
29,15757,0.636701
30,14,-0.263362
31,31,0.0871206
32,9231,-0.50321
33,5414,-0.013593
34,9083,0.159471
35,14,-0.191942
36,31,0.0558549
37,5644,1.34129
38,14,-0.25054
39,580,-0.804454
40,5706,0.492388
41,33,-0.390176
42,11,-0.0922998
43,440,-0.0532173
44,14,-0.231777
45,31,0.0818744
46,581,-0.305229
47,33,-0.341732
48,465,1.03265
49,100,0.216406
50,9827,0.201812
51,6473,-0.532477
52,9,0.0735611
53,9374,-0.0711385
54,280,0.00190822
55,18,0.0834291
56,126,0.300035
57,42,-0.183864
58,819,-0.267034
59,14,-0.206359
60,33,-0.410084
61,617,0.294376
62,70,-0.203435
63,41,-0.119762
64,122,0.676327
65,268,0.44497
66,409,0.0533915
67,18350,0.0811608
68,14,-0.188755
69,145,-0.321286
70,31,0.09571
71,856,-0.130993
72,226,-0.173322
73,26,0.117493
74,228,-0.113299
75,102,0.0590305
76,2876,-0.190721
77,82,-0.0757718
78,7663,-0.554693
79,328,0.936406
80,27466,-0.266923
81,14,-0.197466
82,2,0.191077
83,43,-0.337782
84,47,-0.0748623
85,644,0.0793991
86,7,0.170466
87,540,-0.138454
88,2478,-0.31721
89,1,-0.455779
90,122,0.630316
91,3547,-0.363611
92,167,-0.135812
93,14,-0.175373
94,145,-0.339934
95,23,0.339465
96,1362,0.286012
97,950,-0.388004
98,26170,-0.504103
99,135,-0.0900562
100,708,-0.0834997
101,1088,0.411678
102,82,-0.119383
103,9,0.0943022
104,328,1.24532
105,6820,-0.317811
106,42,-0.184653
107,124,0.372055
108,1828,-0.823241
109,708,-0.0563395
110,67,-0.174407
111,115,-0.328893
112,8290,0.090256
113,14,-0.145946
114,5919,-0.00524469
115,228,-0.066077
116,14226,-0.327161
117,222,-0.0336695
118,708,-0.106991
119,441,0.417593
120,14,-0.195947
121,126,0.246302
122,31,0.0730954
123,1,-0.481956
124,42,-0.20942
125,41,-0.187588
126,805,0.0425555
127,12437,0.0871737
