feature_idx,token_id,shap_value
0,889,-0.838435
1,20324,-1.83631
2,4,0.681136
3,152,-0.920255
4,13925,-0.300209
5,41,-0.419842
6,233,0.0673223
7,11,-0.156404
8,31,0.269545
9,9176,-1.64243
10,16485,1.23536
11,832,-0.328003
12,2,0.293858
13,4,0.509985
14,575,0.207602
15,1394,-0.0439345
16,1065,0.704258
17,574,0.291756
18,2,0.294208
19,1880,-0.719493
20,47,-0.365042
21,7,0.164869
22,220,0.163339
23,574,0.263659
24,141,-1.37716
25,14,-0.326078
26,220,0.175742
27,126,0.423189
28,9,0.204658
29,204,0.0975652
30,1115,1.00658
31,11,-0.134516
32,1636,-0.397369
33,18,0.0707301
34,18,0.0857517
35,18,0.0765063
36,18,0.0988165
37,0,0.0238802
38,0,0.0110799
39,0,0.019257
40,0,0.0170873
41,0,0.0230821
42,0,0.0037223
43,0,0.0253647
44,0,0.0154492
45,0,0.0178605
46,0,0.00905087
47,0,0.0284779
48,0,0.0103153
49,0,0.0220779
50,0,0.00448945
51,0,0.0117938
52,0,-0.00375159
53,0,0.0312372
54,0,0.0120334
55,0,0.0166795
56,0,0.00272041
57,0,0.0223595
58,0,0.0221481
59,0,0.0240816
60,0,0.0277557
61,0,0.01871
62,0,0.0051043
63,0,0.0178002
64,0,0.0161215
65,0,0.0137678
66,0,0.010769
67,0,0.0306186
68,0,0.0126717
69,0,0.0240708
70,0,0.0139825
71,0,0.0121622
72,0,0.0149347
73,0,0.0285938
74,0,0.02495
75,0,0.0175751
76,0,0.016066
77,0,0.0148038
78,0,0.00865643
79,0,0.0111249
80,0,0.00831529
81,0,0.004883
82,0,0.0182656
83,0,0.0226031
84,0,-0.00109097
85,0,0.021625
86,0,0.00940227
87,0,0.0192571
88,0,0.0212618
89,0,0.0321479
90,0,0.0132745
91,0,0.018911
92,0,0.028751
93,0,0.0186734
94,0,0.00982145
95,0,0.0309558
96,0,0.00968122
97,0,0.0314626
98,0,0.0408427
99,0,0.0120403
100,0,0.0219914
101,0,0.000726919
102,0,0.00652955
103,0,0.0177855
104,0,0.0187351
105,0,0.0157155
106,0,0.0223592
107,0,0.0143913
108,0,0.00788058
109,0,0.0176427
110,0,0.0128274
111,0,0.0104974
112,0,0.00861202
113,0,0.0178795
114,0,0.027327
115,0,0.0190779
116,0,0.01639
117,0,0.0181832
118,0,0.0267295
119,0,0.0128991
120,0,0.018186
121,0,0.0238279
122,0,0.0123591
123,0,0.0232997
124,0,0.0106311
125,0,0.0245921
126,0,0.0180004
127,0,0.019855
