sample=37
orig_idx	token_id	token_str	shap_value
124	11156	football	2.32046
1	272	off	1.76888
83	3902	considering	1.61631
114	622	they	1.59898
77	659	potential	1.41893
23	3495	national	1.32236
100	2475	sake	1.29359
120	303	your	1.24973
90	5251	nick	1.22144
116	28208	mashed	1.09927
8	148	live	1.06522
19	27	far	1.03188
2	122	just	0.98487
30	3	won	0.981054
16	4340	biggest	0.948875
102	57	but	0.80715
62	3395	poor	0.697438
58	742	m	0.689509
105	258	out	0.657772
41	1101	quite	0.575245
29	19	have	0.510056
49	4	'	0.490807
57	4	'	0.485912
39	4	'	0.483834
99	8481	goodness	0.463397
11	2298	africa	0.423696
104	944	turned	0.412325
26	31	the	0.375935
52	544	all	0.35063
93	1245	gary	0.332277
76	31	the	0.310495
115	4525	basically	0.308872
31	31	the	0.303522
61	31	the	0.292449
84	31	the	0.290742
111	31	the	0.286628
119	126	with	0.272801
63	1892	attention	0.266959
22	2767	our	0.254462
107	8	be	0.246541
15	2767	our	0.223705
79	8	be	0.211331
64	7	to	0.200463
78	7	to	0.18225
106	7	to	0.161674
69	574	!	0.146824
96	6217	sean	0.1432
50	575	ve	0.114977
80	9	a	0.107327
108	9	a	0.0999253
42	9	a	0.0992471
113	18	.	0.0929924
94	2273	cole	0.0817161
47	18	.	0.0742733
126	18	.	0.073886
75	407	had	0.0445108
56	2	i	0.0424763
112	3841	sport	0.0402883
48	2	i	0.0380718
7	2	i	0.0268626
72	2	i	0.025616
17	3841	sport	0.00974391
34	2226	cup	-0.0213742
123	409	american	-0.0452526
125	71	movie	-0.055095
68	71	movie	-0.0827514
110	11	of	-0.0828361
44	2220	deal	-0.0851324
86	11	of	-0.0974276
82	71	movie	-0.100928
37	26	so	-0.126262
121	1862	normal	-0.140476
73	947	thought	-0.198281
66	82	in	-0.238068
3	726	let	-0.252129
117	47	it	-0.254988
101	14	,	-0.276704
103	47	it	-0.286895
71	73	first	-0.291441
67	70	this	-0.291929
122	6691	everyday	-0.293677
36	14	,	-0.300484
9	82	in	-0.303795
92	14	,	-0.313115
89	14	,	-0.313851
74	47	it	-0.315876
98	222	for	-0.319336
46	87	here	-0.323431
38	47	it	-0.335606
65	112	detail	-0.33613
14	41	is	-0.336296
35	541	twice	-0.346587
25	14	,	-0.357597
87	14933	neal	-0.367408
45	176	over	-0.368277
20	14	,	-0.381306
28	14	,	-0.386264
24	1075	side	-0.407617
109	8980	mockery	-0.426065
54	749	life	-0.434158
0	73	first	-0.440325
43	104	big	-0.497749
60	90	at	-0.511707
85	181	cast	-0.514811
55	33	and	-0.519894
70	90	at	-0.528764
18	167	by	-0.532788
127	83	my	-0.555868
95	33	and	-0.556829
51	2188	played	-0.561467
10	6868	south	-0.562257
32	24564	rugby	-0.581698
6	42	that	-0.608064
91	1	<unk>	-0.613733
53	83	my	-0.630255
13	24564	rugby	-0.66521
118	266	together	-0.67123
21	33	and	-0.676901
88	1	<unk>	-0.719304
97	20249	astin	-0.774077
33	289	world	-0.794655
27	1	<unk>	-0.802208
40	152	s	-0.936239
81	165	great	-0.951491
5	79	say	-1.00964
59	3795	shocked	-1.05993
12	509	where	-1.13216
4	331	me	-1.43111
