feature_idx,token_id,shap_value
0,855,0.38582
1,103,-0.461463
2,9,0.0656043
3,1,-0.832974
4,41,-0.379441
5,233,0.0735998
6,11,-0.150974
7,1615,0.63827
8,507,-0.177304
9,25,0.435121
10,404,0.126415
11,3258,-0.784704
12,1,-0.811458
13,154,0.0568305
14,4450,0.22509
15,12445,-0.523697
16,4758,0.00363712
17,18,0.0595395
18,39,0.362497
19,9,0.0852759
20,1,-0.749403
21,47,-0.15398
22,41,-0.296244
23,574,0.127999
24,1514,-0.032906
25,33,-0.485237
26,23,0.578455
27,1362,0.218341
28,919,-0.668044
29,14050,-0.250424
30,11702,1.11077
31,10796,0.286913
32,7,0.129263
33,11205,0.471419
34,837,-0.46769
35,11261,-0.10505
36,1570,-0.334516
37,1,-0.570305
38,7,0.0829773
39,774,-0.430361
40,476,-0.595908
41,18,0.0859281
42,622,1.21825
43,356,0.184101
44,2396,-0.337678
45,90,-0.252151
46,9,0.0735067
47,2182,0.538729
48,33,-0.48852
49,1395,-0.53325
50,20070,0.304132
51,126,0.187526
52,774,-0.478204
53,476,-0.418369
54,18,0.111094
55,373,-0.830178
56,622,1.25975
57,40,0.148765
58,4,0.266247
59,5,-0.204406
60,771,-0.853488
61,774,-0.385305
62,476,-0.525018
63,7,0.0851492
64,257,-0.148427
65,258,0.565451
66,622,1.16536
67,4,0.206936
68,741,-0.0966248
69,6490,0.796013
70,18,0.119016
71,42,-0.201882
72,4,0.302223
73,152,-0.450766
74,31,0.145969
75,21157,-0.393151
76,344,0.0259043
77,11,-0.0704416
78,70,-0.175102
79,16709,0.421433
80,3223,-0.617167
81,18,0.0840614
82,28019,-0.566061
83,8581,-0.138591
84,14,-0.236236
85,233,0.0598455
86,11,-0.083068
87,31,0.103247
88,497,0.240793
89,3033,-0.598971
90,507,-0.151216
91,2450,0.632619
92,7,0.10871
93,19,0.476087
94,9,0.07428
95,11396,-0.304158
96,3348,-0.444768
97,766,0.271403
98,487,-0.0183608
99,31,0.0958223
100,1,-0.692055
101,14,-0.187854
102,41,-0.250401
103,803,-0.526711
104,145,-0.304569
105,12445,-0.428931
106,4,0.254642
107,152,-0.42916
108,766,0.306507
109,11,-0.0769213
110,6678,1.0577
111,1362,0.193995
112,18,0.0651183
113,12445,-0.487685
114,416,-0.250632
115,268,0.390065
116,1465,1.36573
117,196,1.30427
118,11,-0.0976804
119,7905,-0.862438
120,5811,-0.623233
121,14,-0.216276
122,209,0.410277
123,226,-0.132955
124,1027,1.2964
125,18494,-0.527773
126,90,-0.287234
127,31,0.124259
