sample=79
orig_idx	token_id	token_str	shap_value
116	622	they	1.68819
102	183	actors	1.59029
72	183	actors	1.49747
77	183	actors	1.3198
125	465	dialog	1.28982
82	935	make	1.26023
5	413	woman	1.15296
105	422	down	1.07525
70	1430	three	1.06493
62	125	flat	1.03063
69	20	only	0.939062
14	2427	boyfriend	0.914939
98	76	do	0.902983
81	5286	credits	0.878492
95	19	have	0.871981
38	449	night	0.816531
83	20	only	0.810184
67	158	there	0.760394
42	4137	feels	0.657946
23	20288	divide	0.651971
65	4980	furniture	0.646435
108	3652	clothes	0.535926
90	442	doesn	0.49368
3	80	about	0.478574
50	163	minimum	0.456711
36	1188	during	0.401512
91	4	'	0.398895
31	1188	during	0.367646
88	19753	wardrobe	0.344362
54	2319	majority	0.338626
74	544	all	0.332692
9	126	with	0.328851
48	100	made	0.30191
47	88	was	0.290503
17	356	then	0.289756
30	3879	jack	0.27494
49	126	with	0.274841
63	126	with	0.25108
32	31	the	0.244617
80	31	the	0.224298
56	31	the	0.206716
27	31	the	0.197487
101	31	the	0.189492
114	31	the	0.181698
53	31	the	0.179557
37	31	the	0.17944
121	31	the	0.168631
75	31	the	0.166309
87	31	the	0.160883
120	18	.	0.158425
10	9	a	0.156635
4	9	a	0.155128
66	18	.	0.153656
52	18	.	0.151568
61	9	a	0.144282
86	18	.	0.143341
97	7	to	0.129026
22	7	to	0.129013
119	1878	anyway	0.128522
94	7	to	0.128332
15	18	.	0.125906
106	7	to	0.122905
39	18	.	0.113208
112	44	most	0.0729452
20	450	she	0.0703567
45	637	if	0.017499
59	538	set	-0.0418095
113	11	of	-0.0537869
55	11	of	-0.0679364
89	11657	designer	-0.0958019
12	11	of	-0.126877
79	82	in	-0.141621
71	1119	main	-0.15864
60	82	in	-0.171387
29	22313	boyfriends	-0.180553
11	871	friend	-0.180796
7	82	in	-0.189705
103	3650	wear	-0.195159
13	708	her	-0.230873
107	1229	earth	-0.230955
24	708	her	-0.231826
46	47	it	-0.239707
26	222	for	-0.252358
99	14	,	-0.252533
109	14	,	-0.28037
19	14	,	-0.297875
16	376	from	-0.307448
73	14	,	-0.313089
64	2122	minimal	-0.325288
127	14	,	-0.329896
96	228	much	-0.392528
33	3138	day	-0.398924
123	41	is	-0.405527
40	70	this	-0.430309
93	1537	seem	-0.432931
58	41	is	-0.462818
117	226	are	-0.477854
124	67	very	-0.480481
18	135	on	-0.480606
68	226	are	-0.485332
104	67	very	-0.487202
0	70	this	-0.494762
6	1833	falling	-0.505828
92	5	t	-0.512254
85	1570	appearances	-0.548974
122	63	film	-0.559092
57	63	film	-0.563655
2	41	is	-0.568547
21	416	has	-0.573002
41	63	film	-0.57684
43	103	like	-0.614365
126	1638	heavy	-0.625255
44	145	as	-0.626757
111	1887	actually	-0.658759
100	145	as	-0.67965
78	3158	listed	-0.722452
51	105	budget	-0.723013
118	8812	naked	-0.73791
110	33	and	-0.759437
1	63	film	-0.793842
34	33	and	-0.829862
115	552	time	-0.838521
84	1	<unk>	-0.902624
28	595	two	-0.907819
76	476	other	-0.911442
25	552	time	-1.01408
35	2757	joseph	-1.29593
8	820	love	-1.841
