sample=186
orig_idx	token_id	token_str	shap_value
100	1465	awful	2.25238
26	2328	onto	1.78571
38	686	same	1.52723
4	333	watching	1.48341
84	686	same	1.4213
72	314	worth	1.39517
8	1896	crap	1.30536
107	272	off	1.23104
102	2615	must	1.10832
59	175	too	1.07954
123	935	make	1.07874
14	268	an	1.02517
91	195	up	1.02235
6	3668	piece	0.997958
49	842	doing	0.963309
12	19	have	0.915663
70	23576	increase	0.872858
118	6389	visible	0.867015
23	3235	pours	0.824841
21	209	which	0.655646
13	1065	seen	0.576217
99	124	really	0.57425
86	791	ending	0.53297
68	4	'	0.41396
67	442	doesn	0.394369
65	19257	themed	0.369751
1	88	was	0.32779
111	2767	our	0.315632
78	544	all	0.31241
40	126	with	0.311317
0	2	i	0.303062
52	31	the	0.264188
126	2	i	0.259227
101	2	i	0.248066
125	7143	porno	0.247408
79	2	i	0.234776
80	88	was	0.234561
108	31	the	0.230966
37	31	the	0.220131
92	31	the	0.215696
83	31	the	0.209757
98	88	was	0.200682
55	31	the	0.191073
87	88	was	0.173219
89	7	to	0.161658
63	9	a	0.144717
31	107	than	0.143979
94	18	.	0.135037
35	7	to	0.126175
124	9	a	0.118584
44	9	a	0.114816
115	18	.	0.108861
57	18	.	0.100505
10	637	if	0.0776621
120	150	zack	0.0591244
56	71	movie	0.030998
66	71	movie	0.014434
76	44	most	-0.0142797
93	1596	mr	-0.0195616
114	1596	mr	-0.038738
77	11	of	-0.0674105
15	2168	episode	-0.104485
54	11	of	-0.104882
119	540	watch	-0.115699
34	2839	likely	-0.116347
7	11	of	-0.118165
46	1072	becoming	-0.121843
45	1022	man	-0.129888
61	2980	sex	-0.138385
58	4377	involving	-0.150985
16	11	of	-0.154615
24	120	some	-0.161856
106	12867	drops	-0.175697
73	236	(	-0.185116
62	82	in	-0.187557
41	1946	added	-0.18935
88	85	used	-0.190097
3	487	after	-0.193149
127	3365	bet	-0.201421
85	108	cartoon	-0.233816
104	14	,	-0.235865
20	82	in	-0.257273
74	14	,	-0.260673
64	108	cartoon	-0.277707
9	14	,	-0.285395
82	700	when	-0.286077
53	2093	conclusion	-0.325701
60	228	much	-0.327014
39	8063	cartoons	-0.331613
97	42	that	-0.334519
51	41	is	-0.335047
112	67	very	-0.424366
33	226	are	-0.426212
11	310	you	-0.427239
32	310	you	-0.443349
5	70	this	-0.444707
69	5	t	-0.450325
25	8787	liquid	-0.480939
19	6674	jerry	-0.487795
22	6674	jerry	-0.551294
117	702	becomes	-0.559142
90	253	show	-0.571121
29	702	becomes	-0.617501
81	256	surprised	-0.618433
121	33	and	-0.622244
75	33	and	-0.639604
113	981	own	-0.656917
17	2478	tom	-0.66038
71	282	its	-0.669195
95	5667	invisible	-0.670042
47	5667	invisible	-0.703692
103	79	say	-0.708894
48	33	and	-0.746451
110	33	and	-0.746702
116	5667	invisible	-0.754903
96	33	and	-0.767077
109	1	<unk>	-0.776871
105	1	<unk>	-0.798657
28	33	and	-0.833351
122	1	<unk>	-0.843314
18	33	and	-0.847344
27	363	him	-0.848373
30	5667	invisible	-0.904423
50	1	<unk>	-0.912448
2	256	surprised	-0.923638
42	3191	erotic	-0.940721
36	321	see	-1.0247
43	7985	topping	-1.26292
