sample=43
orig_idx	token_id	token_str	shap_value
98	2219	save	3.02511
24	328	sexual	1.9
9	1619	video	1.53347
22	973	low	1.52029
41	638	trying	1.43087
121	191	line	1.10774
15	195	up	1.08149
27	12701	adolescent	1.03068
79	13791	brother-in-law	0.97689
74	2246	demon	0.973522
53	369	house	0.950224
16	179	any	0.935732
43	185	deliver	0.792242
103	2246	demon	0.753128
77	928	sister	0.728624
37	201	exactly	0.669448
83	268	an	0.667022
88	2427	boyfriend	0.629515
70	783	through	0.616782
49	420	girl	0.611254
7	25	films	0.605264
56	2787	baron	0.584024
115	295	suspense	0.561493
111	1088	way	0.503275
61	254	)	0.49957
38	39	what	0.463645
31	3735	empty	0.442528
107	17	not	0.439151
47	80	about	0.312969
82	126	with	0.296294
84	853	irish	0.278141
114	131	or	0.2694
40	88	was	0.261635
12	31	the	0.231321
42	7	to	0.184869
8	7	to	0.177994
92	24066	pizza	0.158407
123	31	the	0.15591
52	9	a	0.153896
55	9	a	0.149469
48	9	a	0.146078
68	7	to	0.144385
116	18	.	0.144282
97	7	to	0.139701
91	9	a	0.139428
104	18	.	0.138079
33	18	.	0.134933
44	18	.	0.130915
101	25148	exorcise	0.126613
75	18	.	0.116881
125	513	pretty	0.0649811
3	233	one	0.0523878
120	233	one	0.0517568
127	3564	sums	0.0385778
11	445	makes	0.0373507
20	1313	entertainment	-0.0640455
112	11	of	-0.0748686
18	11	of	-0.0922813
21	222	for	-0.0993356
117	82	in	-0.103849
122	376	from	-0.105915
110	82	in	-0.109011
14	306	give	-0.120144
4	11	of	-0.136224
87	708	her	-0.151555
59	236	(	-0.152369
113	1888	horror	-0.158728
71	708	her	-0.159795
45	47	it	-0.162536
99	708	her	-0.166184
93	189	delivery	-0.173413
76	708	her	-0.17775
102	708	her	-0.190232
119	14	,	-0.199692
63	4175	lived	-0.202599
95	14	,	-0.209956
106	14	,	-0.219458
86	14	,	-0.232731
89	14	,	-0.237077
29	14	,	-0.240743
108	228	much	-0.250169
81	53	along	-0.261918
109	87	here	-0.265501
80	14	,	-0.267545
126	228	much	-0.268255
0	3469	teenage	-0.294562
26	14	,	-0.301133
67	1034	drawn	-0.305989
66	943	being	-0.309873
94	2483	boy	-0.339647
50	136	moving	-0.342205
46	41	is	-0.343442
35	63	film	-0.351663
17	3602	expectations	-0.358013
124	63	film	-0.370955
25	7691	antics	-0.393576
36	7150	delivers	-0.411725
34	70	this	-0.431034
51	368	into	-0.442102
118	255	fact	-0.451087
10	42	that	-0.486111
2	41	is	-0.515773
32	581	writing	-0.520723
60	15300	hmmm	-0.531886
62	2891	once	-0.565348
73	3588	inner	-0.57475
57	1309	de	-0.58741
13	1956	viewer	-0.604946
6	6854	god-awful	-0.618546
64	33	and	-0.632441
28	4617	humour	-0.63739
78	33	and	-0.642785
72	981	own	-0.644453
90	33	and	-0.656153
96	589	try	-0.67055
39	282	its	-0.672065
5	977	those	-0.672832
100	33	and	-0.684035
30	33	and	-0.698505
69	363	him	-0.752089
23	1	<unk>	-0.814889
19	787	decent	-0.862744
58	1	<unk>	-0.883404
54	509	where	-0.930046
85	5819	priest	-1.09856
65	36	finally	-1.10483
105	141	well	-1.14742
1	3099	exorcist	-1.2318
