feature_idx,token_id,shap_value
0,9,0.0268362
1,6442,-0.495562
2,104,-0.342631
3,105,-0.57835
4,922,1.25165
5,700,-0.161793
6,408,0.33553
7,18,0.0735557
8,70,-0.19323
9,1700,0.238199
10,4917,-0.0382344
11,1994,0.328938
12,1525,-0.0262082
13,416,-0.393591
14,120,-0.103779
15,1354,-0.535033
16,1076,-0.203405
17,33,-0.584475
18,268,0.730605
19,5642,0.0336561
20,1994,0.362048
21,181,-0.574652
22,18,0.0990575
23,393,-0.00718795
24,47,-0.241936
25,950,-0.618309
26,135,-0.369919
27,7,0.179162
28,766,0.37528
29,268,0.573
30,5871,-0.702457
31,282,-0.48692
32,4836,0.512354
33,779,0.163072
34,14,-0.328866
35,158,0.676821
36,226,-0.264616
37,645,0.266787
38,343,0.601619
39,1076,-0.142061
40,42,-0.292763
41,599,-0.360305
42,1019,0.0391588
43,9,0.0648766
44,1972,-0.311187
45,1956,-0.363456
46,333,1.09996
47,372,-0.747911
48,31,0.16964
49,119,-0.257964
50,18,0.0676537
51,637,0.0832503
52,310,-0.370278
53,226,-0.22183
54,9,0.0823857
55,10,0.0507816
56,11,-0.166227
57,98,0.445205
58,183,1.24971
59,33,-0.460434
60,4920,0.321622
61,14,-0.256282
62,70,-0.152028
63,599,-0.278831
64,8,0.323997
65,9,0.0562782
66,6780,-1.16451
67,222,-0.132107
68,310,-0.28694
69,310,-0.265209
70,599,-0.347716
71,178,0.184374
72,26,0.0898896
73,1615,0.593317
74,1354,-0.606058
75,115,-0.568149
76,3827,-0.539158
77,1282,0.607176
78,1872,-0.196868
79,70,-0.0826086
80,71,0.0019436
81,236,-0.0789083
82,310,-0.339182
83,601,-0.273197
84,17,0.526685
85,636,0.0465173
86,837,-0.448363
87,180,0.320887
88,14,-0.313371
89,57,0.743171
90,310,-0.311596
91,636,0.0376763
92,837,-0.472549
93,1284,0.940961
94,254,0.51469
95,14,-0.251749
96,5960,0.0906132
97,970,0.38013
98,31,0.225216
99,1836,0.479389
100,376,-0.119397
101,9,0.0550566
102,3578,1.11268
103,202,-0.569588
104,980,0.529304
105,195,0.955279
106,82,-0.22213
107,9,0.0475401
108,2601,0.365766
109,342,0.627866
110,18,0.0749116
111,886,-0.418047
112,637,0.0667869
113,376,-0.0816353
114,2271,-0.344639
115,14,-0.278092
116,637,0.0824597
117,310,-0.221342
118,2028,-0.665463
119,70,-0.0787532
120,14,-0.294122
121,2,0.17073
122,3365,-0.040441
123,310,-0.282856
124,599,-0.334139
125,547,-0.343786
126,47,-0.218646
127,18,0.0708753
