feature_idx,token_id,shap_value
0,70,-0.530537
1,71,-0.0978667
2,2922,0.622944
3,1615,1.01029
4,174,0.831737
5,57,0.952973
6,396,-0.805982
7,124,0.645588
8,25588,0.399005
9,1832,1.49988
10,14,-0.384081
11,31,0.280474
12,1343,2.1634
13,552,-0.918786
14,5117,0.080594
15,14,-0.298508
16,18199,0.480759
17,33,-0.739036
18,16586,0.591269
19,53,-0.194893
20,468,-1.12935
21,124,0.611188
22,186,-0.373252
23,18,0.0776161
24,47,-0.387243
25,797,-0.250657
26,9,0.0997094
27,12046,0.75367
28,14,-0.355004
29,41,-0.319517
30,42,-0.561425
31,544,0.198984
32,798,0.302803
33,90,-0.443455
34,31,0.262342
35,119,-0.319897
36,18,0.092367
37,1379,1.45999
38,282,-0.800995
39,768,-0.379435
40,7,0.169319
41,1781,0.94342
42,33,-0.720062
43,158,0.68869
44,41,-0.315466
45,207,1.42307
46,1647,0.0319909
47,135,-0.502709
48,14,-0.322055
49,2782,-1.03413
50,80,0.257036
51,47,-0.286167
52,18,0.0486986
53,0,-0.0383517
54,0,-0.0388274
55,0,-0.0409603
56,0,-0.0379982
57,0,-0.0411476
58,0,-0.0443062
59,0,-0.0234765
60,0,-0.0259582
61,0,-0.0149406
62,0,-0.0199853
63,0,-0.0221248
64,0,-0.0395487
65,0,-0.0316899
66,0,-0.0420907
67,0,-0.033518
68,0,-0.0417249
69,0,-0.0339234
70,0,-0.0178693
71,0,-0.0327429
72,0,-0.0395243
73,0,-0.0314733
74,0,-0.0375174
75,0,-0.043782
76,0,-0.0428691
77,0,-0.0289841
78,0,-0.0331916
79,0,-0.0237638
80,0,-0.0084131
81,0,-0.0206803
82,0,-0.0314399
83,0,-0.017466
84,0,-0.0302479
85,0,-0.0333976
86,0,-0.00285662
87,0,-0.0238911
88,0,-0.0417417
89,0,-0.0245754
90,0,-0.0449951
91,0,-0.0277316
92,0,-0.0349853
93,0,-0.0406829
94,0,-0.0351764
95,0,-0.0252151
96,0,-0.0227371
97,0,-0.0213268
98,0,-0.0324358
99,0,-0.0346168
100,0,-0.0291302
101,0,-0.0246543
102,0,-0.0236393
103,0,-0.0271804
104,0,-0.0195713
105,0,-0.0258821
106,0,-0.0276513
107,0,-0.0227403
108,0,-0.0368917
109,0,-0.0361266
110,0,-0.0168287
111,0,-0.0302445
112,0,-0.0314197
113,0,-0.0188024
114,0,-0.0108109
115,0,-0.0343829
116,0,-0.0169222
117,0,-0.0387508
118,0,-0.0194467
119,0,-0.0311853
120,0,-0.0295167
121,0,-0.0360593
122,0,-0.0297944
123,0,-0.0413056
124,0,-0.0460555
125,0,-0.0352427
126,0,-0.0365454
127,0,-0.0363325
