feature_idx,token_id,shap_value
0,70,-0.274051
1,41,-0.419126
2,233,0.0739298
3,11,-0.0900617
4,31,0.17967
5,235,-1.0129
6,149,-0.138048
7,135,-0.10189
8,31,0.177882
9,1555,-0.466083
10,5217,0.98006
11,1394,0.1462
12,2121,-1.41436
13,18,0.112554
14,943,-0.187342
15,9,0.180403
16,613,1.05774
17,141,-0.699181
18,1,-0.619331
19,82,-0.0182403
20,31,0.11323
21,31,0.122141
22,4244,0.259899
23,2,0.103886
24,88,0.328897
25,89,-0.610618
26,90,-0.330036
27,31,0.100952
28,110,0.127896
29,11,-0.0647815
30,112,-0.123692
31,18,0.0760423
32,31,0.120649
33,6175,-0.259323
34,226,-0.150327
35,3584,0.129175
36,135,-0.142955
37,18,0.0784805
38,970,0.487622
39,31,0.0841856
40,1761,-0.459921
41,115,-0.416677
42,3138,-0.192915
43,7,0.162444
44,3138,-0.148185
45,1966,-0.0769166
46,559,1.07974
47,145,-0.264586
48,21372,-0.0419641
49,7318,-0.277058
50,14,-0.200303
51,3425,0.54169
52,27780,-0.174483
53,341,0.159418
54,226,-0.144108
55,544,0.238157
56,803,-0.71989
57,18,0.0920704
58,145,-0.282186
59,268,0.444942
60,409,-0.00650807
61,3586,0.403332
62,82,-0.111988
63,1586,-0.242838
64,347,0.135447
65,416,-0.143427
66,1402,0.347313
67,7,0.115009
68,31,0.0935427
69,11453,-0.396712
70,82,-0.0716932
71,31,0.0731283
72,71,0.0699631
73,783,0.47832
74,23,0.486323
75,1,-0.441773
76,82,-0.0641749
77,2117,-0.108203
78,7840,-0.528173
79,1,-0.353607
80,559,1.07599
81,145,-0.253779
82,31,0.134456
83,1,-0.408421
84,3496,-0.711456
85,2,0.0933961
86,40,0.0943396
87,17,0.317985
88,176,-0.223511
89,5060,-0.361324
90,91,-0.286585
91,316,-0.409364
92,2,0.135626
93,88,0.226555
94,126,0.212886
95,31,0.101074
96,4127,-0.257539
97,10471,-0.169617
98,11,-0.0758192
99,31,0.0802297
100,63,-0.30515
101,18,0.0890786
102,31,0.134843
103,788,0.788737
104,509,-0.445205
105,3827,-0.329358
106,41,-0.205762
107,2217,-0.354641
108,1,-0.517673
109,33,-0.317305
110,31,0.0836975
111,509,-0.399445
112,17,0.421926
113,3497,0.197872
114,41,-0.194029
115,82,-0.0571651
116,98,0.44815
117,18,0.101369
118,2,0.100233
119,88,0.20794
120,2313,0.711499
121,5914,-0.398949
122,126,0.215521
123,70,-0.0733893
124,71,0.082158
125,33,-0.365024
126,16,0.255582
127,225,0.188508
