sample=21
orig_idx	token_id	token_str	shap_value
72	1393	events	1.40499
62	609	less	1.30206
23	2154	ended	1.17031
59	183	actors	1.08632
18	842	doing	1.07255
39	183	actors	1.0557
17	12534	whilst	1.04204
103	183	actors	0.977434
25	333	watching	0.931085
24	195	up	0.920928
89	6583	judgement	0.8894
60	935	make	0.867075
49	191	line	0.853454
15	333	watching	0.784225
0	122	just	0.782851
117	333	watching	0.743837
100	179	any	0.720894
12	122	just	0.706891
31	842	doing	0.702603
51	195	up	0.684523
1	21	watched	0.645873
65	20	only	0.599278
46	57	but	0.554389
30	258	out	0.496512
97	19	have	0.455096
108	209	which	0.439128
26	31	the	0.430899
87	19	have	0.396808
58	31	the	0.373491
102	31	the	0.365137
84	98	character	0.359981
115	138	would	0.348475
94	98	character	0.34673
74	7426	occur	0.334844
73	631	could	0.331132
91	31	the	0.328734
55	31	the	0.321632
71	31	the	0.315147
47	31	the	0.313847
78	17	not	0.309425
42	8	be	0.292837
111	970	even	0.29055
27	259	whole	0.287565
41	17	not	0.282754
99	1065	seen	0.276931
29	126	with	0.255888
38	574	!	0.145688
112	102	more	0.115583
80	9	a	0.108836
77	154	did	0.105392
68	102	more	0.103874
105	9	a	0.101255
109	100	made	0.0966438
8	88	was	0.0743994
88	127	no	0.0677258
35	88	was	0.067665
76	2	i	0.0620808
22	2	i	0.0565229
75	18	.	0.0481779
54	18	.	0.0433785
119	18	.	0.0413097
96	2	i	0.0382762
10	18	.	0.0365689
86	2	i	0.0348216
114	18	.	0.0271192
79	101	feel	0.0142719
11	407	had	-0.00900229
83	233	one	-0.0282194
126	0	<pad>	-0.0462781
125	0	<pad>	-0.0571893
121	0	<pad>	-0.0585424
127	0	<pad>	-0.0648149
124	0	<pad>	-0.0652841
120	0	<pad>	-0.0696309
123	0	<pad>	-0.0742556
66	445	makes	-0.0765426
122	0	<pad>	-0.0796703
93	11	of	-0.0920461
37	204	good	-0.0927298
101	11	of	-0.0996275
50	445	makes	-0.106398
45	636	know	-0.107745
36	26	so	-0.114747
90	11	of	-0.119717
107	604	before	-0.125414
19	120	some	-0.131524
52	222	for	-0.186871
104	82	in	-0.204268
21	156	however	-0.273264
43	67	very	-0.333744
69	1376	believable	-0.344659
67	47	it	-0.345652
53	47	it	-0.367236
2	70	this	-0.374235
56	255	fact	-0.379322
110	47	it	-0.3915
118	47	it	-0.417104
9	264	awesome	-0.418862
5	387	tv	-0.424196
57	42	that	-0.434484
92	4047	types	-0.439882
7	47	it	-0.456173
61	226	are	-0.457287
70	42	that	-0.461231
16	47	it	-0.463991
34	47	it	-0.479441
85	145	as	-0.48038
95	145	as	-0.48685
106	63	film	-0.555291
98	396	never	-0.559977
14	135	on	-0.568953
4	135	on	-0.597925
28	63	film	-0.600081
81	13078	biased	-0.60402
33	145	as	-0.607391
116	1880	recommend	-0.616353
6	33	and	-0.72053
40	83	my	-0.731431
13	9349	planned	-0.735707
82	3645	towards	-0.749118
48	202	story	-0.74966
64	3827	known	-0.777047
3	63	film	-0.789359
32	979	work	-0.871971
20	979	work	-0.924592
63	141	well	-0.9931
113	45	enjoyable	-1.12515
44	141	well	-1.16244
