sample=180 explainer=permutation target=0 sample_size=128
detokenized_full_text: i saw this movie when it was broadcast on television in february of 1983 . i was in the hospital , having just given birth to my first and only child . i ' ll <unk> from telling you the extent to which i was moved . suffice it to say that the memory of the movie has remained with me to this day , almost 23 years later . i hope i can find a copy of this movie , if such a thing was ever made . this movie should be remembered fondly by anyone who ever saw it . however , i must admit that the fact it remains somewhat obscure is just fine by me . this way , it will always be a
idx	token_id	token_str	shap_value
0	2	i	0.08534923195838928
1	554	saw	0.5129817724227905
2	70	this	-0.05049377679824829
3	71	movie	0.03466522693634033
4	700	when	0.0115889310836792
5	47	it	-0.07634669542312622
6	88	was	0.15471315383911133
7	3885	broadcast	0.5134449005126953
8	135	on	-0.22630631923675537
9	4420	television	-0.22188705205917358
10	82	in	-0.07622835040092468
11	20140	february	-0.1553153395652771
12	11	of	-0.07366728782653809
13	13421	1983	2.736912429332733
14	18	.	0.004579901695251465
15	2	i	-3.6232283115386963
16	88	was	0.1214151382446289
17	82	in	-0.0574306845664978
18	31	the	0.09174856543540955
19	3296	hospital	1.026783674955368
20	14	,	-0.18506932258605957
21	874	having	0.19758087396621704
22	122	just	0.7975149154663086
23	227	given	0.0817030668258667
24	9387	birth	-0.2652484178543091
25	7	to	0.13119348883628845
26	83	my	-0.34203827381134033
27	73	first	-0.06791716814041138
28	33	and	-0.27652108669281006
29	20	only	0.3588103801012039
30	1577	child	-0.5939546525478363
31	18	.	0.14759930968284607
32	2	i	0.46461373567581177
33	4	'	0.13385498523712158
34	1230	ll	0.18223625421524048
35	1	<unk>	-0.20391136780381203
36	376	from	-0.05112886428833008
37	903	telling	-0.16369891166687012
38	310	you	-0.07601667940616608
39	31	the	0.2558128833770752
40	7975	extent	0.20747053623199463
41	7	to	0.1557459831237793
42	209	which	0.37722185254096985
43	2	i	0.046482086181640625
44	88	was	0.5294998288154602
45	6790	moved	-0.9831501245498657
46	18	.	0.01716780662536621
47	10616	suffice	12.435544192790985
48	47	it	-0.1606629490852356
49	7	to	0.16236674785614014
50	79	say	-0.5797042697668076
51	42	that	-0.07765478640794754
52	31	the	0.10270516201853752
53	2068	memory	-1.765872299671173
54	11	of	-0.012594342231750488
55	31	the	0.1904725730419159
56	71	movie	-0.01944267749786377
57	416	has	-0.27902135252952576
58	4045	remained	0.7971608638763428
59	126	with	0.4931015968322754
60	331	me	-1.0286155343055725
61	7	to	0.14634618163108826
62	70	this	-0.04910522699356079
63	3138	day	-0.566254734992981
64	14	,	-0.06547212600708008
65	961	almost	-0.22546067833900452
66	22389	23	0.4064211845397949
67	553	years	-0.6266283690929413
68	565	later	-0.12385040521621704
69	18	.	0.004309475421905518
70	2	i	0.07507240772247314
71	502	hope	-0.21456903219223022
72	2	i	-0.024506330490112305
73	40	can	0.03724130988121033
74	257	find	0.024180054664611816
75	9	a	0.1492438018321991
76	491	copy	-0.0281333327293396
77	11	of	-0.030631601810455322
78	70	this	-0.006458524614572525
79	71	movie	0.008705735206604004
80	14	,	-0.11502572894096375
81	637	if	0.09231370687484741
82	559	such	1.1189576089382172
83	9	a	0.16146057844161987
84	717	thing	0.571368932723999
85	88	was	0.11846353113651276
86	1394	ever	0.004578940570354462
87	100	made	0.7076757550239563
88	18	.	0.022640228271484375
89	70	this	-0.048642635345458984
90	71	movie	-0.03262096643447876
91	247	should	0.01999962329864502
92	8	be	0.13866889476776123
93	691	remembered	-11.237573862075806
94	17430	fondly	-0.13645121455192566
95	167	by	-0.1519005298614502
96	220	anyone	0.09230899810791016
97	347	who	0.048582255840301514
98	1394	ever	0.07491981983184814
99	554	saw	0.020218729972839355
100	47	it	-0.05738544464111328
101	18	.	0.01682305335998535
102	156	however	0.276644229888916
103	14	,	-0.1518843173980713
104	2	i	-0.036550164222717285
105	2615	must	0.3550265431404114
106	998	admit	-0.30105698108673096
107	42	that	-0.17523878812789917
108	31	the	0.1649644374847412
109	255	fact	-0.3828483670949936
110	47	it	-3.6067402958869934
111	2511	remains	0.2904484272003174
112	747	somewhat	-0.14947176352143288
113	9020	obscure	-0.12382729351520538
114	41	is	-0.06962251663208008
115	122	just	0.4391866624355316
116	1078	fine	-0.05507385730743408
117	167	by	-0.03637225925922394
118	331	me	-0.6241041570901871
119	18	.	0.010712578892707825
120	70	this	-0.3408980965614319
121	1088	way	0.3798742890357971
122	14	,	-0.08748263120651245
123	47	it	-0.16546189785003662
124	599	will	-0.20078951120376587
125	1606	always	-0.37218910455703735
126	8	be	0.24288690090179443
127	9	a	0.25784236192703247
