feature_idx,token_id,shap_value
0,319,-0.0505946
1,1326,0.02034
2,416,-0.529947
3,7,0.162243
4,8,0.648957
5,83,-0.626539
6,544,0.43149
7,552,-0.712071
8,521,-1.67181
9,108,-0.181022
10,18,0.0724873
11,47,-0.213993
12,41,-0.482217
13,299,-0.720051
14,31,0.360355
15,9176,-1.47101
16,387,-0.255669
17,253,-0.5562
18,1394,0.0256007
19,100,0.24993
20,33,-0.763741
21,41,-0.363348
22,529,0.958605
23,107,0.13823
24,31,0.313492
25,9455,-1.17898
26,18,0.0347587
27,2,0.12754
28,19,0.874234
29,396,-0.407871
30,1377,-0.540572
31,26,-0.0224619
32,644,0.237123
33,90,-0.427305
34,9,0.234437
35,387,-0.164108
36,253,-0.518848
37,82,-0.116723
38,83,-0.471639
39,749,-0.189268
40,31,0.303476
41,174,0.589425
42,42,-0.371806
43,935,1.06226
44,31,0.268788
45,253,-0.466693
46,26,-0.0671998
47,343,0.626287
48,41,-0.362007
49,31,0.243909
50,1343,1.6862
51,14,-0.307759
52,93,0.689606
53,33,-0.550884
54,4499,-0.279894
55,42,-0.247931
56,226,-0.358442
57,8162,1.3321
58,126,0.324545
59,82,-0.13395
60,31,0.274836
61,253,-0.435427
62,18,0.0587594
63,158,0.589512
64,226,-0.403871
65,67,-0.396666
66,497,0.385908
67,4499,-0.256423
68,42,-0.329683
69,19,0.721898
70,17,0.508945
71,248,0.365785
72,8162,1.55283
73,126,0.305934
74,135,-0.368648
75,319,0.0410992
76,1326,0.0442503
77,18,0.0595287
78,2,0.104526
79,19,0.617896
80,1065,0.592884
81,122,0.672484
82,80,0.478598
83,190,-0.541097
84,2168,0.000723637
85,11,-0.106728
86,319,0.0246744
87,1326,0.0576647
88,1394,0.0378321
89,100,0.250263
90,33,-0.629618
91,138,0.339463
92,19,0.777259
93,7,0.100731
94,79,-0.85908
95,42,-0.251625
96,31,0.312424
97,253,-0.463722
98,88,0.346003
99,529,0.741295
100,82,-0.166718
101,31,0.244953
102,73,-0.206677
103,595,-0.508055
104,6930,0.9235
105,18,0.0657993
106,83,-0.406554
107,521,-1.16638
108,93,0.633111
109,226,-0.278602
110,1196,0.558388
111,15,-0.128088
112,370,-0.367069
113,41,-0.283557
114,67,-0.39342
115,343,0.594143
116,33,-0.599745
117,41,-0.300406
118,31,0.244376
119,235,-1.14819
120,98,0.61007
121,11,-0.109268
122,31,0.26358
123,253,-0.45103
124,18,0.0504539
125,83,-0.424842
126,946,0.647807
127,521,-1.35627
