sample=191
orig_idx	token_id	token_str	shap_value
30	6453	placed	1.69509
93	196	case	1.66311
114	6453	placed	1.50877
50	25135	identification	1.4468
110	13682	needless	1.20969
45	1557	based	1.17417
60	27518	confession	1.09137
53	818	victim	1.07651
84	6140	defense	1.05968
19	19465	courtroom	1.05051
81	2223	footage	1.01415
7	3	won	0.947904
71	2223	footage	0.94527
63	6140	defense	0.915903
120	1280	camera	0.839602
44	413	woman	0.782527
43	3583	white	0.751697
41	268	an	0.735188
100	5119	key	0.713952
127	158	there	0.665291
1	21	watched	0.6576
56	441	husband	0.655217
111	18734	repetition	0.637703
117	270	order	0.623706
69	499	half	0.613373
32	1004	trial	0.586947
29	1836	kid	0.525254
75	1004	trial	0.476321
90	254	)	0.473859
66	13190	coerced	0.460132
54	4	'	0.406665
77	4	'	0.38811
16	18772	favorably	0.376101
85	11415	lawyers	0.374241
108	163	minimum	0.354896
47	3008	solely	0.353379
17	126	with	0.318158
8	31	the	0.302178
22	31	the	0.292913
80	126	with	0.282192
52	31	the	0.271097
62	31	the	0.266635
74	31	the	0.262466
34	31	the	0.257466
68	80	about	0.25626
70	31	the	0.238186
89	22577	defenders	0.231496
119	31	the	0.229231
106	126	with	0.226726
49	31	the	0.224945
83	31	the	0.200428
0	2	i	0.188133
65	88	was	0.158161
101	9083	locations	0.142595
95	12494	interviewing	0.122436
21	18	.	0.117874
15	18771	compares	0.109311
125	18	.	0.101005
67	18	.	0.0866422
13	18	.	0.0761967
26	9	a	0.0740657
102	18	.	0.0695529
107	9	a	0.0650697
118	18	.	0.0601748
10	9	a	0.0475846
59	9	a	0.0448384
123	513	pretty	-0.0412766
105	3192	edited	-0.045629
9	5764	oscar	-0.0793575
40	11	of	-0.124176
82	11	of	-0.125185
73	11	of	-0.126142
25	11	of	-0.133641
109	11	of	-0.14099
28	496	black	-0.151096
20	822	dramas	-0.174849
79	18731	supplemented	-0.188154
115	82	in	-0.196869
33	222	for	-0.202292
86	236	(	-0.273486
31	135	on	-0.28322
96	6516	witnesses	-0.285175
76	47	it	-0.308182
58	135	on	-0.315984
48	135	on	-0.318056
61	42	that	-0.33251
97	14	,	-0.332995
103	70	this	-0.344167
51	167	by	-0.345725
94	14	,	-0.356615
112	14	,	-0.358642
38	14	,	-0.370229
14	47	it	-0.370975
36	14	,	-0.379343
99	1963	visiting	-0.385705
116	1351	logical	-0.407069
5	15	because	-0.425335
6	47	it	-0.430886
122	41	is	-0.445231
104	41	is	-0.447264
24	41	is	-0.454867
2	70	this	-0.469656
72	41	is	-0.482154
3	135	on	-0.558027
113	33	and	-0.565005
42	1738	elderly	-0.57619
88	592	public	-0.606681
57	33	and	-0.619664
121	979	work	-0.671273
98	33	and	-0.677161
126	33	and	-0.700753
92	837	their	-0.718694
87	595	two	-0.750699
11	697	week	-0.753018
46	961	almost	-0.78218
55	152	s	-0.794819
35	1	<unk>	-0.804409
37	1	<unk>	-0.804715
23	202	story	-0.812987
78	152	s	-0.833135
64	1	<unk>	-0.845761
91	2704	explaining	-0.853201
18	6412	fictional	-0.870038
27	1	<unk>	-0.878031
4	5834	hbo	-0.878205
39	971	murder	-0.883746
12	399	earlier	-1.12984
124	1871	solid	-1.46725
