feature_idx,token_id,shap_value
0,1009,0.738103
1,310,-0.558142
2,76,1.10749
3,14,-0.3762
4,1165,0.217848
5,4,0.511578
6,5,-0.613068
7,1175,-0.0654296
8,333,1.31615
9,700,-0.173768
10,310,-0.516046
11,1092,-0.820021
12,31,0.256547
13,71,0.12455
14,41,-0.471581
15,176,-0.170172
16,574,0.077179
17,7339,-0.529043
18,1521,0.641067
19,222,-0.0557405
20,31,0.209719
21,73,-0.277379
22,11410,1.94286
23,11,-0.0698964
24,5286,0.905906
25,131,0.308972
26,310,-0.484649
27,4,0.378929
28,1230,0.243448
29,124,0.565142
30,1104,1.79444
31,669,0.425367
32,574,0.0938263
33,780,-0.297308
34,554,-0.172361
35,70,-0.337296
36,71,0.0632649
37,90,-0.349227
38,31,0.171613
39,1,-0.706548
40,63,-0.508563
41,1642,0.523923
42,33,-0.658676
43,947,-0.396759
44,47,-0.195636
45,88,0.228258
46,31,0.157406
47,235,-1.37116
48,11,-0.097395
49,31,0.164616
50,3206,0.598266
51,18,0.0892629
52,1,-0.864073
53,18545,-1.55143
54,41,-0.340018
55,9,0.106784
56,3635,0.727755
57,124,0.516187
58,14,-0.294371
59,17,0.414759
60,20,0.749174
61,15,-0.200277
62,11,-0.119961
63,708,-0.171031
64,187,-1.58714
65,14,-0.218996
66,57,0.776262
67,15,-0.188813
68,450,0.113383
69,40,0.164223
70,2595,0.616767
71,47,-0.132887
72,272,1.24917
73,26,0.0384109
74,27,1.04639
75,3157,0.150217
76,31,0.188405
77,2490,-1.14569
78,18,0.0896671
79,90,-0.330051
80,31,0.187996
81,1,-0.65884
82,450,0.105171
83,819,-0.466915
84,158,0.635746
85,94,-0.310662
86,127,0.0849109
87,20409,-0.857633
88,131,0.279265
89,1803,0.669169
90,14,-0.289451
91,26,0.0654709
92,624,-0.660293
93,310,-0.313652
94,321,-0.812578
95,41,-0.258769
96,124,0.595603
97,708,-0.161825
98,421,0.572817
99,222,-0.0525523
100,47,-0.241451
101,18,0.108082
102,1,-0.846732
103,528,0.133913
104,4,0.36016
105,5,-0.374858
106,935,0.927458
107,47,-0.132238
108,7,0.0594556
109,31,0.15188
110,1642,0.51486
111,15,-0.204059
112,450,0.123636
113,88,0.194397
114,4933,-0.916407
115,126,0.340386
116,17184,1.25292
117,18,0.0835291
118,450,0.0960779
119,88,0.191739
120,1296,-1.13766
121,33,-0.521985
122,14,-0.274651
123,83,-0.466424
124,9277,-0.199176
125,14,-0.260622
126,26,0.0526824
127,58,-1.54167
