sample=132
orig_idx	token_id	token_str	shap_value
43	3998	leading	1.88897
77	196	case	1.79384
19	686	same	1.46227
80	2755	complete	1.34577
25	2313	extremely	1.24946
35	1689	pink	1.117
98	422	down	1.06436
81	2904	lack	1.03481
54	1685	steve	0.972549
30	3295	reminds	0.900208
62	1101	quite	0.751772
47	3332	sellers	0.704514
105	19	have	0.684258
96	124	really	0.667786
39	268	an	0.653711
11	209	which	0.62973
22	209	which	0.626881
29	124	really	0.61003
46	1196	peter	0.593188
75	2498	obviously	0.582106
88	2434	whether	0.555389
100	39	what	0.468902
63	2385	brilliant	0.460546
70	4	'	0.397499
26	3305	amusing	0.368647
38	126	with	0.361182
92	131	or	0.352899
109	4	'	0.341794
86	2509	understanding	0.31475
0	31	the	0.311347
23	2	i	0.308342
107	2	i	0.278961
18	31	the	0.266866
64	18	.	0.218468
33	31	the	0.211326
56	779	completely	0.210532
113	31	the	0.19898
65	31	the	0.196675
68	31	the	0.195243
8	453	kind	0.194777
27	18	.	0.188817
106	18	.	0.186935
87	18	.	0.1782
51	18	.	0.174552
101	453	kind	0.15489
115	574	!	0.121657
95	71	movie	0.118957
99	7	to	0.117557
108	40	can	0.111557
55	2964	martin	0.0720945
118	0	<pad>	0.0607295
122	0	<pad>	0.0575997
124	0	<pad>	0.0556119
125	0	<pad>	0.0509781
119	0	<pad>	0.0504518
79	9	a	0.0492521
116	0	<pad>	0.0477493
42	204	good	0.0473508
76	9	a	0.0459432
126	0	<pad>	0.0436226
7	9	a	0.0431719
127	0	<pad>	0.0420608
123	0	<pad>	0.0418752
117	0	<pad>	0.0402208
121	0	<pad>	0.0361084
120	0	<pad>	0.0352358
93	3688	hate	0.0336813
114	398	sequel	0.00487008
44	1022	man	-0.0571892
78	11	of	-0.0837414
112	222	for	-0.0904621
67	1401	regarding	-0.092049
102	11	of	-0.0955947
9	11	of	-0.101644
32	11	of	-0.112229
82	11	of	-0.118293
28	47	it	-0.167956
48	82	in	-0.18849
69	149	movies	-0.199694
24	257	find	-0.200535
73	14	,	-0.207911
37	149	movies	-0.208656
83	1636	humor	-0.209921
59	14	,	-0.216466
53	2058	unlike	-0.220348
5	149	movies	-0.221192
103	1636	humor	-0.237176
111	384	wait	-0.248947
21	14	,	-0.25006
10	1636	humor	-0.274601
71	943	being	-0.293108
94	70	this	-0.298969
61	41	is	-0.307932
74	226	are	-0.338348
89	310	you	-0.350227
104	310	you	-0.360295
12	41	is	-0.405839
110	5	t	-0.41121
36	22435	panther	-0.413856
17	90	at	-0.437642
41	145	as	-0.472867
90	599	will	-0.474941
91	547	enjoy	-0.489858
45	145	as	-0.499275
6	416	has	-0.50548
52	33	and	-0.556034
84	33	and	-0.583887
49	3770	jean	-0.603307
15	33	and	-0.603526
40	961	almost	-0.639081
14	467	intelligent	-0.670904
85	1	<unk>	-0.746429
34	68	classic	-0.75665
58	1	<unk>	-0.792292
20	552	time	-0.794464
50	1	<unk>	-0.818384
60	1	<unk>	-0.829651
2	615	new	-0.830282
1	595	two	-0.837856
72	1	<unk>	-0.842036
16	1	<unk>	-0.934705
13	919	both	-0.968554
3	1	<unk>	-0.992663
31	331	me	-1.00759
4	1	<unk>	-1.04425
66	2108	comments	-1.11288
97	386	comes	-1.11331
57	4743	ruining	-1.48325
