sample=76 explainer=permutation target=0 sample_size=128
detokenized_full_text: a superman cartoon . when america <unk> its <unk> new bomber , the <unk> , an elite force of japanese spies & <unk> , strikes . stealing the <unk> , with <unk> girl reporter lois lane aboard , and the destination either tokyo or destruction , it ' s time for superman to get involved . . . this was another in the series of excellent cartoons initially created by max fleischer for paramount studio . they feature great animation and taut , fast-moving plots . meant to be shown in movie theaters , they are miles ahead of their saturday morning counterparts . bud <unk> is the voice of superman joan alexander does the honors for lois lane . <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
idx	token_id	token_str	shap_value
0	9	a	0.12117841839790344
1	8070	superman	-2.1303072180598974
2	108	cartoon	-0.021848589181900024
3	18	.	0.07478941977024078
4	700	when	-0.004501014947891235
5	908	america	0.006868571043014526
6	1	<unk>	-0.41163790225982666
7	282	its	-0.6817032676190138
8	1	<unk>	-0.32934334874153137
9	615	new	-0.2753119170665741
10	22051	bomber	0.005107402801513672
11	14	,	-0.06924945116043091
12	31	the	1.174688845872879
13	1	<unk>	-0.3825765624642372
14	14	,	-0.07309786975383759
15	268	an	0.3168069012463093
16	13406	elite	0.3884160816669464
17	3151	force	-0.03726056218147278
18	11	of	-0.02683432400226593
19	4108	japanese	0.31786318123340607
20	7357	spies	-0.20194709300994873
21	851	&	0.02937990427017212
22	1	<unk>	-0.423595666885376
23	14	,	-0.07712835818529129
24	10734	strikes	0.6422805190086365
25	18	.	0.1457040011882782
26	4004	stealing	0.76918064057827
27	31	the	-0.01376563310623169
28	1	<unk>	-0.4117781072854996
29	14	,	0.005750685930252075
30	126	with	0.28777943551540375
31	1	<unk>	-0.32887130975723267
32	420	girl	0.2817491590976715
33	3677	reporter	0.2003004550933838
34	8090	lois	0.18471788614988327
35	1967	lane	0.21738603711128235
36	4470	aboard	1.28535857796669
37	14	,	-0.27744558453559875
38	33	and	-0.2561517059803009
39	31	the	-0.00251750648021698
40	12550	destination	-0.5529715716838837
41	2459	either	0.44851377606391907
42	21052	tokyo	0.1940302550792694
43	131	or	0.2330592293292284
44	1222	destruction	0.5658677518367767
45	14	,	-0.20357057452201843
46	47	it	0.05641280114650726
47	4	'	0.15190696716308594
48	152	s	-0.4827641248703003
49	552	time	-0.4234061688184738
50	222	for	0.006499886512756348
51	8070	superman	-0.21580833941698074
52	7	to	0.07634484767913818
53	114	get	0.023030877113342285
54	6147	involved	0.3886476755142212
55	18	.	0.15924042463302612
56	18	.	0.3883688598871231
57	18	.	0.5496998354792595
58	70	this	-0.22412456572055817
59	88	was	0.5301114320755005
60	1134	another	0.13013817369937897
61	82	in	-0.16434486210346222
62	31	the	0.2730063498020172
63	2197	series	-0.7122413516044617
64	11	of	-0.01318785734474659
65	1296	excellent	-3.512100800871849
66	8063	cartoons	-0.055186927318573
67	14792	initially	0.48972069285809994
68	290	created	0.7927530109882355
69	167	by	-0.11642298102378845
70	2248	max	-0.44094061851501465
71	13647	fleischer	0.7713487967848778
72	222	for	0.13036301732063293
73	2099	paramount	0.5602055788040161
74	1475	studio	-0.5665824115276337
75	18	.	0.16079658456146717
76	622	they	0.650490790605545
77	2788	feature	0.16752466559410095
78	165	great	-3.499131554737687
79	61	animation	-0.015477623790502548
80	33	and	-0.23386484384536743
81	16473	taut	-0.8486908078193665
82	14	,	-0.09045884013175964
83	16203	fast-moving	0.46883541345596313
84	9775	plots	0.00561898946762085
85	18	.	0.08217322826385498
86	397	meant	-0.24485012143850327
87	7	to	0.02153044193983078
88	8	be	0.8130668252706528
89	1187	shown	-0.3502258062362671
90	82	in	0.056450530886650085
91	71	movie	0.13355985283851624
92	3354	theaters	0.23036989569664001
93	14	,	-0.28834956884384155
94	622	they	0.708484411239624
95	226	are	-0.09027890861034393
96	6431	miles	0.20621167123317719
97	1602	ahead	0.2250920534133911
98	11	of	-0.037251636385917664
99	837	their	-0.40119583904743195
100	3748	saturday	0.07743421196937561
101	8060	morning	0.621117115020752
102	11669	counterparts	-0.3927992731332779
103	18	.	0.12283653020858765
104	25631	bud	-0.29229290783405304
105	1	<unk>	-0.3920273333787918
106	41	is	-0.09995144605636597
107	31	the	0.029505982995033264
108	182	voice	0.531481584534049
109	11	of	-0.04191124439239502
110	8070	superman	-0.16368496417999268
111	7639	joan	-2.983106017112732
112	10887	alexander	1.5471471548080444
113	1073	does	0.8628529012203217
114	31	the	0.13532578945159912
115	25680	honors	0.11294226348400116
116	222	for	0.011138081550598145
117	8090	lois	0.07443368434906006
118	1967	lane	0.2555876895785332
119	18	.	0.10079854726791382
120	0	<pad>	0.0
121	0	<pad>	0.0
122	0	<pad>	0.0
123	0	<pad>	0.0
124	0	<pad>	0.0
125	0	<pad>	0.0
126	0	<pad>	0.0
127	0	<pad>	0.0
