sample=63
orig_idx	token_id	token_str	shap_value
8	605	driving	0.991272
122	314	worth	0.863358
18	1703	julie	0.782139
21	1353	while	0.780494
89	935	make	0.722764
32	14599	benjamin	0.720938
92	12392	stereotype	0.706728
74	3654	walters	0.699281
117	935	make	0.662837
16	268	an	0.657689
57	258	out	0.599647
19	3654	walters	0.57275
10	4937	features	0.551388
60	98	character	0.506314
37	499	half	0.435495
59	23	his	0.421398
53	421	going	0.41954
2	6167	twist	0.414776
52	174	things	0.397008
48	13361	quirky	0.340806
107	7304	artists	0.319141
63	172	experience	0.306886
98	821	these	0.300788
44	17	not	0.300336
93	1217	human	0.278639
84	4	'	0.263569
61	4	'	0.254848
106	126	with	0.240825
65	138	would	0.234075
45	14431	deter	0.223057
119	1396	kids	0.222047
101	126	with	0.22128
6	23647	maude	0.218463
20	18	.	0.165461
86	644	hard	0.160194
40	71	movie	0.148564
13	805	rupert	0.144657
66	5939	create	0.140327
39	31	the	0.138974
78	31	the	0.137975
70	18	.	0.133783
35	31	the	0.132495
30	9	a	0.127466
47	31	the	0.120057
11	9	a	0.113308
97	18	.	0.109295
126	18	.	0.106181
71	31	the	0.10602
127	0	<pad>	0.100065
88	7	to	0.0917541
123	9	a	0.0910776
102	9	a	0.0869652
124	3748	saturday	0.0866103
67	9	a	0.082444
24	274	true	0.0777751
49	319	family	0.0608599
125	9569	afternoon	0.0526108
0	9	a	0.0512755
17	4778	over-the-top	0.0101491
46	376	from	-0.0114668
34	222	for	-0.0344558
36	73	first	-0.035202
99	1355	performances	-0.0540241
58	11	of	-0.0556383
38	11	of	-0.0778231
9	8310	lessons	-0.0798059
51	226	are	-0.0996606
42	47	it	-0.1022
55	42	that	-0.110817
90	708	her	-0.11369
22	47	it	-0.117632
54	135	on	-0.120363
118	70	this	-0.127887
43	1073	does	-0.134435
79	63	film	-0.13709
111	14	,	-0.155384
64	42	that	-0.177285
4	18012	harold	-0.180244
23	41	is	-0.18585
94	41	is	-0.186406
25	42	that	-0.187903
105	2401	soundtrack	-0.193723
41	14	,	-0.208724
3	135	on	-0.217613
56	226	are	-0.218104
112	889	john	-0.220202
87	979	work	-0.228396
80	14	,	-0.233488
29	103	like	-0.233715
27	41	is	-0.234367
7	14	,	-0.238387
100	2887	combined	-0.242691
108	103	like	-0.259728
96	2193	notable	-0.272485
103	2638	fun	-0.299918
75	33	and	-0.310472
15	33	and	-0.316165
81	157	though	-0.321413
91	718	written	-0.324038
1	856	british	-0.331816
85	152	s	-0.350392
114	33	and	-0.350737
73	790	between	-0.352147
120	13907	popcorn	-0.365427
113	1	<unk>	-0.379523
115	1	<unk>	-0.416675
109	1	<unk>	-0.432409
77	7576	carries	-0.441747
31	1	<unk>	-0.450747
95	582	also	-0.451703
5	33	and	-0.452914
104	1	<unk>	-0.473701
68	1	<unk>	-0.482124
116	1	<unk>	-0.490067
121	2233	flick	-0.491353
62	152	s	-0.506394
110	1	<unk>	-0.526338
33	1	<unk>	-0.546063
50	1	<unk>	-0.559206
76	1	<unk>	-0.57108
72	4729	chemistry	-0.62082
83	27077	linney	-0.634639
28	1	<unk>	-0.648765
82	10300	laura	-0.724663
26	1	<unk>	-0.734762
14	1	<unk>	-0.754
12	1	<unk>	-0.756987
69	6801	reaction	-0.79251
