feature_idx,token_id,shap_value
0,1928,1.66606
1,2891,-0.62637
2,16450,-1.17058
3,39,0.436005
4,41,-0.425941
5,31,0.11815
6,6110,-0.144659
7,11,-0.0866073
8,268,0.818316
9,5965,-0.765724
10,145,-0.507884
11,943,-0.261122
12,9,0.0893735
13,613,1.15966
14,347,0.135952
15,40,0.10931
16,3372,1.90184
17,7,0.123326
18,31,0.158122
19,1918,-0.76935
20,4533,0.208806
21,1,-0.803362
22,468,-0.808091
23,1108,0.986349
24,11,-0.100397
25,31,0.111409
26,9131,-0.0928804
27,9059,-0.050296
28,574,0.149557
29,82,-0.110848
30,70,-0.351105
31,14,-0.148671
32,780,-0.313596
33,10422,0.848833
34,1,-0.821002
35,574,0.103728
36,47,-0.119006
37,5500,-0.34687
38,138,0.328628
39,8,0.489188
40,9,0.052631
41,7200,0.372502
42,270,0.754701
43,7,0.10225
44,5962,-0.05055
45,70,-0.254075
46,14,-0.204712
47,33,-0.443578
48,233,0.0257345
49,42,-0.243661
50,3254,-0.301037
51,1,-0.654148
52,14,-0.207118
53,1,-0.720275
54,1,-0.753504
55,131,0.226084
56,18,0.158138
57,6513,-0.317398
58,3710,-0.275578
59,138,0.307451
60,544,0.272624
61,257,-0.1743
62,11024,1.73299
63,141,-0.719712
64,2067,0.197088
65,7,0.0950875
66,76,0.745815
67,18,0.133597
68,33,-0.443134
69,82,-0.12874
70,70,-0.29111
71,158,0.569716
72,41,-0.30075
73,127,0.0555518
74,6626,1.79836
75,18,0.157925
76,31,0.121697
77,3991,0.695445
78,2197,-0.896553
79,33,-0.359435
80,31,0.127318
81,4420,-0.146961
82,2197,-1.01166
83,14,-0.134797
84,53,-0.152618
85,126,0.262188
86,120,-0.0827343
87,71,0.165526
88,24542,0.231073
89,14,-0.167701
90,2788,-0.0526837
91,25,0.343483
92,14,-0.213375
93,1,-0.615047
94,3894,-0.665613
95,3033,-0.725354
96,8208,0.314602
97,33,-0.445154
98,3033,-0.937575
99,2061,0.149811
100,14,-0.255369
101,544,0.230596
102,154,0.0884281
103,837,-0.443927
104,342,0.815936
105,7,0.0663308
106,935,0.806166
107,31,0.110488
108,17842,0.394945
109,1022,-0.0604237
110,11,-0.0881201
111,31,0.103726
112,1,-0.713808
113,33,-0.424072
114,23,0.568648
115,4164,-0.245855
116,8494,-0.0146906
117,5007,-0.307808
118,14,-0.20875
119,1,-0.617797
120,9,0.0725205
121,9965,-1.27932
122,1,-0.731544
123,2441,-0.109193
124,11,-0.0780634
125,2767,0.305738
126,5936,0.49563
127,11741,0.415351
