sample=27
orig_idx	token_id	token_str	shap_value
16	13439	buzz	1.28705
95	197	bad	1.27903
81	1832	anything	1.15727
94	175	too	1.15665
86	12213	associate	0.92522
122	3	won	0.922348
36	177	top	0.914993
78	3343	cameron	0.832601
113	342	part	0.824165
125	76	do	0.750454
109	57	but	0.732229
55	1615	many	0.678851
2	1607	seeing	0.672334
50	19	have	0.616706
108	174	things	0.573894
5	371	back	0.46319
51	1065	seen	0.448978
104	796	go	0.438366
17	4	'	0.422939
110	1459	maybe	0.400866
102	4	'	0.374546
79	1032	dye	0.373267
27	80	about	0.366235
9	408	released	0.347903
123	4	'	0.345375
15	4	'	0.341391
8	88	was	0.314711
117	4	'	0.311735
46	821	these	0.297937
88	126	with	0.295498
32	574	!	0.292618
45	544	all	0.288848
14	31	the	0.260651
72	88	was	0.247027
33	31	the	0.216035
0	2	i	0.205485
96	31	the	0.199405
42	31	the	0.189257
18	2	i	0.179391
106	7	to	0.179085
23	31	the	0.174747
21	2	i	0.165211
11	2	i	0.162279
76	2	i	0.161141
99	31	the	0.158422
63	7	to	0.148502
126	9	a	0.147698
97	361	rest	0.146861
49	2	i	0.145129
121	2	i	0.141518
84	2	i	0.137652
39	2	i	0.134993
59	2	i	0.122399
61	114	get	0.100547
25	18	.	0.0902877
120	18	.	0.0841756
91	18	.	0.0775706
69	18	.	0.0702814
48	18	.	0.0636363
71	6241	cage	0.0581571
54	26	so	0.014327
53	71	movie	0.0108096
29	71	movie	-0.00296493
90	71	movie	-0.0279849
75	8375	whenever	-0.0395532
4	71	movie	-0.0427332
58	1163	yet	-0.0611686
44	487	after	-0.0781725
101	770	didn	-0.122129
114	11	of	-0.131866
20	700	when	-0.138392
98	11	of	-0.16298
115	70	this	-0.171874
64	540	watch	-0.172017
93	41	is	-0.181482
52	70	this	-0.187551
22	797	left	-0.194929
80	82	in	-0.195967
92	47	it	-0.196725
19	763	felt	-0.201538
35	41	is	-0.212905
83	14	,	-0.218366
65	47	it	-0.218929
89	70	this	-0.225117
28	70	this	-0.230333
112	41	is	-0.235945
6	700	when	-0.241275
68	164	again	-0.247648
105	135	on	-0.26758
66	164	again	-0.271999
111	42	that	-0.277251
7	47	it	-0.281805
30	41	is	-0.286625
13	1985	remember	-0.290343
43	2401	soundtrack	-0.300707
3	70	this	-0.301694
37	12560	notch	-0.318815
103	5	t	-0.344107
56	335	times	-0.403442
1	1985	remember	-0.419267
124	5	t	-0.421156
116	63	film	-0.42202
127	63	film	-0.445724
60	685	still	-0.489183
67	33	and	-0.492037
85	1606	always	-0.504936
40	685	still	-0.521959
24	318	cinema	-0.540403
82	735	nowadays	-0.549194
57	33	and	-0.555357
100	181	cast	-0.563749
38	33	and	-0.59827
12	685	still	-0.602842
87	363	him	-0.603423
47	553	years	-0.635828
26	624	everything	-0.645617
74	33	and	-0.647428
70	4805	nicholas	-0.657364
34	1125	music	-0.675341
10	33	and	-0.685387
118	152	s	-0.688901
77	321	see	-0.716098
73	165	great	-0.751091
62	1	<unk>	-0.769284
119	69	charm	-0.859342
107	3806	greater	-0.905397
41	1061	play	-1.00561
31	9071	magnificent	-1.11764
