feature_idx,token_id,shap_value
0,33,-0.905269
1,2,0.349607
2,16,0.195226
3,1741,1.33612
4,42,-0.564978
5,2,0.360114
6,1199,1.81003
7,1897,1.11372
8,1124,-0.908706
9,18,0.051677
10,47,-0.300126
11,124,0.470445
12,41,-0.45282
13,9,0.0321896
14,2677,-0.673519
15,12610,0.0841812
16,33,-0.745981
17,5347,0.236906
18,2676,1.88194
19,63,-0.49398
20,18,0.0501449
21,82,-0.221617
22,120,-0.140233
23,1830,-0.480141
24,47,-0.330393
25,41,-0.404148
26,8074,0.166659
27,11,-0.108001
28,2421,1.27362
29,1173,-1.49767
30,1174,-0.526471
31,700,-0.355577
32,190,-0.680707
33,538,-0.205427
34,407,-0.184456
35,248,0.206697
36,4318,-1.979
37,195,0.898945
38,135,-0.428838
39,9,0.0260709
40,1912,-0.802683
41,371,0.28204
42,46,-1.34455
43,258,0.694838
44,11,-0.0548048
45,1009,0.397563
46,88,0.110745
47,1753,0.223649
48,1521,0.531696
49,18,0.0673563
50,376,-0.227062
51,31,0.153754
52,24625,1.54427
53,33,-0.640171
54,5633,1.27134
55,538,-0.173135
56,236,-0.215769
57,25713,1.84451
58,1537,-0.461645
59,7,0.0589677
60,8,0.345869
61,80,0.166879
62,519,0.517803
63,3731,-0.0521651
64,486,0.677832
65,254,0.361182
66,1094,1.3407
67,100,0.0991097
68,11,-0.0745453
69,1,-0.791976
70,14,-0.274563
71,7,0.0735134
72,31,0.234198
73,183,1.10502
74,347,0.066671
75,226,-0.405731
76,582,-0.923888
77,1094,1.1276
78,100,0.127886
79,11,-0.0411854
80,1,-0.876686
81,126,0.224745
82,3305,0.158601
83,5264,-0.458983
84,9822,0.729047
85,11993,-0.239958
86,135,-0.412716
87,177,0.839324
88,14,-0.276844
89,7,0.0981935
90,31,0.216012
91,5200,-1.38969
92,4395,0.325945
93,484,-0.0564815
94,82,-0.190766
95,9,0.0140286
96,12670,-0.403765
97,2310,1.61579
98,14,-0.266305
99,7,0.0783376
100,31,0.223089
101,8739,-0.0786977
102,11,-0.0911811
103,31,0.136302
104,181,-0.439011
105,1,-0.777675
106,700,-0.32943
107,12092,0.764627
108,7682,0.546071
109,19800,0.140249
110,3773,0.123294
111,9,0.0256171
112,497,0.228182
113,3731,-0.0429048
114,486,0.697662
115,135,-0.379317
116,4078,0.213785
117,2490,-1.19802
118,14,-0.266077
119,33,-0.584803
120,36,-1.21823
121,31,0.173332
122,1465,1.71067
123,769,0.0570427
124,42,-0.463065
125,1760,0.95997
126,103,-0.60054
127,9,0.0165512
