sample=50
orig_idx	token_id	token_str	shap_value
47	2244	tries	2.56299
17	19226	wilderness	1.87692
49	2406	convince	1.70322
100	622	they	1.62102
83	121	scenes	1.56355
97	1109	b	1.46345
98	183	actors	1.30372
87	2576	violent	1.25168
123	175	too	1.08283
70	5115	appeal	1.07828
20	12475	gap	1.06905
21	1353	while	0.954585
3	268	an	0.891343
45	1353	while	0.866315
78	57	but	0.774046
105	117	especially	0.733031
61	148	live	0.711481
119	57	but	0.690726
55	20	only	0.651663
99	57	but	0.636529
29	17497	treacherous	0.60619
79	158	there	0.537337
4	1112	interesting	0.489632
25	6521	hostile	0.474073
116	3317	okay	0.471385
8	2056	struggle	0.452307
74	17	not	0.438067
11	2438	led	0.399439
102	544	all	0.284274
37	2088	trouble	0.269077
64	18	.	0.224292
112	18	.	0.217979
35	544	all	0.193667
91	18	.	0.192066
56	602	want	0.191474
27	18	.	0.184347
16	31	the	0.181594
23	17356	threatened	0.17764
32	31	the	0.177034
92	31	the	0.174114
42	31	the	0.173861
7	31	the	0.165695
53	31	the	0.155714
36	31	the	0.150428
50	31	the	0.150336
39	31	the	0.14954
65	31	the	0.138398
109	31	the	0.132104
28	9	a	0.109286
121	9	a	0.0943985
85	393	although	0.0927593
68	9	a	0.0867721
48	7	to	0.0691133
75	9	a	0.0650202
57	7	to	0.0325988
110	8494	indian	0.00721642
111	956	chief	-0.0545212
103	204	good	-0.0546692
81	204	good	-0.0577609
43	2119	red	-0.0758302
96	11	of	-0.10123
69	5177	certain	-0.105696
18	11	of	-0.11711
72	47	it	-0.119254
6	11	of	-0.125015
34	11	of	-0.12949
9	11	of	-0.137631
59	9809	homes	-0.138865
88	222	for	-0.146157
15	82	in	-0.156013
62	82	in	-0.158746
76	8225	polished	-0.205154
84	14	,	-0.25526
22	943	being	-0.265424
71	15	because	-0.267363
104	14	,	-0.279884
33	680	cause	-0.282787
73	41	is	-0.29479
67	416	has	-0.297135
115	41	is	-0.31112
124	7504	clean	-0.312471
51	6441	indians	-0.317231
93	181	cast	-0.327569
101	226	are	-0.32966
120	41	is	-0.33103
31	41	is	-0.336682
86	747	somewhat	-0.342915
44	833	men	-0.348057
94	41	is	-0.348631
125	251	cut	-0.357412
80	226	are	-0.362979
52	42	that	-0.366811
24	167	by	-0.372371
127	5803	soft	-0.381422
63	13396	peace	-0.394988
26	6441	indians	-0.41323
77	692	production	-0.413482
66	63	film	-0.443784
2	41	is	-0.453133
117	145	as	-0.456636
0	70	this	-0.469807
108	145	as	-0.489864
12	167	by	-0.490419
13	8039	daniel	-0.537602
126	33	and	-0.555295
60	33	and	-0.556951
113	3954	bruce	-0.579757
41	33	and	-0.581218
30	22987	frenchman	-0.596168
82	137	action	-0.601114
89	282	its	-0.662204
107	1	<unk>	-0.699395
58	668	build	-0.700209
38	790	between	-0.702479
90	552	time	-0.723278
118	1	<unk>	-0.782048
106	1	<unk>	-0.788228
19	1	<unk>	-0.817454
114	1	<unk>	-0.8241
46	1	<unk>	-0.832002
95	2402	comprised	-0.857641
122	382	bit	-0.858525
54	16857	pioneers	-0.869497
40	1	<unk>	-0.873871
14	1	<unk>	-0.926497
1	495	picture	-0.945134
5	7081	saga	-0.956545
10	16857	pioneers	-1.07868
