sample=0 explainer=permutation target=0 sample_size=128
detokenized_full_text: whatever you do , don ' t stop watching when you think the movie is over ! hang around for the first batch of credits or you ' ll really miss something ! we saw this movie at the <unk> film festival and thought it was the best of the bunch . <unk> weber is a marvel really , not only because of her performance , but because she can pull it off so far above the ground . at the <unk> she said there were no wires or effects , so everything you see is really her going for it . <unk> couldn ' t make it to the festival because she was dancing with madonna . she was excellent and , my gawd , so beautiful
idx	token_id	token_str	shap_value
0	1009	whatever	0.35773709416389465
1	310	you	-0.3979909420013428
2	76	do	0.482909619808197
3	14	,	-0.17872130870819092
4	1165	don	0.1284906230866909
5	4	'	0.3272942006587982
6	5	t	-0.18997566029429436
7	1175	stop	-0.11685961484909058
8	333	watching	0.9017392545938492
9	700	when	2.3683486580848694
10	310	you	0.07854193449020386
11	1092	think	-0.11627745628356934
12	31	the	0.09174782037734985
13	71	movie	0.12869396805763245
14	41	is	-0.13004586100578308
15	176	over	-0.1583465337753296
16	574	!	0.08274582028388977
17	7339	hang	-0.0074028149247169495
18	1521	around	4.654070168733597
19	222	for	0.11625251173973083
20	31	the	0.1826508641242981
21	73	first	-0.19689029455184937
22	11410	batch	1.7581425309181213
23	11	of	-0.11225581914186478
24	5286	credits	0.5212852656841278
25	131	or	0.1376085951924324
26	310	you	-0.20444052293896675
27	4	'	0.42624974250793457
28	1230	ll	0.26564639806747437
29	124	really	0.4361847974359989
30	1104	miss	1.2231909222900867
31	669	something	0.3557473123073578
32	574	!	-0.02756640315055847
33	780	we	-0.23603253439068794
34	554	saw	-0.06753107905387878
35	70	this	-0.8442245125770569
36	71	movie	0.13090097904205322
37	90	at	-0.2761270999908447
38	31	the	0.0441819429397583
39	1	<unk>	-0.6928024291992188
40	63	film	-0.1734500154852867
41	1642	festival	0.4865266680717468
42	33	and	-0.2992003262042999
43	947	thought	-0.3512552082538605
44	47	it	0.054902344942092896
45	88	was	0.17577165365219116
46	31	the	0.0164664164185524
47	235	best	-1.1779308766126633
48	11	of	-0.06542375683784485
49	31	the	0.13778167963027954
50	3206	bunch	0.4053697884082794
51	18	.	0.6405657976865768
52	1	<unk>	-0.9804248809814453
53	18545	weber	-1.1905242502689362
54	41	is	-0.20690830051898956
55	9	a	0.18075687438249588
56	3635	marvel	0.6746190786361694
57	124	really	0.4755982756614685
58	14	,	-0.12866072356700897
59	17	not	0.8404741287231445
60	20	only	0.3931932598352432
61	15	because	-1.2474859952926636
62	11	of	0.06641218066215515
63	708	her	-0.36618709564208984
64	187	performance	-1.1125053651630878
65	14	,	-0.11712074279785156
66	57	but	0.36916741728782654
67	15	because	-0.15432388707995415
68	450	she	0.14838561415672302
69	40	can	0.2377236783504486
70	2595	pull	0.43965238332748413
71	47	it	-0.01783531904220581
72	272	off	0.7136511877179146
73	26	so	0.14310069382190704
74	27	far	1.0647474229335785
75	3157	above	0.22157534956932068
76	31	the	0.030647724866867065
77	2490	ground	-6.714673161506653
78	18	.	0.2347012460231781
79	90	at	-0.3323175013065338
80	31	the	0.10464277863502502
81	1	<unk>	-0.6189001351594925
82	450	she	-0.7593538761138916
83	819	said	-0.4241967648267746
84	158	there	0.48360540717840195
85	94	were	-0.15008822456002235
86	127	no	0.1482737697660923
87	20409	wires	-0.9127386212348938
88	131	or	0.1478530466556549
89	1803	effects	0.3222236968576908
90	14	,	-0.25219225883483887
91	26	so	-0.0312972366809845
92	624	everything	-0.5827842652797699
93	310	you	-0.5525889992713928
94	321	see	-0.6949941031634808
95	41	is	-0.1761859431862831
96	124	really	0.38323724269866943
97	708	her	-0.019338015466928482
98	421	going	0.3663046658039093
99	222	for	0.022931445389986038
100	47	it	-0.02866847813129425
101	18	.	-1.3144550621509552
102	1	<unk>	-1.0725627541542053
103	528	couldn	0.08989499509334564
104	4	'	0.295193187892437
105	5	t	-0.23245219513773918
106	935	make	1.1397271752357483
107	47	it	-0.0013165473937988281
108	7	to	-0.020060252398252487
109	31	the	0.7531141638755798
110	1642	festival	0.40235327184200287
111	15	because	-0.24974697828292847
112	450	she	0.28899461030960083
113	88	was	0.1693451963365078
114	4933	dancing	-0.7297072410583496
115	126	with	0.22774800285696983
116	17184	madonna	4.190043270587921
117	18	.	0.1483815312385559
118	450	she	0.12484264373779297
119	88	was	0.8724157214164734
120	1296	excellent	-1.7603862881660461
121	33	and	-0.42419174313545227
122	14	,	-0.15466809272766113
123	83	my	-0.4767618775367737
124	9277	gawd	-2.9393404722213745
125	14	,	-0.09965816140174866
126	26	so	-0.09281888604164124
127	58	beautiful	-1.6908804550766945
