feature_idx,token_id,shap_value
0,2,0.311041
1,1985,-0.418934
2,1607,0.606819
3,70,-0.517598
4,63,-0.617431
5,82,-0.178226
6,31,0.25483
7,3860,0.91189
8,1311,-0.831381
9,4,0.481258
10,152,-0.892527
11,947,-0.458744
12,47,-0.327409
13,9,0.0991593
14,141,-1.39984
15,2415,0.147744
16,33,-0.73273
17,141,-1.26985
18,5509,0.159067
19,3668,0.727269
20,18,0.119273
21,2,0.295294
22,373,-1.59776
23,979,-0.667108
24,1101,0.708891
25,756,-1.69882
26,82,-0.207897
27,24067,0.212778
28,15172,-0.766253
29,33,-0.657638
30,31,0.242271
31,407,-0.0420595
32,7,0.152318
33,114,0.0863511
34,9,0.15065
35,491,-0.148136
36,11,-0.105636
37,493,-0.400713
38,7,0.168019
39,10931,1.47719
40,2151,1.5349
41,91,-0.4393
42,115,-0.830004
43,31,0.21154
44,658,0.43348
45,416,-0.326213
46,7009,-0.0579222
47,14,-0.262129
48,393,0.0591581
49,83,-0.447356
50,6028,-1.33137
51,41,-0.337178
52,1,-0.744372
53,47,-0.207291
54,122,0.717075
55,7436,0.571885
56,498,-0.343431
57,486,0.701887
58,376,-0.169629
59,31,0.176879
60,8384,1.09743
61,18,0.106275
62,970,0.630182
63,3879,0.296495
64,1,-0.863711
65,606,0.0232914
66,9859,0.180032
67,41,-0.375958
68,685,-0.581272
69,158,0.758954
70,5429,0.104194
71,1,-0.708031
72,33,-0.657094
73,15080,0.330002
74,1,-0.824255
75,18,0.104599
76,47,-0.255186
77,4,0.358404
78,152,-0.727033
79,123,-0.10323
80,103,-0.507089
81,31,0.191444
82,493,-0.393113
83,41,-0.341252
84,3245,0.660081
85,9,0.108492
86,13466,2.13484
87,2267,0.735478
88,1228,0.0567142
89,1732,-0.626068
90,18,0.109699
91,31,0.154328
92,13466,2.15953
93,2270,1.75774
94,491,-0.168504
95,2,0.206967
96,41,-0.409178
97,67,-0.441393
98,3395,0.634406
99,2198,-0.39135
100,18,0.0932522
101,726,0.0173683
102,4,0.462638
103,152,-0.686437
104,502,-0.584674
105,622,1.48704
106,4,0.404133
107,575,0.0680564
108,23824,-0.475393
109,47,-0.226328
110,195,1.1761
111,18,0.11214
112,20,0.840653
113,31,0.147942
114,1058,0.419808
115,11863,-0.690052
116,2043,-0.51256
117,4475,1.53614
118,376,-0.191469
119,31,0.177814
120,7437,0.259831
121,7929,-0.82876
122,39,0.364126
123,138,0.397541
124,1861,-0.887049
125,8,0.595407
126,9,0.0956124
127,165,-0.98648
