sample=252
orig_idx	token_id	token_str	shap_value
2	191	line	1.23113
34	1315	kill	1.06419
111	3372	listen	1.017
57	1928	someone	0.94685
62	2745	cold	0.721549
15	9303	clint	0.667157
64	57	but	0.66704
106	57	but	0.644033
32	421	going	0.548836
101	270	order	0.48895
98	23	his	0.479038
46	23	his	0.470338
70	98	character	0.451088
123	295	suspense	0.426403
69	23	his	0.394166
6	611	us	0.352852
86	17	not	0.348913
30	4	'	0.336868
109	795	wants	0.320727
28	2247	says	0.319005
88	80	about	0.316833
52	4	'	0.273784
1	31	the	0.256024
116	1091	result	0.25463
84	4	'	0.242431
18	3610	plagued	0.233471
122	126	with	0.218929
40	5063	purposely	0.198428
33	7	to	0.194197
13	4338	mouse	0.171926
126	7	to	0.165717
110	7	to	0.15308
112	7	to	0.144224
127	9	a	0.137172
68	7	to	0.136907
102	7	to	0.133721
55	7	to	0.132502
61	9	a	0.118345
7	9	a	0.108685
118	9	a	0.107895
108	233	one	0.106861
93	7	to	0.104932
107	127	no	0.092978
79	9	a	0.0903891
95	31	the	0.086468
115	31	the	0.0863338
35	31	the	0.0812431
9	2629	game	0.059277
58	18	.	0.0547972
71	18	.	0.050515
87	15177	shy	0.0470497
48	18	.	0.0454091
90	18	.	0.045335
114	18	.	0.0441487
26	18	.	0.00931468
14	18	.	-0.00188476
36	4096	president	-0.00520549
78	222	for	-0.0366775
56	8762	protect	-0.0479199
97	11	of	-0.0565476
77	1073	does	-0.0747521
41	2710	calls	-0.0776666
23	70	this	-0.0852726
3	11	of	-0.0903352
10	11	of	-0.0988312
11	32	cat	-0.100238
80	2527	reason	-0.101194
89	242	killing	-0.101287
19	167	by	-0.110086
117	41	is	-0.124172
100	82	in	-0.125068
103	2996	catch	-0.127302
119	63	film	-0.133042
22	82	in	-0.133268
74	1073	does	-0.13439
47	12546	buttons	-0.135981
63	14	,	-0.146708
81	14	,	-0.147865
37	14	,	-0.156878
75	14	,	-0.161504
105	14	,	-0.171365
65	67	very	-0.173781
49	370	he	-0.174977
83	370	he	-0.175158
39	370	he	-0.18038
124	42	that	-0.181052
29	370	he	-0.188168
43	14	,	-0.190649
92	416	has	-0.201698
73	370	he	-0.205315
25	63	film	-0.207356
17	41	is	-0.212127
120	42	that	-0.215278
0	82	in	-0.2322
76	370	he	-0.237006
20	889	john	-0.268156
53	152	s	-0.290214
85	152	s	-0.292938
51	9304	eastwood	-0.293693
91	9304	eastwood	-0.30268
72	624	everything	-0.303379
66	467	intelligent	-0.305039
31	152	s	-0.313094
113	363	him	-0.318783
44	33	and	-0.332351
96	17554	suspicions	-0.342671
125	27358	escalates	-0.350036
121	1	<unk>	-0.38528
38	33	and	-0.404667
82	33	and	-0.409158
104	1	<unk>	-0.419799
24	22452	riveting	-0.422911
59	1	<unk>	-0.443691
99	23151	superiors	-0.480094
16	9304	eastwood	-0.489468
27	1	<unk>	-0.490115
42	9304	eastwood	-0.495542
67	3371	mindset	-0.50863
54	4522	ability	-0.521303
5	1955	gives	-0.544647
12	33	and	-0.544693
21	1	<unk>	-0.553806
50	2763	questions	-0.571624
45	7918	pushes	-0.584205
94	1350	overcome	-0.626503
4	37	fire	-0.644209
8	165	great	-0.721438
60	1828	brings	-0.804757
