sample=28
orig_idx	token_id	token_str	shap_value
7	1343	plot	1.43779
96	7216	intentions	1.13995
17	195	up	1.00596
58	195	up	0.935787
35	4470	aboard	0.693118
55	413	woman	0.642037
111	4067	falls	0.582887
15	1101	quite	0.542955
92	23	his	0.536108
106	10191	inevitable	0.532642
124	206	evil	0.532446
75	839	members	0.508683
98	17	not	0.48211
50	1844	title	0.467535
95	23	his	0.380052
90	11874	smuggling	0.37422
83	1149	ship	0.325933
53	13302	boyish	0.306511
81	4	'	0.264197
16	2241	grown	0.256069
109	2767	our	0.241791
5	7	to	0.224681
6	31	the	0.221011
54	2255	young	0.209478
62	7256	owned	0.208249
72	450	she	0.198305
79	2767	our	0.195721
117	450	she	0.194682
22	31	the	0.178557
28	347	who	0.158115
9	16880	captains	0.151046
68	31	the	0.148627
44	31	the	0.146153
78	7	to	0.140692
41	9	a	0.140171
122	31	the	0.139315
87	31	the	0.137354
12	393	although	0.13067
113	31	the	0.1278
105	31	the	0.12451
2	9	a	0.123889
49	31	the	0.118497
60	9	a	0.109258
25	9	a	0.108383
32	9	a	0.10706
66	18	.	0.104439
46	18	.	0.103384
52	9	a	0.102458
104	18	.	0.0863162
36	9	a	0.0824096
11	18	.	0.0823258
120	18	.	0.0749777
84	18	.	0.0710632
70	6417	burns	0.0644208
85	156	however	0.0573011
77	19698	evacuated	0.00522544
27	16176	lad	-0.00648157
112	222	for	-0.0140063
118	222	for	-0.0143606
4	2220	deal	-0.018768
21	4991	partly	-0.0187967
93	985	mind	-0.024923
108	379	-	-0.0283607
110	16176	lad	-0.0344731
80	16176	lad	-0.0495568
97	226	are	-0.0500949
67	700	when	-0.0503325
45	1996	process	-0.0555139
121	82	in	-0.0667545
107	2156	ensues	-0.077742
42	1022	man	-0.0780198
48	11	of	-0.0862721
24	11	of	-0.0891774
19	47	it	-0.0924588
8	11	of	-0.0970542
63	167	by	-0.103696
89	416	has	-0.106336
64	708	her	-0.107258
43	82	in	-0.112954
76	226	are	-0.116142
91	135	on	-0.120851
34	3913	member	-0.126764
59	135	on	-0.134876
103	614	concerned	-0.150421
99	18361	honorable	-0.153709
51	41	is	-0.155229
71	14	,	-0.163699
13	370	he	-0.179482
61	26419	vessel	-0.182953
123	119	end	-0.184629
125	41	is	-0.188778
38	26419	vessel	-0.192755
86	14	,	-0.198156
29	41	is	-0.222208
20	41	is	-0.232036
102	41	is	-0.238967
65	2307	father	-0.254188
18	14	,	-0.258305
0	70	this	-0.285664
31	145	as	-0.286035
119	363	him	-0.313142
14	41	is	-0.318245
73	33	and	-0.337548
116	33	and	-0.361712
40	702	becomes	-0.363763
39	33	and	-0.370229
94	33	and	-0.370947
115	21602	moran	-0.37279
47	21602	moran	-0.37648
101	21602	moran	-0.381671
82	152	s	-0.382689
127	33	and	-0.413649
23	202	story	-0.432579
69	1	<unk>	-0.437944
57	4455	brought	-0.43952
114	1	<unk>	-0.463678
37	1	<unk>	-0.477163
33	2180	crew	-0.508892
74	2180	crew	-0.51665
56	582	also	-0.589405
30	1	<unk>	-0.592804
100	509	where	-0.604918
126	193	subdued	-0.697243
3	165	great	-0.783595
10	16273	courageous	-0.79281
88	11763	captain	-0.808869
26	5439	wealthy	-0.899899
1	7567	owes	-1.25945
