sample=5
orig_idx	token_id	token_str	shap_value
20	26275	64	2.20841
25	2142	excited	2.06691
92	7577	guns	1.76153
126	3114	blue	1.32961
15	1619	video	1.28892
69	175	too	1.13949
117	1516	exception	0.93404
5	158	there	0.901208
107	433	looks	0.863804
98	57	but	0.837208
49	825	days	0.810484
84	76	do	0.80645
45	6071	rented	0.706473
68	258	out	0.671083
7	421	going	0.663118
100	350	gets	0.652118
31	258	out	0.631221
53	623	got	0.577151
13	17	not	0.571156
54	783	through	0.563177
67	2803	gave	0.437833
85	17	not	0.43288
9	8	be	0.429256
14	645	enough	0.38093
123	627	instead	0.359553
56	259	whole	0.357026
115	126	with	0.31097
10	31	the	0.293959
18	31	the	0.290126
61	31	the	0.233268
37	31	the	0.224063
91	31	the	0.211718
90	936	sure	0.207189
6	88	was	0.200828
55	31	the	0.198741
116	31	the	0.197713
1	2	i	0.194808
8	7	to	0.183066
34	88	was	0.177767
111	2370	taken	0.173273
58	574	!	0.170614
60	574	!	0.168747
40	7	to	0.160269
59	574	!	0.15951
22	2	i	0.158711
64	7	to	0.155557
33	2	i	0.153239
110	88	was	0.152722
44	2	i	0.152079
94	9699	gadgets	0.144404
23	88	was	0.139922
52	2	i	0.133501
125	9	a	0.131995
73	9	a	0.122262
63	88	was	0.122235
127	6753	color	0.117657
103	9	a	0.103146
122	6753	color	0.102739
120	9	a	0.0938108
79	18	.	0.0925111
77	7	to	0.0861919
89	18	.	0.0732143
43	18	.	0.0672718
26	18	.	0.044535
72	18	.	0.0442053
19	20463	nintendo	0.0346306
101	1272	tired	0.028494
35	233	one	0.0117461
99	233	one	0.00865852
88	2629	game	-0.000658539
57	2629	game	-0.00465418
76	398	sequel	-0.0170919
62	2629	game	-0.0538559
16	2629	game	-0.0697934
36	11	of	-0.0738622
104	540	watch	-0.0739205
24	26	so	-0.0869861
118	11	of	-0.0945104
124	11	of	-0.107923
102	11	of	-0.115097
121	2119	red	-0.168544
113	376	from	-0.17515
97	14	,	-0.221558
47	222	for	-0.236922
42	47	it	-0.238081
109	47	it	-0.248266
50	14	,	-0.250865
27	700	when	-0.256295
46	47	it	-0.257144
17	222	for	-0.285103
71	3670	hints	-0.289224
70	228	much	-0.292349
28	47	it	-0.298759
65	4627	easy	-0.318367
21	14	,	-0.320163
32	14	,	-0.329734
87	70	this	-0.330677
38	73	first	-0.331067
2	73	first	-0.382411
119	943	being	-0.393771
95	226	are	-0.395807
0	700	when	-0.396228
12	41	is	-0.408833
96	3828	cool	-0.443804
106	42	that	-0.474739
39	2544	ones	-0.494654
86	886	rent	-0.518191
51	33	and	-0.55403
83	33	and	-0.554335
93	33	and	-0.561856
108	103	like	-0.564685
41	886	rent	-0.581959
30	778	came	-0.593565
82	383	advice	-0.620422
81	83	my	-0.621457
48	826	7	-0.631581
66	33	and	-0.632002
4	42	that	-0.64225
80	733	take	-0.708644
105	1	<unk>	-0.788129
75	1	<unk>	-0.791707
78	1	<unk>	-0.814926
74	1	<unk>	-0.851459
114	1	<unk>	-0.860626
11	289	world	-0.866873
3	1	<unk>	-1.10949
29	36	finally	-1.19724
112	716	right	-1.96557
