feature_idx,token_id,shap_value
0,9,0.123636
1,71,-0.0309356
2,2,0.200998
3,4,0.567305
4,575,0.251427
5,1065,0.5761
6,33,-0.642744
7,374,-0.624608
8,2542,-0.594478
9,102,0.166261
10,107,0.194411
11,179,0.762379
12,476,-0.733578
13,71,0.0509433
14,18,0.0737484
15,2,0.156074
16,73,-0.184283
17,554,-0.0575818
18,47,-0.235101
19,145,-0.454031
20,9,0.146298
21,1836,0.697115
22,33,-0.572891
23,597,-0.720391
24,31,0.259431
25,695,0.243464
26,33,-0.615637
27,31,0.246507
28,165,-0.846588
29,13108,-0.205427
30,1560,-0.215643
31,18,0.0638957
32,145,-0.473187
33,2,0.158477
34,623,0.575635
35,4386,0.726314
36,14,-0.195482
37,2,0.142
38,374,-0.473716
39,47,-0.193201
40,145,-0.477367
41,228,-0.251253
42,131,0.348204
43,102,0.117826
44,107,0.130215
45,604,0.149827
46,14,-0.213309
47,57,0.626755
48,373,-1.1588
49,3245,0.623078
50,7,0.216249
51,544,0.263989
52,11,-0.0860805
53,31,0.220123
54,5529,-0.706451
55,42,-0.234901
56,979,-0.563994
57,266,-0.460268
58,7,0.190195
59,935,0.988044
60,9,0.125644
61,274,-0.0809475
62,68,-0.498444
63,18,0.0470715
64,31,0.250957
65,579,0.105121
66,41,-0.227398
67,165,-0.670004
68,236,-0.118131
69,117,0.68145
70,1358,0.0943873
71,145,-0.407378
72,5,-0.356747
73,18,0.0689952
74,24843,-0.602349
75,254,0.466188
76,14,-0.206158
77,31,0.182642
78,2294,-0.126758
79,1680,-0.247036
80,14,-0.208593
81,31,0.195976
82,769,0.237268
83,41,-0.211945
84,245,0.259155
85,11,-0.0710508
86,4412,-0.407704
87,14,-0.187778
88,33,-0.541512
89,31,0.208385
90,96,1.82772
91,3214,-0.343432
92,47,-0.188375
93,544,0.254641
94,266,-0.476073
95,620,0.17532
96,18,0.0663831
97,47,-0.170084
98,4,0.427997
99,152,-0.586933
100,7727,0.173421
101,1557,1.12945
102,135,-0.315355
103,268,0.561405
104,5478,0.865982
105,4320,-0.583691
106,14,-0.228794
107,33,-0.494595
108,47,-0.175367
109,832,-0.182245
110,2743,-0.391069
111,11,-0.058667
112,7885,-0.0660343
113,33,-0.483533
114,9,0.143686
115,12432,-0.290873
116,1,-0.615665
117,908,0.0398372
118,7,0.196863
119,21485,0.206399
120,195,1.06203
121,31,0.175188
122,4,0.398981
123,2893,-0.382701
124,423,-0.192012
125,1022,-0.169564
126,4,0.447274
127,236,-0.114161
