sample=240
orig_idx	token_id	token_str	shap_value
122	20548	helpful	2.15381
9	296	hold	2.05109
123	2270	1	1.89114
54	3865	cross	1.66275
35	1199	cannot	1.47982
38	303	your	1.39935
66	1044	common	1.2696
82	422	down	1.0802
61	2615	must	1.02651
28	76	do	0.962807
116	443	believe	0.827802
125	76	do	0.788901
74	2847	screenplay	0.78815
87	486	away	0.781181
79	148	live	0.698657
19	4155	fate	0.654982
26	27996	wolverines	0.647537
96	23347	heed	0.609622
104	19	have	0.574938
126	17	not	0.553554
15	17	not	0.547188
29	17	not	0.519245
56	3872	street	0.507737
5	131	or	0.501769
17	23	his	0.461423
39	98	character	0.461044
108	131	or	0.415047
105	21	watched	0.350001
41	544	all	0.325761
127	506	include	0.299261
81	358	put	0.27897
76	766	long	0.25424
7	2	i	0.206413
60	2	i	0.192495
42	2	i	0.185305
27	2	i	0.180193
106	9	a	0.178217
73	1134	another	0.177121
89	31	the	0.168022
97	31	the	0.158716
115	2	i	0.155952
91	574	!	0.154262
103	2	i	0.151731
83	31	the	0.150756
65	31	the	0.149372
55	31	the	0.143902
95	7	to	0.135647
47	7	to	0.122815
13	18	.	0.113275
6	10214	whomever	0.108586
34	26	so	0.099456
67	204	good	0.0952364
92	637	if	0.084179
124	18	.	0.0825724
12	1596	mr	0.079057
57	18	.	0.0784999
2	18	.	0.069779
107	71	movie	0.0680252
80	18	.	0.0645722
30	636	know	0.0642686
43	636	know	0.0465236
46	306	give	0.0120974
72	2047	write	-0.0215088
99	11	of	-0.0423687
1	1596	mr	-0.0444874
20	11	of	-0.0570697
88	376	from	-0.0904657
119	257	find	-0.0910704
110	82	in	-0.166309
11	222	for	-0.183992
40	222	for	-0.198451
64	222	for	-0.210192
98	17739	pleading	-0.212271
36	1168	comment	-0.214537
113	14	,	-0.242751
112	749	life	-0.257331
53	3205	ladies	-0.261034
63	14	,	-0.263373
85	14	,	-0.270302
44	14	,	-0.271538
68	14	,	-0.279327
32	14	,	-0.281118
18	20250	rightful	-0.294166
59	14	,	-0.29519
102	14	,	-0.333325
24	167	by	-0.333657
86	5077	step	-0.34334
52	423	old	-0.350923
118	599	will	-0.36336
4	14	,	-0.365236
117	310	you	-0.373896
93	310	you	-0.378407
8	601	may	-0.39668
62	18316	insist	-0.400434
45	310	you	-0.402627
21	943	being	-0.411444
31	310	you	-0.411503
78	310	you	-0.414805
70	310	you	-0.421432
37	135	on	-0.423837
71	396	never	-0.464347
77	145	as	-0.499949
94	14394	refuse	-0.523681
69	42	that	-0.524559
75	145	as	-0.544448
111	83	my	-0.548343
49	33	and	-0.558581
114	33	and	-0.565337
0	11768	dear	-0.568337
58	685	still	-0.580448
120	83	my	-0.584469
109	595	two	-0.587926
33	33	and	-0.606425
22	8472	eaten	-0.67991
84	1	<unk>	-0.687563
121	1	<unk>	-0.7068
51	115	little	-0.710049
90	1	<unk>	-0.722389
10	4540	responsible	-0.723156
48	1	<unk>	-0.735247
101	2012	brains	-0.753608
100	7582	wounded	-0.776507
50	661	help	-0.824465
14	1	<unk>	-0.939718
3	1	<unk>	-1.01124
25	5471	rabid	-1.04409
16	4309	meeting	-1.14686
23	6406	alive	-1.28672
