sample=135
orig_idx	token_id	token_str	shap_value
1	3376	honestly	2.5373
118	622	they	1.74588
112	622	they	1.73615
91	622	they	1.47689
100	342	part	1.14931
104	1516	exception	1.10777
95	337	fart	1.09426
36	122	just	0.923505
38	158	there	0.890305
93	486	away	0.827089
67	839	members	0.795105
24	742	m	0.778227
111	209	which	0.684466
3	4	'	0.665858
13	2113	use	0.623355
6	39	what	0.597322
126	1157	group	0.563313
80	4	'	0.530303
34	4	'	0.513935
113	2113	use	0.488337
88	4	'	0.463378
23	4	'	0.460428
39	4	'	0.456926
45	1477	gay	0.433039
55	2646	fair	0.431981
77	17	not	0.425174
30	821	these	0.395445
102	126	with	0.378993
82	544	all	0.36481
98	31	the	0.31449
122	31	the	0.310053
2	1165	don	0.303151
29	9915	describing	0.288469
103	31	the	0.282971
22	2	i	0.267708
49	13062	necrophilia	0.265408
70	2	i	0.259206
0	2	i	0.255101
12	7	to	0.235969
96	5485	gags	0.234764
20	1091	result	0.217593
19	9	a	0.215112
26	9	a	0.213036
54	9	a	0.202033
27	644	hard	0.199303
41	9	a	0.193323
61	1378	several	0.143216
56	3017	amount	0.142727
43	3017	amount	0.123022
42	204	good	0.11811
107	2682	sketch	0.093973
123	23782	short-lived	0.087143
124	2682	sketch	0.0744926
109	24066	pizza	0.0651855
114	233	one	0.0607583
106	233	one	0.0542688
7	1466	words	0.0514631
32	18	.	0.0241346
64	18	.	0.0166131
63	18	.	0.0137949
76	18	.	0.0124335
117	18	.	0.0119082
90	18	.	0.00716251
85	18	.	0.00418311
25	874	having	-0.000928361
65	18	.	-0.00476622
68	18	.	-0.00516371
5	636	know	-0.00874079
99	44	most	-0.0206068
66	18	.	-0.025493
51	120	some	-0.062265
48	120	some	-0.0666832
105	11	of	-0.075132
121	11	of	-0.0799071
57	11	of	-0.081559
44	11	of	-0.110445
125	1525	comedy	-0.120216
33	726	let	-0.124786
74	11	of	-0.127309
97	222	for	-0.142102
108	3752	entitled	-0.183556
94	376	from	-0.222137
101	14	,	-0.222416
87	463	isn	-0.231175
110	82	in	-0.23323
62	17113	artificial	-0.247196
59	14	,	-0.247593
73	772	minute	-0.25411
53	14	,	-0.261665
47	14	,	-0.266708
21	14	,	-0.26878
50	14	,	-0.276643
79	47	it	-0.292563
119	943	being	-0.306314
14	82	in	-0.307984
46	2980	sex	-0.311583
8	2559	imdb	-0.329696
15	70	this	-0.333979
17	14	,	-0.345564
84	1636	humor	-0.351898
75	47	it	-0.355608
52	22751	incest	-0.363875
86	47	it	-0.386998
115	67	very	-0.425026
78	42	that	-0.455879
127	42	that	-0.469437
92	15981	stray	-0.474893
89	5	t	-0.566739
4	5	t	-0.634548
58	19149	masturbation	-0.684821
18	145	as	-0.728926
9	599	will	-0.752579
120	1	<unk>	-0.758621
69	33	and	-0.774185
60	33	and	-0.775998
72	190	every	-0.780208
83	336	crude	-0.791699
31	15645	shorts	-0.816042
81	152	s	-0.817624
35	152	s	-0.844795
71	597	loved	-0.902627
28	552	time	-0.940797
37	79	say	-0.951169
40	152	s	-0.962403
16	1886	review	-1.06844
11	331	me	-1.3911
116	141	well	-1.39605
10	771	allow	-1.67418
