feature_idx,token_id,shap_value
0,2,0.216061
1,1092,-1.17842
2,42,-0.595195
3,31,0.311232
4,6175,-0.692815
5,94,-0.46903
6,1296,-1.542
7,14,-0.380683
8,33,-0.741529
9,31,0.310727
10,1,-0.977446
11,582,-0.986893
12,6385,0.316114
13,141,-1.36014
14,18,0.0165347
15,47,-0.25619
16,416,-0.405729
17,31,0.269205
18,67,-0.556423
19,9961,-0.901426
20,798,0.172699
21,222,-0.151945
22,42,-0.388961
23,4244,0.233181
24,11,-0.0905046
25,552,-0.794474
26,18,-0.00772206
27,2,0.159354
28,1165,0.289861
29,4,0.46507
30,5,-0.477004
31,636,0.0939269
32,637,0.0213572
33,47,-0.290362
34,88,0.270057
35,31,0.232875
36,1182,1.02277
37,2939,-1.18935
38,131,0.529474
39,637,0.0129133
40,47,-0.341668
41,88,0.29738
42,474,-0.3704
43,18,0.0106602
44,120,-0.158853
45,11,-0.0706947
46,31,0.236974
47,104,-0.368675
48,121,2.1205
49,19,0.735032
50,664,-2.11631
51,11,-0.0560073
52,505,-0.542292
53,82,-0.146254
54,31,0.217674
55,2114,1.99396
56,18,0.0425104
57,2,0.173174
58,88,0.278874
59,117,0.777711
60,316,-1.00752
61,126,0.30642
62,31,0.295799
63,588,0.231096
64,11,-0.0779019
65,42,-0.387722
66,2905,-0.61584
67,18,0.0354925
68,31,0.236248
69,1119,-0.184565
70,98,0.612203
71,31,0.220399
72,1099,1.80718
73,582,-0.869316
74,6385,0.279776
75,141,-1.16058
76,14,-0.360293
77,450,0.0190464
78,1900,0.591479
79,611,0.169032
80,9,0.198178
81,1710,1.42663
82,14,-0.385691
83,3708,0.217238
84,413,0.945259
85,347,0.107862
86,1582,-0.124484
87,91,-0.388714
88,7,0.100313
89,2113,0.468695
90,419,0.780965
91,7,0.0857867
92,17617,0.806421
93,833,-0.313963
94,7,0.0729613
95,114,0.0342911
96,39,0.354883
97,450,0.0187317
98,795,0.651802
99,18,0.0359511
100,120,-0.208848
101,11,-0.0564511
102,31,0.227227
103,121,1.77811
104,94,-0.361277
105,3815,-1.93536
106,18,0.0505268
107,970,0.555806
108,157,-0.769928
109,47,-0.235702
110,88,0.267388
111,80,0.318309
112,2267,0.852396
113,891,0.518128
114,766,0.325926
115,14,-0.313353
116,57,0.740236
117,47,-0.215012
118,88,0.32392
119,396,-0.498411
120,2676,1.75398
121,18,0.0337133
122,9,0.219846
123,67,-0.419058
124,204,0.0482139
125,2172,-1.07441
126,71,0.0251719
127,18,0.0132668
