feature_idx,token_id,shap_value
0,47,-0.245181
1,88,0.427142
2,135,-0.217387
3,9,0.129339
4,3138,-0.201084
5,82,-0.154006
6,1,-0.699742
7,700,-0.121114
8,6981,0.442108
9,5443,-0.449183
10,1918,-0.68216
11,3172,0.91013
12,18,0.103744
13,2131,-0.546958
14,18,0.113153
15,1,-0.55568
16,256,-0.444498
17,23,0.516452
18,3863,-0.530122
19,14,-0.214032
20,8900,0.287091
21,1,-0.594959
22,23235,-0.473048
23,126,0.242178
24,23,0.565883
25,4325,0.18811
26,979,-0.525826
27,82,-0.0990626
28,31,0.209287
29,229,0.643824
30,11,-0.0727994
31,4889,0.575121
32,6370,-0.24635
33,18,0.0965449
34,487,0.000768452
35,1615,0.48795
36,3010,0.276409
37,14,-0.220803
38,1,-0.553876
39,88,0.256896
40,373,-1.00211
41,561,-0.331261
42,7,0.172098
43,4800,-0.732313
44,121,1.46613
45,11,-0.0482084
46,474,-0.182872
47,749,-0.0640596
48,126,0.294557
49,23,0.46654
50,1280,0.783575
51,14,-0.190827
52,33,-0.403498
53,1,-0.53109
54,230,-0.226334
55,783,0.458127
56,23,0.541858
57,15847,-0.190756
58,14,-0.238297
59,31,0.118393
60,1,-0.547002
61,14,-0.218508
62,145,-0.337165
63,637,0.0414825
64,9,0.107046
65,1,-0.490095
66,11,-0.0532187
67,552,-0.368423
68,94,-0.188497
69,13105,0.382095
70,82,-0.0997663
71,6823,-0.19309
72,18,0.109621
73,1732,-0.414828
74,14,-0.288998
75,1,-0.462079
76,4,0.367852
77,152,-0.404933
78,1,-0.482267
79,138,0.244947
80,1395,-0.611025
81,268,0.47365
82,681,-0.68686
83,1470,-0.288969
84,145,-0.286478
85,9,0.0974651
86,615,-0.414734
87,1088,0.39311
88,11,-0.0540333
89,1313,0.0243232
90,14,-0.228654
91,126,0.215976
92,1615,0.525477
93,78,0.452922
94,18093,1.09648
95,7,0.126025
96,885,0.906883
97,31,0.140677
98,1,-0.547691
99,42,-0.152935
100,88,0.314482
101,1369,0.321029
102,7,0.155624
103,8,0.363067
104,561,-0.287606
105,7,0.117602
106,540,-0.166977
107,78,0.449769
108,4933,-0.502711
109,14,-0.205593
110,131,0.345485
111,1,-0.40961
112,5984,0.370707
113,11760,-0.485659
114,783,0.517896
115,31,0.108373
116,1,-0.516904
117,11,-0.0471994
118,31,0.174203
119,1,-0.430045
120,18,0.115432
121,156,0.00897486
122,14,-0.218812
123,31,0.15973
124,15847,-0.201306
125,510,-0.22036
126,4,0.365527
127,5,-0.170617
