sample=20
orig_idx	token_id	token_str	shap_value
68	121	scenes	1.16486
78	622	they	0.933333
97	183	actors	0.817536
76	5341	knowing	0.65525
110	57	but	0.587305
12	8453	curiosity	0.564193
107	1998	roles	0.461195
58	268	an	0.455264
102	1065	seen	0.43923
72	970	even	0.43213
28	23	his	0.425033
13	80	about	0.386253
55	158	there	0.367867
20	1842	directed	0.364496
41	80	about	0.346198
100	4	'	0.332628
56	4	'	0.303867
88	1349	helps	0.26029
116	4	'	0.253963
19	88	was	0.242552
10	9	a	0.192336
6	3893	yesterday	0.18216
8	2	i	0.180088
44	1118	relationship	0.178821
25	4450	starring	0.177271
101	575	ve	0.152652
90	31	the	0.150561
108	604	before	0.150109
0	2	i	0.14681
42	9	a	0.146117
39	9	a	0.141639
79	4	'	0.13905
127	31	the	0.134948
37	7	to	0.132194
47	9	a	0.123835
73	102	more	0.116202
46	1796	involves	0.105707
118	44	most	0.101951
99	2	i	0.0975469
9	407	had	0.0909374
122	2	i	0.0852372
35	2	i	0.0835472
11	5177	certain	0.0791494
3	71	movie	0.0746302
7	18	.	0.0738461
34	18	.	0.072697
98	18	.	0.0711456
111	2	i	0.0683976
103	2964	martin	0.065271
32	2964	martin	0.0552234
52	18	.	0.0496347
40	71	movie	0.0461678
83	18	.	0.0456797
85	440	course	0.0379237
80	741	re	0.0204301
82	2593	related	-0.0140276
126	376	from	-0.0160416
124	3718	recall	-0.0255469
51	2149	son	-0.0329441
105	82	in	-0.035805
94	226	are	-0.0458157
53	139	naturally	-0.0461639
113	70	this	-0.0509028
87	47	it	-0.0519678
71	226	are	-0.0530083
69	11	of	-0.0610648
5	387	tv	-0.0660971
92	11	of	-0.072508
16	943	being	-0.0750308
84	11	of	-0.0858163
77	42	that	-0.109467
59	6817	instant	-0.113576
45	42	that	-0.130949
121	42	that	-0.131298
2	70	this	-0.131465
123	2166	mostly	-0.134844
93	230	them	-0.139681
86	14	,	-0.13986
75	14	,	-0.14865
91	595	two	-0.151926
109	14	,	-0.156131
54	14	,	-0.156302
89	42	that	-0.161931
21	167	by	-0.162363
15	14	,	-0.163864
31	14	,	-0.164527
67	837	their	-0.165659
65	14	,	-0.16578
14	47	it	-0.174771
18	47	it	-0.177225
114	41	is	-0.181492
104	2965	sheen	-0.184478
17	42	that	-0.186817
63	33	and	-0.238898
117	152	s	-0.239468
4	135	on	-0.246353
95	919	both	-0.246686
57	152	s	-0.248758
70	7115	conflict	-0.249454
119	3267	intense	-0.25063
43	9852	father-son	-0.25164
33	2965	sheen	-0.258136
49	2307	father	-0.26325
62	2965	sheen	-0.267377
81	1887	actually	-0.280851
106	3267	intense	-0.293901
1	4639	caught	-0.308049
125	363	him	-0.308165
50	33	and	-0.322894
112	1092	think	-0.326082
66	33	and	-0.331073
27	33	and	-0.33749
115	1	<unk>	-0.351305
23	1	<unk>	-0.365021
120	1	<unk>	-0.376078
74	3267	intense	-0.378011
96	1354	terrific	-0.380748
61	790	between	-0.38523
24	33	and	-0.391997
29	6128	real-life	-0.405608
64	1	<unk>	-0.420644
22	1	<unk>	-0.425196
48	6128	real-life	-0.426638
38	321	see	-0.433495
60	4729	chemistry	-0.458634
26	363	him	-0.460787
36	820	love	-0.600832
30	1875	dad	-1.26911
