sample=99
orig_idx	token_id	token_str	shap_value
40	4335	count	2.00805
83	982	worst	1.75405
1	168	creative	1.53128
12	935	make	1.4318
96	4142	disappointing	1.2071
3	2005	behind	1.15778
8	19	have	1.10408
48	1685	steve	1.09127
14	529	better	1.04258
56	4786	atrocious	1.04238
101	168	creative	0.953186
103	2005	behind	0.827256
74	1202	matter	0.818502
44	6054	provides	0.78353
91	2228	might	0.775686
5	18837	almighty	0.758853
67	529	better	0.745933
78	18837	almighty	0.741423
118	18837	almighty	0.701285
89	57	but	0.693439
6	124	really	0.681851
51	1140	wrote	0.605677
93	8	be	0.571017
80	4	'	0.560534
47	970	even	0.548471
21	4	'	0.526954
99	1844	title	0.471061
115	4	'	0.449273
54	767	last	0.439875
123	7185	jim	0.420145
9	248	been	0.419777
53	1842	directed	0.388792
0	31	the	0.316793
82	31	the	0.245731
126	31	the	0.241396
98	31	the	0.224266
66	744	done	0.222921
42	31	the	0.221426
70	31	the	0.219697
94	31	the	0.213277
104	31	the	0.207042
61	9	a	0.204759
86	31	the	0.203294
16	18	.	0.192784
49	27124	oedekerk	0.18427
45	18	.	0.184218
17	4450	starring	0.182494
73	31	the	0.181349
37	9	a	0.180149
32	404	director	0.169825
119	18	.	0.167256
109	9	a	0.165981
13	9	a	0.162524
69	18	.	0.152379
97	18	.	0.151492
127	1098	lead	0.097887
113	7	to	0.0653781
11	7	to	0.0605483
7	247	should	0.0584519
41	107	than	0.0511785
50	347	who	0.0205108
95	44	most	0.0142961
46	5126	hell	-0.0456094
18	233	one	-0.0503564
85	11	of	-0.0652654
77	18836	evan	-0.0657057
122	407	had	-0.0671373
111	11	of	-0.0717374
19	11	of	-0.0783102
35	233	one	-0.0833012
72	11	of	-0.0911223
20	908	america	-0.0937008
57	23823	barnyard	-0.10208
125	82	in	-0.114336
4	18836	evan	-0.135026
110	398	sequel	-0.14396
28	18309	ace	-0.175158
90	47	it	-0.184836
106	8795	suggest	-0.219473
114	9253	2003	-0.240996
36	2491	expects	-0.27884
79	463	isn	-0.280755
34	22906	shadyac	-0.29198
102	169	team	-0.293754
88	2230	season	-0.303285
65	416	has	-0.320234
120	42	that	-0.327873
81	5	t	-0.349688
71	255	fact	-0.361478
2	169	team	-0.398085
27	167	by	-0.406942
107	70	this	-0.411286
76	42	that	-0.418006
64	87	here	-0.432599
108	41	is	-0.449993
58	14	,	-0.458623
75	41	is	-0.471261
87	412	summer	-0.521072
23	6096	favourite	-0.526737
15	63	film	-0.545162
31	1536	detective	-0.552168
59	33	and	-0.580876
33	2478	tom	-0.587206
10	561	able	-0.635687
30	9145	pet	-0.644909
39	2597	laugh	-0.646102
52	33	and	-0.655878
29	18310	ventura	-0.666058
62	581	writing	-0.684451
68	979	work	-0.693932
117	3954	bruce	-0.698135
105	495	picture	-0.708144
100	33	and	-0.713396
25	33	and	-0.716318
112	262	sorts	-0.721443
84	495	picture	-0.741207
55	553	years	-0.775207
121	495	picture	-0.77539
43	495	picture	-0.775567
116	152	s	-0.840843
22	152	s	-0.909645
38	7045	higher	-0.920013
24	1	<unk>	-0.923007
63	6850	credit	-0.940185
124	6632	carrey	-0.943261
60	1	<unk>	-0.954189
26	1	<unk>	-1.0313
92	141	well	-1.36142
