feature_idx,token_id,shap_value
0,70,-0.573177
1,41,-0.551517
2,9,0.0445302
3,3745,0.940771
4,11,-0.16484
5,2321,1.85239
6,6649,1.2097
7,1912,-0.841764
8,149,-0.274603
9,103,-0.5852
10,1162,-1.05986
11,33,-0.723008
12,2,0.258468
13,636,-0.0232669
14,39,0.503018
15,310,-0.556728
16,154,0.0446818
17,767,0.454858
18,412,-0.779178
19,18,0.01234
20,31,0.24636
21,202,-0.885199
22,41,-0.413954
23,68,-0.632268
24,14,-0.347607
25,120,-0.186987
26,26995,0.542993
27,1667,-0.207213
28,2244,2.83725
29,9,0.05406
30,6270,-0.424618
31,135,-0.380576
32,31,0.233335
33,3859,0.125776
34,4,0.488399
35,7523,0.121942
36,13464,-1.28733
37,57,0.614381
38,669,0.49399
39,950,-0.741343
40,1468,1.13007
41,18,0.0357953
42,704,-0.566913
43,1468,1.07775
44,18,0.0409929
45,700,-0.317478
46,310,-0.578713
47,540,-0.186401
48,31,0.225983
49,71,0.0182676
50,310,-0.531897
51,636,0.00372094
52,39,0.414863
53,4,0.38038
54,1230,0.203748
55,1226,0.469428
56,604,-0.151569
57,47,-0.3216
58,2675,0.289036
59,544,0.220896
60,31,0.212007
61,552,-0.766983
62,14,-0.356438
63,17,0.367194
64,204,-0.0865867
65,637,-0.00598255
66,9,0.0389527
67,71,0.0251485
68,2244,2.37871
69,7,0.121814
70,8,0.288142
71,1367,0.617297
72,18,0.0321268
73,31,0.201236
74,183,1.35174
75,226,-0.355149
76,1101,0.557094
77,2295,0.85406
78,33,-0.653479
79,31,0.196449
80,5717,0.0183115
81,226,-0.371837
82,1838,-0.515942
83,236,-0.218158
84,487,-0.15763
85,544,0.164605
86,14,-0.299932
87,622,1.22365
88,4,0.42457
89,741,-0.372368
90,5869,-1.02277
91,254,0.391562
92,26,-0.105192
93,2,0.179392
94,4,0.385546
95,1230,0.198948
96,306,-0.210319
97,47,-0.272448
98,595,-0.890999
99,258,0.566746
100,11,-0.107428
101,3500,0.512792
102,135,-0.487346
103,31,0.163857
104,25622,-0.137997
105,4,0.370373
106,931,0.329905
107,4,0.377021
108,1,-0.807635
109,18,0.0185761
110,0,-0.0517734
111,0,-0.074215
112,0,-0.0686266
113,0,-0.0619909
114,0,-0.0967763
115,0,-0.0675266
116,0,-0.0683628
117,0,-0.0673626
118,0,-0.062408
119,0,-0.059132
120,0,-0.0587314
121,0,-0.0752418
122,0,-0.0830708
123,0,-0.0811639
124,0,-0.0594755
125,0,-0.0692869
126,0,-0.0979966
127,0,-0.07506
