sample=83
orig_idx	token_id	token_str	shap_value
54	272	off	1.17215
120	272	off	1.11839
20	3163	male	1.10837
98	303	your	1.10526
124	16522	greece	0.811462
99	1116	idea	0.735583
89	198	guys	0.714715
27	122	just	0.690151
122	421	going	0.593656
83	57	but	0.583631
51	650	takes	0.532939
70	23	his	0.509973
126	4	'	0.491028
52	23	his	0.481656
108	17	not	0.438733
116	4	'	0.436356
31	23	his	0.430856
43	4	'	0.413421
2	4533	tell	0.3848
45	657	deprived	0.353416
90	126	with	0.33974
11	7700	streets	0.338727
10	31	the	0.336427
118	358	put	0.319981
112	31	the	0.30641
25	31	the	0.288397
87	126	with	0.28053
93	3055	showing	0.271043
14	9	a	0.256903
21	10231	prostitute	0.247791
104	356	then	0.242669
4	9	a	0.234049
67	31	the	0.230235
19	9	a	0.230071
109	1424	avoid	0.215788
68	1091	result	0.192927
101	9	a	0.19001
55	9	a	0.181291
123	7	to	0.159914
29	7	to	0.155904
102	204	good	0.117634
28	407	had	0.104952
88	513	pretty	0.103076
7	233	one	0.0926147
61	26	so	0.0910551
121	1394	ever	0.077543
16	404	director	0.0603542
107	637	if	0.0603305
38	636	know	0.0556853
95	637	if	0.0547731
30	636	know	0.02931
46	18	.	0.0259754
36	18	.	0.0183136
81	18	.	0.0181555
41	18	.	0.0115691
39	18	.	0.00838916
114	18	.	0.00588486
34	18	.	0.00553088
94	18	.	0.00160643
35	18	.	-3.66317e-05
48	18	.	-0.00117454
47	18	.	-0.00773242
82	18	.	-0.0093665
6	18	.	-0.00948754
80	18	.	-0.0143443
63	18	.	-0.014894
72	18	.	-0.017092
60	18	.	-0.0177279
59	18	.	-0.0181119
40	18	.	-0.018949
58	18	.	-0.020169
73	13788	repulsive	-0.0332221
33	15	because	-0.0490929
84	11	of	-0.0734287
85	440	course	-0.0736926
69	11	of	-0.0904701
100	11	of	-0.111675
12	11	of	-0.125849
0	726	let	-0.156614
96	70	this	-0.160689
64	70	this	-0.168636
23	1159	decided	-0.181488
97	41	is	-0.18502
106	14	,	-0.199296
8	3138	day	-0.207526
115	47	it	-0.221587
78	14	,	-0.227773
125	42	that	-0.236326
66	41	is	-0.237485
17	27036	bumped	-0.253928
76	14	,	-0.254657
103	63	film	-0.266921
71	7424	revelation	-0.26741
110	47	it	-0.275891
74	14	,	-0.27712
111	103	like	-0.29185
65	63	film	-0.298869
24	42	that	-0.306377
37	310	you	-0.30977
50	370	he	-0.312127
79	24582	misogynist	-0.312153
15	63	film	-0.318362
9	135	on	-0.319181
91	837	their	-0.325281
42	370	he	-0.325402
62	135	on	-0.325811
105	547	enjoy	-0.327342
77	21358	homophobic	-0.367888
3	310	you	-0.39045
117	152	s	-0.424357
75	1	<unk>	-0.466383
49	33	and	-0.496967
86	3430	filled	-0.498234
57	33	and	-0.501625
44	152	s	-0.508212
92	1	<unk>	-0.511951
113	2645	plague	-0.536308
22	33	and	-0.551289
18	368	into	-0.561896
127	152	s	-0.5632
13	1	<unk>	-0.578466
26	289	world	-0.680976
32	202	story	-0.758568
119	331	me	-0.766197
5	202	story	-0.860092
56	46	lot	-1.11691
53	15550	shirt	-1.18432
1	331	me	-1.24099
