sample=111 explainer=permutation target=0 sample_size=128
detokenized_full_text: i recently had the pleasure of meeting mr . <unk> at the 2005 <unk> film festival for the u . s . premier of this film . not only was he gracious enough to <unk> my copy of blade runner , he took the time to answer some questions about the film before screening the room for a packed theatre . i was so impressed by the film that i used it as the <unk> by which to compare all other films i had seen at the festival . it was powerful and moving , yet subtle and brief . the film tells the story of how a young man , ( older version played by <unk> ) one day finds himself entranced by a seemingly ordinary room
idx	token_id	token_str	shap_value
0	2	i	0.02889084815979004
1	2525	recently	-0.10820877552032471
2	407	had	0.06601428985595703
3	31	the	0.23500651121139526
4	4433	pleasure	0.15315663814544678
5	11	of	-1.4879847168922424
6	4309	meeting	-5.3533196449279785
7	1596	mr	0.0985724925994873
8	18	.	0.11227643489837646
9	1	<unk>	-0.20575129985809326
10	90	at	-0.12621772289276123
11	31	the	1.4370686411857605
12	13432	2005	-0.36312901973724365
13	1	<unk>	-0.21220004558563232
14	63	film	-0.5246008634567261
15	1642	festival	2.1550022959709167
16	222	for	-0.014582633972167969
17	31	the	-0.01697230339050293
18	555	u	0.05025339126586914
19	18	.	0.12831884622573853
20	152	s	-0.07787013053894043
21	18	.	0.04964578151702881
22	11685	premier	0.13358068466186523
23	11	of	-0.07103312015533447
24	70	this	-0.016710877418518066
25	63	film	-0.044942617416381836
26	18	.	0.07065558433532715
27	17	not	0.8571748733520508
28	20	only	0.17080652713775635
29	88	was	0.20919382572174072
30	370	he	-0.05010557174682617
31	8482	gracious	0.007388710975646973
32	645	enough	0.13164865970611572
33	7	to	0.9012734889984131
34	1	<unk>	-1.7581461071968079
35	83	my	-0.05422639846801758
36	491	copy	0.03232884407043457
37	11	of	-0.03690969944000244
38	10928	blade	0.15798485279083252
39	10929	runner	0.13411247730255127
40	14	,	-0.14094388484954834
41	370	he	-1.0723167061805725
42	3019	took	-1.0900351703166962
43	31	the	0.002543807029724121
44	552	time	-0.10547125339508057
45	7	to	0.019482970237731934
46	3996	answer	0.08734405040740967
47	120	some	-0.006676435470581055
48	2763	questions	-0.30163252353668213
49	80	about	0.8856845796108246
50	31	the	-0.014428019523620605
51	63	film	-0.043300747871398926
52	604	before	0.15251779556274414
53	3185	screening	-0.8932300508022308
54	31	the	-0.008364319801330566
55	3404	room	0.3311913013458252
56	222	for	-0.4261643886566162
57	9	a	0.06822609901428223
58	3746	packed	0.014005780220031738
59	3737	theatre	0.20584344863891602
60	18	.	0.08835184574127197
61	2	i	-0.30415868759155273
62	88	was	2.152699649333954
63	26	so	-0.008649945259094238
64	316	impressed	-0.4756588935852051
65	167	by	-0.047708868980407715
66	31	the	-0.017504096031188965
67	63	film	-0.03158867359161377
68	42	that	-0.02438807487487793
69	2	i	0.009107112884521484
70	85	used	0.09911143779754639
71	47	it	-0.03687107563018799
72	145	as	-1.696161150932312
73	31	the	-0.012227416038513184
74	1	<unk>	-0.15065515041351318
75	167	by	-0.048660993576049805
76	209	which	0.3661254644393921
77	7	to	0.03238654136657715
78	146	compare	0.08768367767333984
79	544	all	0.7241503000259399
80	476	other	-1.6784186959266663
81	25	films	0.12231600284576416
82	2	i	0.011308789253234863
83	407	had	0.1197514533996582
84	1065	seen	0.13892602920532227
85	90	at	-0.6439301669597626
86	31	the	0.27629756927490234
87	1642	festival	0.21706557273864746
88	18	.	0.055458784103393555
89	47	it	0.02924168109893799
90	88	was	2.1526995301246643
91	3063	powerful	-0.3826354742050171
92	33	and	-0.10541212558746338
93	136	moving	-0.039582252502441406
94	14	,	-0.08434092998504639
95	1163	yet	0.010980486869812012
96	7039	subtle	-0.499783992767334
97	33	and	-0.10777103900909424
98	7309	brief	0.09768116474151611
99	18	.	0.1489715576171875
100	31	the	0.008581161499023438
101	63	film	-0.09103786945343018
102	894	tells	-0.21019291877746582
103	31	the	0.29919862747192383
104	202	story	-0.18449831008911133
105	11	of	-0.01359260082244873
106	91	how	-0.3131047487258911
107	9	a	0.2064039707183838
108	2255	young	0.07828307151794434
109	1022	man	-0.08802032470703125
110	14	,	-0.07704770565032959
111	236	(	-0.1148984432220459
112	4386	older	0.28274691104888916
113	612	version	-0.041672706604003906
114	2188	played	-0.15004563331604004
115	167	by	-0.0728461742401123
116	1	<unk>	-0.202467679977417
117	254	)	0.12983107566833496
118	233	one	0.3075888156890869
119	3138	day	-0.007572650909423828
120	1970	finds	-0.025095820426940918
121	365	himself	0.7878972291946411
122	13285	entranced	1.0515244603157043
123	167	by	-0.03627669811248779
124	9	a	0.06568324565887451
125	4815	seemingly	-0.4554849863052368
126	4910	ordinary	0.09256505966186523
127	3404	room	0.263408899307251
