feature_idx,token_id,shap_value
0,1521,0.821281
1,1585,-1.08657
2,14,-0.371032
3,31,0.180856
4,2794,1.02004
5,1,-0.838519
6,18933,0.464538
7,88,0.251259
8,459,0.67942
9,7,0.167585
10,9,0.0765103
11,2197,-1.11166
12,11,-0.0806552
13,1,-0.818054
14,137,-0.602487
15,25,0.449569
16,4450,0.175534
17,268,0.700259
18,560,2.37322
19,126,0.208325
20,31,0.161927
21,9393,-0.938046
22,2794,0.801021
23,21967,-0.96935
24,8612,-0.873001
25,18,0.153058
26,393,0.0650031
27,127,0.0161996
28,1,-0.921303
29,11,-0.049599
30,31,0.144762
31,3413,-0.55462
32,14,-0.296099
33,622,1.37332
34,6040,0.622299
35,5499,-1.39125
36,2172,-0.864199
37,25,0.415197
38,222,-0.191936
39,977,-0.414392
40,126,0.257618
41,9,0.126183
42,304,0.0291585
43,6053,0.289689
44,222,-0.131088
45,15046,0.56596
46,18,0.174652
47,47,-0.0553351
48,41,-0.305007
49,3007,0.699108
50,2330,-1.52813
51,1124,-0.52206
52,18933,0.397065
53,236,-0.166323
54,131,0.231755
55,10214,0.037678
56,254,0.436594
57,138,0.333192
58,602,0.0943841
59,7,0.144236
60,935,0.929391
61,9,0.0995147
62,63,-0.452894
63,42,-0.281274
64,138,0.393158
65,1714,-0.443045
66,1493,-0.459938
67,1515,-0.439356
68,4,0.349772
69,152,-0.640179
70,8397,0.914218
71,1192,-0.12415
72,14,-0.240011
73,31,0.123848
74,63,-0.392375
75,42,-0.349824
76,1,-0.786331
77,31,0.101895
78,628,0.563386
79,11,-0.0358661
80,1,-0.838373
81,25,0.370245
82,82,-0.108097
83,1412,-0.266851
84,1413,0.00625422
85,18,0.153585
86,57,0.727192
87,42,-0.292351
88,4,0.32928
89,152,-0.689709
90,39,0.314529
91,70,-0.216591
92,41,-0.317248
93,14,-0.181053
94,9,0.106398
95,4148,0.887921
96,1714,-0.598653
97,135,-0.191563
98,31,0.1343
99,1515,-0.399807
100,63,-0.411827
101,236,-0.1643
102,31,0.141849
103,4727,-0.010787
104,1515,-0.506092
105,347,0.0692343
106,827,0.435166
107,82,-0.0421632
108,70,-0.340901
109,71,0.101365
110,2362,-0.314743
111,7,0.104364
112,680,-0.199665
113,23,0.484914
114,19344,0.120584
115,7,0.127298
116,2597,-0.538312
117,633,-0.307341
118,7,0.148349
119,992,0.770134
120,379,-0.098879
121,9,0.135713
122,1935,0.605575
123,14859,-0.874721
124,82,-0.0759177
125,179,0.610862
126,3413,-0.704631
127,254,0.395066
