feature_idx,token_id,shap_value
0,9,0.0700498
1,497,0.466251
2,9137,-0.0703819
3,33,-0.835767
4,2151,1.94715
5,19,0.97892
6,31,0.244906
7,446,-0.328356
8,6964,0.367121
9,11,-0.140032
10,11531,-0.810282
11,258,0.874212
12,124,0.810602
13,1440,0.147711
14,33,-0.818018
15,709,0.423921
16,9020,-0.240425
17,236,-0.20118
18,222,-0.169222
19,9,0.0954906
20,204,0.0303143
21,2527,-0.225508
22,254,0.552246
23,1888,-0.178356
24,2266,-0.718316
25,33,-0.702136
26,356,0.281556
27,10797,-0.952673
28,333,1.32309
29,230,-0.324041
30,1236,-0.589464
31,31,0.140486
32,13154,-0.79859
33,11,-0.0914389
34,1,-0.924778
35,22037,0.613588
36,11864,-0.917798
37,103,-0.425703
38,7230,-1.24167
39,7566,-1.54339
40,5803,-0.306638
41,2574,0.566131
42,18,0.129708
43,5500,-0.453025
44,9,0.0877009
45,46,-1.15237
46,11,-0.0889523
47,78,0.694189
48,76,0.837234
49,70,-0.330745
50,14,-0.207526
51,57,0.788484
52,622,1.59469
53,540,-0.111176
54,149,-0.138873
55,103,-0.457765
56,31,0.156699
57,18990,-0.267
58,6955,0.771631
59,14,-0.192956
60,2035,1.35512
61,780,-0.302858
62,14061,0.248381
63,2767,0.317742
64,2380,-0.415958
65,33,-0.573357
66,2012,-0.789496
67,126,0.294541
68,514,-0.310096
69,103,-0.44864
70,31,0.144889
71,1,-0.720534
72,1,-0.885423
73,1888,-0.173063
74,18,0.104248
75,33,-0.546147
76,14,-0.229308
77,13847,-0.568117
78,14,-0.186752
79,70,-0.288413
80,41,-0.39215
81,9,0.0971685
82,1,-0.952216
83,197,1.33431
84,71,0.146021
85,574,0.113245
86,780,-0.302021
87,4078,0.331192
88,22075,0.423325
89,14,-0.212737
90,126,0.331384
91,7093,-0.0359888
92,17588,0.713194
93,1125,-0.546544
94,1188,0.415531
95,31,0.121108
96,2424,-0.263681
97,5286,0.737047
98,18,0.118666
99,70,-0.316609
100,41,-0.34384
101,14,-0.151696
102,11,-0.115168
103,440,-0.27804
104,14,-0.190212
105,7,0.132647
106,3917,0.0260943
107,4145,0.604696
108,7,0.168319
109,611,0.165461
110,6114,0.953959
111,2320,1.44032
112,42,-0.323381
113,31,0.102278
114,202,-0.794127
115,41,-0.282112
116,400,1.8682
117,7,0.17795
118,733,-0.649885
119,651,-0.318052
120,82,-0.130775
121,31,0.128342
122,6981,0.333578
123,2807,-0.0392946
124,33,-0.589128
125,17,0.43886
126,82,-0.173332
127,404,0.0882586
