feature_idx,token_id,shap_value
0,18094,0.457759
1,1,-0.969579
2,4,0.518277
3,31,0.197631
4,671,-0.179956
5,33,-0.499602
6,31,0.267775
7,6783,0.129225
8,88,0.410214
9,1790,-0.377099
10,167,-0.310618
11,31,0.134773
12,592,-0.538518
13,222,-0.0163464
14,3811,2.64929
15,11401,-0.136659
16,131,0.344182
17,958,0.964051
18,553,-0.648183
19,372,-0.54485
20,31,0.137935
21,848,-1.2674
22,1105,-0.17997
23,700,-0.0869942
24,47,-0.0878698
25,1,-0.62361
26,33,-0.56185
27,970,0.50504
28,1900,0.533399
29,195,1.01267
30,135,-0.168342
31,4420,-0.112683
32,18,0.114092
33,82,-0.118691
34,31,0.18069
35,13605,-0.0268054
36,47,-0.0830018
37,407,0.0231169
38,15038,-0.453541
39,82,-0.0981233
40,4606,-1.15646
41,15,-0.0671662
42,21601,0.0497038
43,1,-0.593799
44,4,0.313415
45,152,-0.418096
46,31,0.182475
47,6908,1.07575
48,4310,-0.562883
49,2029,-0.153477
50,407,0.0553485
51,12282,0.196292
52,42,-0.223213
53,31,0.117531
54,13471,-0.568762
55,18040,-0.0581284
56,379,-0.0409101
57,11818,-0.0279365
58,12715,0.140917
59,2847,0.434254
60,222,-0.0595521
61,4310,-0.458489
62,88,0.340734
63,1557,0.917235
64,135,-0.186045
65,1,-0.521436
66,4,0.324858
67,2847,0.399216
68,87,-0.235333
69,18,0.124517
70,145,-0.349278
71,41,-0.205022
72,5495,0.840099
73,82,-0.0549427
74,31,0.182781
75,1845,0.456011
76,11,-0.0812183
77,70,-0.148587
78,18559,0.364737
79,222,-0.0143613
80,31,0.17302
81,63,-0.21397
82,135,-0.178811
83,31,0.113162
84,2559,0.0165327
85,10489,-0.582429
86,7915,-0.0149824
87,14,-0.193331
88,1,-0.604761
89,16677,0.367707
90,708,-0.10685
91,196,1.29696
92,18,0.145557
93,158,0.516349
94,226,-0.184206
95,80,0.29956
96,8544,-1.00121
97,15127,-0.535548
98,347,0.113079
99,733,-0.364474
100,980,0.498844
101,2460,0.0106685
102,126,0.27779
103,31,0.104267
104,749,-0.0348523
105,11,-0.057571
106,2282,-0.445425
107,18815,0.366098
108,4310,-0.456803
109,31,0.125489
110,21863,0.0323086
111,236,-0.123587
112,28261,-0.279088
113,10669,-0.197844
114,379,-0.0193028
115,31,0.113107
116,2140,-0.105381
117,1,-0.519736
118,5290,-0.696216
119,254,0.31758
120,14,-0.236881
121,1,-0.481389
122,4,0.304376
123,152,-0.431028
124,1,-0.597708
125,14,-0.24307
126,3710,-0.190053
127,14,-0.257792
