sample=96 explainer=permutation target=0 sample_size=128
detokenized_full_text: i gave this movies a 7 out of 10 . i think the general dislike of this movie is due to people not really understanding the plot . if you think about the story line this movie actually makes perfect sense , it just doesn ' t ever give you a <unk> explanation . its true that the special effects are sub-par and it appears semi low budget , but i think the originality of the plot keeps you drawn in . people say that the vampire genre is overdone and clichéd out , but with bled , what you get is not your conventional vampire flick . its a <unk> reality story- line with a <unk> life spin on it . i loved it . the only
idx	token_id	token_str	shap_value
0	2	i	0.34771811962127686
1	2803	gave	0.14366650581359863
2	70	this	-0.2015017569065094
3	149	movies	-0.05075812339782715
4	9	a	0.13260197639465332
5	826	7	-4.179246485233307
6	258	out	0.5152821429073811
7	11	of	-0.04638552665710449
8	516	10	0.7382142692804337
9	18	.	0.05358386039733887
10	2	i	0.05980205535888672
11	1092	think	-0.27028191089630127
12	31	the	0.03990936279296875
13	302	general	-0.7995957732200623
14	2048	dislike	-0.07478713989257812
15	11	of	-0.10826924443244934
16	70	this	-0.011120796203613281
17	71	movie	0.041033029556274414
18	41	is	-0.12094783782958984
19	3245	due	0.22050905227661133
20	7	to	0.04616168141365051
21	78	people	0.49199172854423523
22	17	not	0.43847958371043205
23	124	really	0.47544336318969727
24	2509	understanding	0.19462436437606812
25	31	the	0.21626830101013184
26	1343	plot	1.648987516760826
27	18	.	0.008721113204956055
28	637	if	-0.058758050203323364
29	310	you	-2.2486186027526855
30	1092	think	-1.2041724771261215
31	80	about	0.18023335933685303
32	31	the	0.241762463003397
33	202	story	-0.31448328495025635
34	191	line	0.25286865234375
35	70	this	-0.0044705867767333984
36	71	movie	-0.03912205994129181
37	1887	actually	-0.7514861226081848
38	445	makes	0.03849402070045471
39	803	perfect	-0.2807234525680542
40	1115	sense	0.5117810927331448
41	14	,	-0.10570263862609863
42	47	it	0.40861082077026367
43	122	just	0.23508548736572266
44	442	doesn	0.2527141571044922
45	4	'	5.389280378818512
46	5	t	-0.12565231323242188
47	1394	ever	-1.6815398931503296
48	306	give	0.1213291585445404
49	310	you	-0.4057828187942505
50	9	a	0.35676538944244385
51	1	<unk>	-0.18340134620666504
52	1822	explanation	0.07193458080291748
53	18	.	-0.0009628534317016602
54	282	its	-0.2213219404220581
55	274	true	-0.06566047668457031
56	42	that	-0.31462356448173523
57	31	the	0.1645197570323944
58	1365	special	0.7462442517280579
59	1803	effects	0.5731001049280167
60	226	are	-0.3046240508556366
61	9428	sub-par	0.14444959163665771
62	33	and	-0.19270968437194824
63	47	it	-0.010363340377807617
64	452	appears	0.3032037317752838
65	14857	semi	0.003844022750854492
66	973	low	1.0370012372732162
67	105	budget	-0.4995121955871582
68	14	,	-1.672753006219864
69	57	but	0.5966289043426514
70	2	i	0.0929030179977417
71	1092	think	-0.9287181794643402
72	31	the	0.20420615375041962
73	6970	originality	-0.6966017335653305
74	11	of	-0.0796349048614502
75	31	the	0.6467435359954834
76	1343	plot	0.43886566162109375
77	2412	keeps	-1.854557752609253
78	310	you	-0.3766176402568817
79	1034	drawn	-0.07337474822998047
80	82	in	-0.2207135111093521
81	18	.	0.1269686222076416
82	78	people	0.4930010288953781
83	79	say	-0.2275829315185547
84	42	that	1.049292504787445
85	31	the	0.195530503988266
86	4385	vampire	0.2613929510116577
87	3413	genre	-1.103958547115326
88	41	is	-0.059772372245788574
89	20583	overdone	0.1369190216064453
90	33	and	-0.6698097586631775
91	8467	clichéd	1.3892924189567566
92	258	out	0.20960545539855957
93	14	,	-0.298638254404068
94	57	but	0.5486242473125458
95	126	with	0.06381475925445557
96	28090	bled	-0.4160277098417282
97	14	,	-0.22143888473510742
98	39	what	0.2966403514146805
99	310	you	-0.06585907936096191
100	114	get	0.012371540069580078
101	41	is	-0.06894207000732422
102	17	not	0.1515575647354126
103	303	your	0.9793420433998108
104	1976	conventional	-2.647254467010498
105	4385	vampire	0.2720985412597656
106	2233	flick	-0.3935614824295044
107	18	.	0.07306492328643799
108	282	its	-0.388672411441803
109	9	a	0.07547338306903839
110	1	<unk>	-1.0084510296583176
111	625	reality	-0.5141035318374634
112	19585	story-	-0.5543018877506256
113	191	line	4.095399022102356
114	126	with	0.6158852875232697
115	9	a	0.04773867130279541
116	1	<unk>	-0.15944671630859375
117	749	life	-0.0343170166015625
118	6987	spin	0.5349591374397278
119	135	on	-0.04827165603637695
120	47	it	-0.05392324924468994
121	18	.	0.8193733394145966
122	2	i	0.016775935888290405
123	597	loved	-0.862004429101944
124	47	it	-0.017166733741760254
125	18	.	0.024505972862243652
126	31	the	0.07090544700622559
127	20	only	0.4875984787940979
