sample=241
orig_idx	token_id	token_str	shap_value
60	2537	wasted	1.60321
56	8355	dream	1.59514
34	1410	convincing	1.25128
69	11397	drug	0.965948
62	268	an	0.957047
5	449	night	0.932411
48	258	out	0.8266
51	258	out	0.769009
73	10398	consequences	0.715342
20	1065	seen	0.667655
18	4	'	0.608512
16	25	films	0.557062
79	1088	way	0.523683
45	394	shot	0.522315
91	679	giving	0.487389
26	1842	directed	0.46318
78	4078	open	0.402379
13	100	made	0.380683
17	2	i	0.343323
0	2	i	0.304889
8	88	was	0.291608
36	31	the	0.276813
28	31	the	0.275585
30	88	was	0.272958
41	31	the	0.259115
11	31	the	0.253844
43	88	was	0.242527
66	31	the	0.224816
49	31	the	0.220712
82	220	anyone	0.220651
74	227	given	0.217336
38	88	was	0.216304
23	88	was	0.211751
93	9	a	0.202537
76	9	a	0.201722
88	7	to	0.200234
97	9	a	0.1911
44	523	beautifully	0.188611
64	5704	depiction	0.185813
55	9	a	0.183788
19	575	ve	0.181999
85	7	to	0.181382
92	611	us	0.1789
53	15712	requiem	0.164223
83	40	can	0.145209
29	579	acting	0.139315
59	114	get	0.13698
100	574	!	0.119932
89	8259	mtv	0.119423
46	18	.	0.079576
86	18	.	0.0662494
3	71	movie	0.0591989
104	18	.	0.0556599
21	18	.	0.0517985
124	0	<pad>	0.048554
118	0	<pad>	0.0482746
117	0	<pad>	0.047538
123	0	<pad>	0.0465322
9	233	one	0.0464819
127	0	<pad>	0.046424
115	0	<pad>	0.0416584
35	18	.	0.0413197
61	18	.	0.0410831
120	0	<pad>	0.0406411
114	0	<pad>	0.0398275
112	0	<pad>	0.0390509
121	0	<pad>	0.0375014
111	0	<pad>	0.033405
126	0	<pad>	0.0298357
109	0	<pad>	0.0283512
122	0	<pad>	0.0277253
125	0	<pad>	0.0265851
116	0	<pad>	0.0239646
107	0	<pad>	0.0238193
119	0	<pad>	0.023355
105	0	<pad>	0.0217227
94	204	good	0.0210415
113	0	<pad>	0.0117697
4	3893	yesterday	0.0110752
106	0	<pad>	0.00939348
108	0	<pad>	0.00897375
39	204	good	0.00396712
110	0	<pad>	0.0030258
65	11	of	-0.0834351
68	11	of	-0.103608
52	11	of	-0.107895
75	82	in	-0.11187
1	554	saw	-0.129063
54	222	for	-0.134265
10	11	of	-0.145958
80	82	in	-0.165861
98	2152	change	-0.174625
90	222	for	-0.181075
99	376	from	-0.189045
96	222	for	-0.195343
14	222	for	-0.218341
15	387	tv	-0.245917
70	11376	addiction	-0.254175
42	2294	cinematography	-0.279504
32	14	,	-0.28766
81	22878	wich	-0.29682
22	47	it	-0.320284
7	47	it	-0.339209
31	1320	superb	-0.363655
77	67	very	-0.367388
33	67	very	-0.415993
58	310	you	-0.42466
2	70	this	-0.446936
24	67	very	-0.46443
102	103	like	-0.55305
71	33	and	-0.62504
103	26800	crossroads	-0.658082
37	1125	music	-0.659152
47	733	take	-0.663241
57	33	and	-0.688834
87	1	<unk>	-0.74593
27	33	and	-0.751128
101	1	<unk>	-0.761976
67	289	world	-0.765638
40	33	and	-0.784198
84	3080	relate	-0.820674
72	282	its	-0.847514
6	33	and	-0.921706
95	2233	flick	-0.926892
63	1296	excellent	-1.13264
50	19493	hopelessness	-1.2503
25	141	well	-1.37757
12	235	best	-1.92745
