feature_idx,token_id,shap_value
0,970,0.819981
1,7088,0.222734
2,222,-0.206298
3,83,-0.647218
4,19733,-1.4671
5,820,-1.66515
6,11,-0.0762442
7,31,0.203976
8,73,-0.30914
9,595,-0.759551
10,25,0.611741
11,82,-0.116944
12,31,0.248994
13,4504,-1.15546
14,14,-0.368798
15,33,-0.581751
16,18050,-0.747822
17,486,0.921962
18,179,0.985366
19,1780,1.48205
20,11,-0.0608345
21,13078,-0.652957
22,24177,0.147375
23,2,0.174638
24,2228,1.08184
25,11,-0.0365707
26,407,-0.0229614
27,222,-0.101514
28,31,0.218325
29,98,0.590383
30,11,-0.0597313
31,2248,-0.910681
32,14,-0.339445
33,2,0.171471
34,122,0.867608
35,40,0.144528
36,4,0.485063
37,5,-0.405763
38,473,-0.339519
39,2151,1.52598
40,7,0.104282
41,1460,0.534561
42,90,-0.494639
43,1327,0.256536
44,70,-0.407534
45,1,-0.795124
46,1895,2.29224
47,11,-0.0460408
48,1123,-1.54926
49,42,-0.388921
50,26,-0.0302459
51,3811,2.24689
52,1,-0.883578
53,39,0.283616
54,407,0.0284724
55,1005,0.123744
56,604,0.277682
57,47,-0.146704
58,18,0.161945
59,1005,0.109884
60,41,-0.390384
61,31,0.162073
62,17482,0.0414131
63,808,0.934817
64,14921,-0.245382
65,42,-0.362623
66,4455,-0.969404
67,798,0.251559
68,7,0.104028
69,31,0.139849
70,98,0.611934
71,4657,1.38259
72,2248,-1.08491
73,1,-0.76149
74,14,-0.32884
75,1005,0.0898503
76,41,-0.375041
77,31,0.144593
78,1,-0.831029
79,798,0.202503
80,11,-0.0440713
81,1,-0.842935
82,82,-0.125688
83,268,0.652479
84,13197,0.996146
85,289,-0.693195
86,14,-0.294965
87,33,-0.518699
88,102,0.0945033
89,1,-0.782007
90,14,-0.322357
91,1005,0.0913697
92,41,-0.332886
93,404,0.127722
94,1489,0.0689962
95,1686,-0.546724
96,4,0.576552
97,152,-0.7518
98,4545,-0.994196
99,222,-0.0851874
100,31,0.216866
101,4504,-0.939694
102,18,0.147248
103,31,0.158674
104,4101,0.571882
105,64,-0.733536
106,2533,0.594042
107,31,0.154312
108,108,-0.179668
109,1039,-0.230257
110,11,-0.060987
111,31,0.141014
112,63,-0.455571
113,14,-0.274036
114,47,-0.182363
115,210,-0.239132
116,42,-0.428189
117,31,0.147857
118,792,1.23449
119,770,-0.0917567
120,4,0.443321
121,5,-0.360593
122,124,0.571654
123,636,0.179303
124,39,0.345205
125,7,0.0909457
126,76,0.927711
127,126,0.36336
