feature_idx,token_id,shap_value
0,70,-0.264757
1,41,-0.444237
2,9,0.164064
3,63,-0.324182
4,42,-0.314652
5,190,-0.530423
6,1577,-1.14952
7,247,0.0894419
8,321,-0.698993
9,604,0.104476
10,622,1.51235
11,309,-0.00774431
12,33,-0.642512
13,114,0.171111
14,6292,-0.413964
15,756,-1.20252
16,1903,-1.09745
17,422,0.902179
18,2665,1.1017
19,376,-0.0524736
20,3078,-0.075984
21,7,0.160347
22,3078,-0.106456
23,11,-0.109939
24,319,-0.00680472
25,18,0.0294054
26,2,0.251463
27,3603,-0.294285
28,195,1.00787
29,82,-0.12555
30,595,-0.545303
31,586,-0.35332
32,2672,-0.554647
33,393,0.0210031
34,20,0.718422
35,916,0.378717
36,6431,0.184206
37,3416,-0.314991
38,18,0.0202061
39,2,0.24662
40,317,0.483491
41,7,0.14779
42,3631,-0.718151
43,851,-0.152103
44,407,-0.0198889
45,838,-0.142585
46,11,-0.115462
47,190,-0.396317
48,6753,0.103273
49,9147,-0.729373
50,851,-0.164025
51,5705,0.690616
52,222,-0.101563
53,31,0.147442
54,73,-0.197031
55,4282,0.110763
56,553,-0.602457
57,11,-0.0990159
58,83,-0.404786
59,749,-0.113836
60,18,-0.00557684
61,356,0.145496
62,2,0.243436
63,6790,-1.0685
64,7,0.153243
65,2830,-0.59735
66,2482,1.12734
67,236,-0.101843
68,393,0.0172288
69,17,0.415434
70,8045,-0.205751
71,254,0.420835
72,509,-0.726856
73,47,-0.170559
74,88,0.167775
75,67,-0.240966
76,1215,-1.00549
77,7,0.103973
78,970,0.440411
79,19,0.393158
80,233,0.0203663
81,14412,0.881516
82,1836,0.582196
83,82,-0.116621
84,303,0.927219
85,3859,0.147723
86,18,0.00810863
87,83,-0.369805
88,13266,-0.338103
89,3859,0.158169
90,82,-0.159598
91,304,-0.0291082
92,3631,-0.594526
93,407,-0.0288671
94,2267,0.658846
95,131,0.241745
96,515,0.317188
97,1,-0.52817
98,236,-0.151744
99,1876,-0.213134
100,1124,-0.69813
101,40,0.107705
102,4,0.333777
103,5,-0.1812
104,2,0.233682
105,122,0.54641
106,79,-0.547796
107,496,-0.0694485
108,199,1.12214
109,310,-0.277343
110,40,0.0979914
111,5043,0.633168
112,331,-0.902642
113,9,0.138992
114,28154,0.951413
115,131,0.264536
116,1,-0.553843
117,131,0.24121
118,1009,0.483772
119,574,0.133763
120,544,0.222704
121,11,-0.095708
122,70,-0.160688
123,3262,0.265973
124,8791,0.365075
125,22377,0.0609999
126,331,-0.904268
127,145,-0.386767
