sample=231
orig_idx	token_id	token_str	shap_value
110	2676	boring	1.61827
25	2321	already	1.47736
90	2321	already	1.45797
96	1928	someone	1.3269
7	199	?	1.28671
84	622	they	1.28598
50	678	benefit	1.25434
65	488	run	1.18451
124	303	your	1.16376
80	15664	amnesia	1.14247
45	199	?	1.058
61	199	?	1.04566
69	199	?	1.02781
91	199	?	0.929272
117	272	off	0.891247
99	3531	sat	0.84996
17	3052	90%	0.801508
40	2292	yourself	0.739774
1	4	'	0.728335
20	329	jokes	0.694625
103	1430	three	0.665993
100	783	through	0.662133
60	26722	programme	0.629861
108	122	just	0.626643
24	19	have	0.607416
66	258	out	0.584331
12	4	'	0.552822
0	442	doesn	0.486228
93	1088	way	0.438117
34	4	'	0.427624
56	4	'	0.420226
109	124	really	0.405939
92	2459	either	0.403695
26	248	been	0.400948
33	39	what	0.393228
127	4	'	0.372777
58	1065	seen	0.355287
120	4	'	0.334039
85	4	'	0.331727
27	744	done	0.302479
70	131	or	0.292549
118	1188	during	0.270991
39	16253	repeating	0.260992
37	1992	point	0.255578
52	31	the	0.251114
83	3966	forgot	0.250607
36	31	the	0.245518
6	4354	familiar	0.237349
19	31	the	0.220973
59	31	the	0.201779
29	31	the	0.190971
119	31	the	0.188209
101	31	the	0.181758
49	31	the	0.179639
8	703	oh	0.178162
63	31	the	0.158405
71	1459	maybe	0.145017
15	18	.	0.125073
111	18	.	0.123429
107	88	was	0.117906
32	18	.	0.1005
112	2	i	0.0989418
16	18	.	0.0969192
62	154	did	0.072423
114	7	to	0.0559916
54	347	who	0.0195238
76	9	a	0.0143463
97	347	who	0.00339449
23	71	movie	0.00316215
115	880	turn	-0.00964778
123	880	turn	-0.0324452
79	11	of	-0.0555673
51	11	of	-0.075783
67	11	of	-0.0790768
113	407	had	-0.0823371
68	4993	inspiration	-0.104276
74	538	set	-0.142935
18	11	of	-0.149077
47	47	it	-0.205724
21	82	in	-0.220366
38	82	in	-0.237295
81	14	,	-0.246597
105	14	,	-0.262481
116	47	it	-0.262913
41	14	,	-0.26898
94	14	,	-0.268985
95	222	for	-0.270955
48	222	for	-0.272591
28	82	in	-0.297943
102	73	first	-0.331816
86	781	d	-0.346992
73	135	on	-0.3538
46	41	is	-0.372022
10	14	,	-0.385257
22	70	this	-0.394076
88	70	this	-0.401421
30	387	tv	-0.415703
75	4322	suffered	-0.422731
106	70	this	-0.430252
77	3777	sudden	-0.448035
64	18017	scriptwriters	-0.451568
43	601	may	-0.452738
9	384	wait	-0.474967
42	310	you	-0.483449
122	42	that	-0.508469
98	416	has	-0.521877
11	42	that	-0.524748
57	5	t	-0.576309
3	70	this	-0.578795
5	747	somewhat	-0.579636
78	1714	attack	-0.642725
82	33	and	-0.704153
2	5	t	-0.706583
4	1537	seem	-0.717872
121	1	<unk>	-0.725269
126	438	green	-0.744659
44	1917	ask	-0.763428
72	677	everyone	-0.799099
55	2750	haven	-0.841624
35	152	s	-0.902269
87	431	covered	-1.07151
13	152	s	-1.10306
53	1628	americans	-1.13731
31	2197	series	-1.25696
104	2197	series	-1.33821
89	2490	ground	-1.34024
125	1825	water	-1.57943
14	716	right	-2.24849
