feature_idx,token_id,shap_value
0,82,-0.286963
1,31,0.292479
2,20,1.13957
3,1016,-0.928271
4,11,-0.143038
5,1,-1.13972
6,622,2.0459
7,19,1.05615
8,1394,0.0404017
9,100,0.256977
10,14,-0.403202
11,31,0.166554
12,1,-1.12849
13,63,-0.582893
14,851,-0.365153
15,4420,-0.282146
16,6028,-1.6401
17,4293,-0.470876
18,7,0.140088
19,10133,-0.618878
20,70,-0.447123
21,63,-0.539201
22,18,0.130414
23,31,0.14884
24,2231,-0.18789
25,4234,-0.969757
26,195,1.4515
27,9,0.110129
28,104,-0.425204
29,24152,0.648071
30,851,-0.289023
31,82,-0.169572
32,9,0.138004
33,1,-1.00674
34,11,-0.110537
35,4343,-0.754344
36,3019,-0.634367
37,837,-0.693201
38,692,-0.563304
39,7,0.161103
40,15867,-1.3437
41,18,0.136027
42,3416,-0.508355
43,376,-0.232316
44,31,0.162238
45,1052,0.335762
46,979,-0.730779
47,222,-0.144468
48,1,-0.926006
49,14,-0.325839
50,1,-0.938919
51,94,-0.336637
52,7690,0.908477
53,17,0.478406
54,7,0.172084
55,19,0.859316
56,248,0.355329
57,6147,0.538144
58,18,0.131641
59,18,0.103149
60,18,0.120148
61,31,0.126404
62,63,-0.541451
63,2489,0.975469
64,135,-0.328559
65,122,0.741022
66,80,0.35048
67,190,-0.517304
68,110,0.166421
69,18,0.10689
70,31,0.153463
71,6542,0.248533
72,1,-0.987154
73,2489,1.06495
74,14,-0.354912
75,31,0.133702
76,527,0.298291
77,2489,1.00788
78,236,-0.205247
79,39,0.245535
80,41,-0.428328
81,7688,0.766296
82,8107,-0.0610735
83,4,0.396491
84,152,-0.818526
85,98,0.545374
86,544,0.320537
87,80,0.317768
88,199,1.42126
89,209,0.546598
90,2270,1.93581
91,234,0.561222
92,19029,-0.909888
93,808,0.930537
94,154,0.0841245
95,14794,-1.48649
96,6965,1.61549
97,1139,-0.515978
98,199,1.48559
99,39,0.260137
100,31,0.199326
101,5126,-0.0324089
102,41,-0.431906
103,18009,0.228211
104,18286,-0.496248
105,4,0.405459
106,152,-0.788482
107,98,0.561917
108,842,0.937369
109,199,1.23704
110,254,0.498179
111,33,-0.64253
112,31,0.171881
113,202,-0.788153
114,41,-0.396192
115,9,0.135282
116,8467,0.789314
117,1843,0.672545
118,11,-0.0996099
119,22901,-0.537685
120,18,0.146275
121,82,-0.106585
122,255,-0.448254
123,14,-0.312682
124,31,0.164147
125,202,-0.806065
126,1805,0.430886
127,103,-0.569018
