sample=223
orig_idx	token_id	token_str	shap_value
20	982	worst	2.24737
96	3833	folks	1.91577
40	609	less	1.71771
92	4770	message	1.50421
56	935	make	1.32742
116	195	up	1.27537
104	443	believe	1.19762
23	19	have	0.943107
68	1781	air	0.89522
88	57	but	0.88764
43	268	an	0.877147
14	623	got	0.863598
85	20	only	0.834869
73	839	members	0.806787
117	179	any	0.769641
101	1158	idiots	0.738191
90	14158	conveys	0.70716
9	22178	spec	0.702475
16	8	be	0.667507
10	254	)	0.663516
25	1065	seen	0.612079
32	631	could	0.59269
125	970	even	0.583797
123	6147	involved	0.552461
109	17	not	0.5248
113	6147	involved	0.504907
75	1046	stupid	0.474169
46	14165	ludicrous	0.436687
100	544	all	0.362197
50	7389	spends	0.351331
95	5281	younger	0.311182
54	9746	pilot	0.302847
71	544	all	0.298186
22	2	i	0.270588
30	9	a	0.236287
81	2	i	0.220355
86	9	a	0.219766
91	9	a	0.206854
115	3042	setting	0.206669
27	31	the	0.185745
48	31	the	0.183858
1	9	a	0.183708
36	31	the	0.182124
58	31	the	0.180254
94	31	the	0.172898
127	31	the	0.166207
61	31	the	0.163301
19	31	the	0.161918
51	3318	millions	0.155772
8	18	.	0.152164
93	7	to	0.145571
34	114	get	0.142788
67	31	the	0.142644
82	636	know	0.140948
111	31	the	0.137569
110	18	.	0.136961
41	114	get	0.134852
15	7	to	0.124678
55	7	to	0.123319
78	18	.	0.118044
120	4170	mission	0.114075
87	71	movie	0.110796
65	71	movie	0.107045
47	18	.	0.104343
26	18	.	0.103431
66	445	makes	0.102331
33	1394	ever	0.0694748
24	1394	ever	0.0548155
17	233	one	0.0148554
119	11	of	-0.0399779
18	11	of	-0.123279
114	82	in	-0.149028
79	200	yes	-0.163261
21	149	movies	-0.16413
69	3151	force	-0.174256
83	47	it	-0.189121
126	82	in	-0.198568
60	82	in	-0.213806
89	47	it	-0.226784
5	236	(	-0.258924
39	228	much	-0.272406
35	135	on	-0.307426
106	14	,	-0.313928
124	14	,	-0.324732
6	16986	aircraft	-0.339657
52	135	on	-0.344121
107	780	we	-0.347291
11	14	,	-0.349217
102	14	,	-0.371525
38	14	,	-0.372169
97	42	that	-0.374016
99	226	are	-0.389588
80	14	,	-0.389912
45	41	is	-0.391158
29	42	that	-0.417785
57	230	them	-0.419218
121	226	are	-0.42195
108	226	are	-0.427134
98	780	we	-0.42729
84	41	is	-0.43611
64	70	this	-0.454312
13	416	has	-0.465207
74	1537	seem	-0.467341
76	90	at	-0.517544
31	2568	teenager	-0.522193
4	18221	msg	-0.54672
28	255	fact	-0.554706
42	368	into	-0.559049
12	70	this	-0.562732
63	33	and	-0.621845
103	33	and	-0.647835
122	1632	highly	-0.706384
70	33	and	-0.760724
0	145	as	-0.845205
53	774	each	-0.856616
2	8067	retired	-0.905258
72	282	its	-0.917995
112	1	<unk>	-0.920217
44	1	<unk>	-0.927217
49	8670	military	-0.928343
37	1	<unk>	-0.94214
62	289	world	-0.996169
7	1	<unk>	-1.08538
3	1	<unk>	-1.17713
105	331	me	-1.22995
118	1181	type	-1.36989
77	235	best	-1.51937
59	235	best	-1.52957
