sample=130
orig_idx	token_id	token_str	shap_value
94	196	case	1.2709
71	1343	plot	0.836022
0	122	just	0.817889
83	999	crime	0.803349
103	999	crime	0.719419
12	1845	beginning	0.702571
35	14469	arkin	0.599249
8	7426	occur	0.567948
17	268	an	0.507674
38	970	even	0.445396
81	23	his	0.418022
44	17	not	0.383395
14	39	what	0.370288
58	2556	critic	0.286445
105	126	with	0.24511
106	544	all	0.221355
109	15294	delicious	0.217127
6	31	the	0.169512
41	9	a	0.165118
123	7	to	0.161586
30	31	the	0.157273
88	11720	macy	0.154262
53	11720	macy	0.153346
73	11720	macy	0.149959
92	9	a	0.145155
124	9	a	0.140805
60	347	who	0.137235
62	31	the	0.13679
112	252	add	0.135613
56	31	the	0.135547
57	71	movie	0.134323
25	6900	blackmail	0.128475
116	1525	comedy	0.119253
110	9724	possibilities	0.117576
13	18	.	0.11653
78	31	the	0.111449
11	31	the	0.109892
70	31	the	0.104836
101	347	who	0.104817
126	2168	episode	0.10222
84	18	.	0.0975561
29	18	.	0.0908606
23	2980	sex	0.0778083
111	18	.	0.0760148
64	18	.	0.0755243
52	18	.	0.0750186
47	18	.	0.0736868
87	18	.	0.0729417
65	7087	constantly	0.0654792
59	2039	suspect	0.0395589
113	120	some	0.0315938
125	1078	fine	0.00107616
119	70	this	-0.0288521
95	11	of	-0.0482995
127	11	of	-0.0579149
45	2058	unlike	-0.0612052
99	599	will	-0.0635602
108	11	of	-0.0636543
48	47	it	-0.0658067
80	11	of	-0.0667784
34	2386	adam	-0.0703086
40	11	of	-0.0738043
20	11	of	-0.0746013
63	63	film	-0.0795941
89	301	fans	-0.0801667
90	599	will	-0.0921617
37	41	is	-0.0930165
15	2081	follows	-0.0931079
117	14	,	-0.0954958
39	747	somewhat	-0.103733
54	14	,	-0.110573
115	14971	timed	-0.116686
2	82	in	-0.118283
91	547	enjoy	-0.118331
121	67	very	-0.123808
97	14	,	-0.126068
32	6983	officer	-0.12858
43	14	,	-0.128621
69	14	,	-0.12924
31	6715	investigating	-0.129735
49	41	is	-0.13359
120	41	is	-0.144089
4	780	we	-0.151041
22	14	,	-0.152608
74	11232	deeper	-0.154229
24	14	,	-0.160435
36	14	,	-0.164215
76	11232	deeper	-0.170474
55	145	as	-0.17845
33	14	,	-0.178827
102	103	like	-0.184957
16	41	is	-0.18939
72	6990	sends	-0.204668
77	368	into	-0.207079
26	14	,	-0.216586
75	33	and	-0.221127
68	656	turning	-0.226115
98	145	as	-0.235854
67	33	and	-0.240466
93	9721	slight	-0.24162
10	90	at	-0.242584
100	977	those	-0.24485
51	4214	h	-0.25554
27	33	and	-0.279463
79	1	<unk>	-0.286773
85	1918	william	-0.298953
86	4214	h	-0.328927
118	33	and	-0.332181
19	10489	web	-0.34662
96	971	murder	-0.372376
107	4586	kinds	-0.378285
28	971	murder	-0.381465
104	1	<unk>	-0.386016
46	14717	columbo	-0.399564
1	145	as	-0.400087
50	1918	william	-0.418016
42	1	<unk>	-0.420614
61	7576	carries	-0.429151
5	321	see	-0.429853
21	6473	lies	-0.447478
122	1936	similar	-0.483922
114	141	well	-0.489995
7	1	<unk>	-0.499299
82	803	perfect	-0.512747
3	14717	columbo	-0.536697
18	1	<unk>	-0.539388
66	18035	twisting	-0.553133
9	716	right	-0.918005
