sample=229
orig_idx	token_id	token_str	shap_value
62	14930	milland	1.28982
83	1343	plot	1.07727
4	529	better	0.910907
23	10619	aubrey	0.905827
36	334	children	0.835538
41	825	days	0.825347
121	935	make	0.821472
93	5115	appeal	0.797283
64	433	looks	0.788889
116	76	do	0.730926
3	350	gets	0.679155
105	122	just	0.554707
34	23	his	0.554319
56	254	)	0.51816
96	254	)	0.497139
114	350	gets	0.493801
66	1579	18	0.481443
77	158	there	0.480559
29	21324	gruff	0.479107
47	23	his	0.473377
39	23	his	0.465377
45	254	)	0.439213
75	254	)	0.399764
67	254	)	0.389964
61	3928	ray	0.375312
5	126	with	0.347727
48	17150	declining	0.318953
40	5281	younger	0.302598
65	80	about	0.291426
118	497	few	0.28446
86	126	with	0.283849
123	497	few	0.253925
90	88	was	0.238766
95	544	all	0.229272
10	31	the	0.175164
82	31	the	0.155231
28	9	a	0.150709
117	9	a	0.133582
43	9	a	0.132922
92	127	no	0.131453
17	9	a	0.130759
32	347	who	0.129611
21	1111	c	0.129508
25	18	.	0.124133
122	9	a	0.124076
63	347	who	0.117907
70	233	one	0.114568
100	18	.	0.108754
111	18	.	0.108443
50	18	.	0.108242
126	18	.	0.106597
22	18	.	0.100241
51	233	one	0.0972016
58	233	one	0.0850548
76	18	.	0.0804363
115	7	to	0.0713349
35	2241	grown	0.0713086
53	409	american	0.0624991
110	7362	touching	0.0586724
44	8379	rake	0.0467819
2	1525	comedy	0.0268388
33	20554	gathers	0.0117638
8	15	because	-0.027065
79	120	some	-0.0359596
85	53	along	-0.0393584
7	171	viewing	-0.0416855
38	376	from	-0.0675016
31	1022	man	-0.0768119
13	11	of	-0.0958363
12	2536	talents	-0.113642
9	11	of	-0.118344
46	82	in	-0.119614
1	19833	1931	-0.127413
97	1833	falling	-0.141049
54	236	(	-0.14723
98	222	for	-0.151309
104	226	are	-0.165215
89	236	(	-0.165933
37	236	(	-0.170742
78	226	are	-0.171357
68	14	,	-0.176697
72	236	(	-0.176928
60	236	(	-0.178563
57	14	,	-0.190335
91	416	has	-0.190697
124	104	big	-0.218365
30	423	old	-0.234881
109	67	very	-0.236327
73	3973	nina	-0.237996
20	167	by	-0.249345
94	90	at	-0.255784
0	70	this	-0.260492
52	41	is	-0.267514
107	266	together	-0.319599
99	28138	davies	-0.327259
87	12	ralph	-0.339205
55	28138	davies	-0.342585
81	145	as	-0.346407
88	11296	forbes	-0.357297
101	28138	davies	-0.374715
15	28138	davies	-0.388141
112	28138	davies	-0.390378
59	395	english	-0.395633
42	145	as	-0.416942
120	33	and	-0.444593
69	33	and	-0.448449
108	33	and	-0.449746
127	33	and	-0.45825
102	33	and	-0.476572
49	553	years	-0.522356
16	33	and	-0.538139
113	582	also	-0.542882
125	1	<unk>	-0.544893
6	190	every	-0.564288
71	392	italian	-0.575894
106	2664	wonderful	-0.615517
18	1354	terrific	-0.621221
103	2758	smith	-0.635119
119	4941	dances	-0.679395
74	1	<unk>	-0.697732
80	6694	surprises	-0.706971
84	1068	moves	-0.743694
27	1454	plays	-0.765024
24	2758	smith	-0.818942
14	1	<unk>	-0.831584
26	2758	smith	-0.896023
19	187	performance	-0.954066
11	3948	comedic	-1.01476
