sample=233
orig_idx	token_id	token_str	shap_value
36	1137	laughable	2.06017
3	199	?	1.6659
85	1110	important	1.43219
103	75	itself	1.37596
41	559	such	1.2662
120	422	down	0.869156
24	148	live	0.847861
99	2375	writer	0.830889
122	1050	heavily	0.827154
29	76	do	0.716799
55	20	only	0.642429
105	1101	quite	0.611619
116	5071	execution	0.536933
112	3395	poor	0.533983
45	209	which	0.513997
40	14388	traditions	0.388236
115	11505	over-all	0.381644
107	1842	directed	0.326043
1	7	to	0.310906
73	126	with	0.304256
93	248	been	0.291048
52	544	all	0.287961
27	611	us	0.276501
67	1924	usually	0.254164
58	544	all	0.253976
14	31	the	0.169877
84	44	most	0.163497
26	31	the	0.162179
113	769	script	0.160604
64	31	the	0.154603
13	7	to	0.153469
98	31	the	0.142185
74	31	the	0.135012
101	31	the	0.133862
43	31	the	0.132295
68	31	the	0.130124
61	31	the	0.129309
9	637	if	0.127387
57	31	the	0.123839
88	31	the	0.123161
31	31	the	0.121166
49	31	the	0.118045
71	31	the	0.117846
111	31	the	0.113844
100	18	.	0.109219
123	18	.	0.108197
78	18	.	0.107947
22	637	if	0.106018
37	18	.	0.105856
83	31	the	0.093155
60	18	.	0.0769906
16	2629	game	0.0435846
118	5613	lets	0.0386345
90	2629	game	0.0303193
32	2629	game	0.025488
81	233	one	-0.0244274
34	47	it	-0.0485151
108	156	however	-0.0529201
109	47	it	-0.0536248
63	11	of	-0.0696653
87	11	of	-0.0696661
70	11	of	-0.0756664
20	156	however	-0.075691
119	47	it	-0.0827837
82	11	of	-0.10074
94	9372	misused	-0.111784
17	11	of	-0.113853
69	3913	member	-0.118146
30	140	follow	-0.124169
126	1467	account	-0.149627
72	169	team	-0.154837
117	42	that	-0.179322
62	4205	leader	-0.181669
38	2117	various	-0.192687
51	16741	zealand	-0.20592
56	167	by	-0.209539
48	167	by	-0.212581
92	416	has	-0.212639
39	24564	rugby	-0.221473
79	70	this	-0.226211
19	14	,	-0.229376
97	167	by	-0.237319
121	14	,	-0.239024
104	41	is	-0.240645
53	26885	blacks	-0.246197
59	26885	blacks	-0.252964
46	41	is	-0.263802
11	226	are	-0.265966
23	310	you	-0.266714
35	41	is	-0.267149
21	14	,	-0.270165
110	41	is	-0.272048
66	41	is	-0.275619
18	24564	rugby	-0.282872
2	1736	begin	-0.285904
10	310	you	-0.286157
124	173	taking	-0.291806
33	14	,	-0.29298
77	4755	pedigree	-0.296119
80	41	is	-0.30555
6	41	is	-0.305672
89	482	modern	-0.310577
127	41	is	-0.318085
4	70	this	-0.320011
102	63	film	-0.335176
125	368	into	-0.342649
7	67	very	-0.349077
96	13491	represented	-0.356633
42	145	as	-0.372055
95	33	and	-0.39309
91	33	and	-0.40404
54	33	and	-0.421061
50	615	new	-0.456557
114	33	and	-0.460437
5	63	film	-0.468495
28	33	and	-0.527471
44	1	<unk>	-0.589035
76	1	<unk>	-0.591615
65	1	<unk>	-0.615109
12	615	new	-0.633008
47	1	<unk>	-0.640027
15	2664	wonderful	-0.695134
8	2172	entertaining	-0.794637
25	940	outside	-0.884859
106	141	well	-0.89467
0	509	where	-0.994092
75	235	best	-1.07513
86	13739	conventions	-1.17786
